iteration,temps_fourmis_ms,temps_sync_ms,temps_evap_ms,temps_update_ms,food_quantity
1117,0.386750,4.403416,2.508500,0.011333,0
1118,0.385583,4.462750,2.550791,0.008750,0
1119,0.412333,4.206542,2.734709,0.006750,0
1120,0.409208,4.696667,2.727917,0.008208,0
1121,0.399458,4.429750,2.502833,0.008792,0
1122,0.433833,4.312250,2.632083,0.008000,0
1123,0.394959,4.680958,2.717875,0.008500,0
1124,0.401458,4.669208,2.676667,0.007708,0
1125,0.416917,4.570542,2.684375,0.008209,0
1126,0.443625,4.343250,2.679375,0.007791,0
1127,0.417125,4.451042,2.644167,0.006583,0
1128,0.404125,4.436500,2.560708,0.007875,0
1129,0.382667,4.598708,2.617709,0.007917,0
1130,0.414708,4.292750,2.618083,0.008292,0
1131,0.422042,4.463667,2.653541,0.008041,0
1132,0.388084,4.483375,4.676042,0.006041,0
1133,0.401000,5.408666,2.580834,0.009500,0
1134,0.414208,4.338667,2.717167,0.007958,0
1135,0.420833,4.456416,2.749750,0.008083,0
1136,0.397875,4.352167,3.561917,0.006250,0
1137,0.441292,5.230167,2.693500,0.007958,0
1138,0.395583,4.395041,4.337042,0.012083,0
1139,0.425625,5.082250,2.776625,0.008291,0
1140,0.414750,4.428750,2.634000,0.008000,0
1141,0.425834,5.610833,2.616834,0.008125,0
1142,0.406041,4.494542,2.550208,0.007667,0
1143,0.400250,4.451875,2.594125,0.008417,0
1144,0.431958,4.510875,2.566791,0.007667,0
1145,0.423792,4.428583,2.779875,0.007792,0
1146,0.409334,4.371750,2.533417,0.008167,0
1147,0.382750,4.475292,2.569042,0.007917,0
1148,0.407375,4.516083,2.674083,0.008083,0
1149,0.435250,4.394041,2.635833,0.007458,0
1150,0.403833,4.425416,2.560208,0.006542,0
1151,0.390125,4.509208,2.605625,0.008459,0
1152,0.427083,4.438958,2.747208,0.008625,0
1153,0.401583,4.392167,2.663667,0.007333,0
1154,0.396208,4.498208,2.583458,0.007958,0
1155,0.422291,4.305625,2.599916,0.007417,0
1156,0.383584,4.427625,2.660917,0.007875,0
1157,0.418000,4.435208,2.560833,0.005250,0
1158,0.385625,4.408042,2.559625,0.008000,0
1159,0.416042,4.280500,2.636375,0.006333,0
1160,0.401000,4.561375,2.630959,0.009250,0
1161,0.423625,4.480833,2.582792,0.008292,0
1162,0.366833,4.365333,2.607125,0.008125,0
1163,0.398458,4.438208,2.645625,0.007666,0
1164,0.414917,4.471875,2.376666,0.013667,0
1165,0.378542,4.549250,2.758292,0.007833,0
1166,0.429125,4.605208,2.632541,0.007334,0
1167,0.393917,4.489000,2.619209,0.008416,0
1168,0.418959,4.606292,2.627417,0.005292,0
1169,0.384625,4.459500,2.519375,0.007875,0
1170,0.394708,4.317958,2.642667,0.006375,0
1171,0.415209,4.434500,2.478042,0.008000,0
1172,0.399083,4.566042,2.541250,0.008458,0
1173,0.413416,4.496416,2.862958,0.007875,0
1174,0.408625,4.534333,2.672625,0.008334,0
1175,0.413875,4.510291,2.353375,0.011875,0
1176,0.362166,6.059875,2.613541,0.008167,0
1177,0.408292,4.288500,2.499500,0.008375,0
1178,0.369333,4.467917,2.577583,0.008166,0
1179,0.401625,4.206958,2.681042,0.012958,0
1180,0.403125,4.754709,2.838333,0.007042,0
1181,0.413875,4.934709,2.771875,0.007417,0
1182,0.417375,4.881167,2.626875,0.007875,0
1183,0.507584,4.370667,2.518666,0.008916,0
1184,0.385625,4.461167,2.653583,0.008084,0
1185,0.417125,4.444833,2.612375,0.008833,0
1186,0.393375,4.430750,2.667917,0.007292,0
1187,0.399417,4.217333,2.700583,0.007750,0
1188,0.483166,5.388625,3.280833,0.008084,0
1189,0.409875,4.344542,2.567375,0.006209,0
1190,0.394334,4.382125,2.591209,0.007792,0
1191,0.385000,5.817834,2.664166,0.004875,0
1192,0.390125,5.190125,2.602750,0.008042,0
1193,0.409291,4.510708,2.752417,0.006167,0
1194,0.401750,4.520375,2.820500,0.008000,0
1195,0.397083,4.490042,3.584416,0.007334,0
1196,0.386208,4.562333,3.572541,0.008084,0
1197,0.451042,4.250084,2.693500,0.007833,0
1198,0.419166,5.378291,2.660625,0.008417,0
1199,0.402833,4.523084,2.592834,0.007750,0
1200,0.413416,4.467750,2.584250,0.007542,0
1201,0.389250,4.337000,2.596875,0.008041,0
1202,0.415291,4.673083,2.659250,0.007500,0
1203,0.418541,5.592708,2.612000,0.008292,0
1204,0.384625,4.497791,2.919750,0.006375,0
1205,0.392875,4.520458,4.863834,0.006292,0
1206,0.457917,4.164333,2.685417,0.007750,0
1207,0.408500,4.668083,3.540500,0.008250,0
1208,0.409417,4.447667,2.516541,0.007125,0
1209,0.378083,4.480459,2.663167,0.007541,0
1210,0.387417,4.280416,2.564666,0.007167,0
1211,0.402792,4.540375,2.692916,0.007833,0
1212,0.409833,4.468250,2.760459,0.008208,0
1213,0.405000,4.492333,2.639334,0.008417,0
1214,0.360667,4.254084,2.748917,0.007875,0
1215,0.386334,4.299583,2.779041,0.008167,0
1216,0.406500,4.407125,2.496958,0.005250,0
1217,0.387833,4.384250,2.617208,0.008000,0
1218,0.413583,4.302041,2.780417,0.006917,0
1219,0.398416,4.452542,2.580708,0.007834,0
1220,0.385958,4.489833,2.574625,0.007666,0
1221,0.402458,4.211333,2.637167,0.008000,0
1222,0.380208,4.154083,2.744250,0.007708,0
1223,0.385750,4.418083,2.518083,0.015042,0
1224,0.404875,4.438334,2.623792,0.007708,0
1225,0.376459,4.099333,2.766542,0.007459,0
1226,0.386791,4.337541,2.588458,0.007917,0
1227,0.396625,4.443083,2.545625,0.007667,0
1228,0.387000,4.198625,2.629750,0.007458,0
1229,0.377750,4.220583,2.791375,0.008125,0
1230,0.390916,4.457250,2.532667,0.006875,0
1231,0.391334,4.458000,2.610166,0.008042,0
1232,0.420250,4.109708,2.720834,0.008750,0
1233,0.396750,4.481375,2.611291,0.008125,0
1234,0.405292,4.433708,2.548875,0.008250,0
1235,0.407541,4.174083,2.689417,0.008167,0
1236,0.377500,4.301542,2.717125,0.007416,0
1237,0.390542,4.426042,2.617541,0.008084,0
1238,0.414667,4.503334,2.641000,0.007833,0
1239,0.373166,4.419542,2.698334,0.008209,0
1240,0.390041,4.336584,2.798708,0.008167,0
1241,0.394958,4.554500,2.530084,0.005084,0
1242,0.371667,4.498834,3.236667,0.007959,0
1243,0.406917,4.459417,2.716875,0.008375,0
1244,0.386375,4.467750,2.735708,0.007625,0
1245,0.394250,4.485333,2.641708,0.004875,0
1246,0.384542,4.474667,2.647833,0.008250,0
1247,0.411041,4.352584,2.743292,0.008167,0
1248,0.389958,4.414000,2.983959,0.007791,0
1249,0.391000,4.498500,2.480958,0.007958,0
1250,0.416875,4.250334,2.611208,0.008167,0
1251,0.379750,4.384833,2.623250,0.007750,0
1252,0.385666,4.590083,2.535416,0.007959,0
1253,0.356084,4.523958,2.512917,0.007000,0
1254,0.405792,4.392542,2.664417,0.008167,0
1255,0.365125,4.442375,2.585958,0.007750,0
1256,0.392084,4.433083,2.531625,0.005917,0
1257,0.355208,4.448375,2.570292,0.008125,0
1258,0.407167,4.442666,2.868958,0.007708,0
1259,0.388750,4.469625,2.532209,0.007583,0
1260,0.432916,4.493417,2.565666,0.005667,0
1261,0.368458,4.353583,2.572958,0.007833,0
1262,0.377250,4.523167,2.681917,0.008000,0
1263,0.402834,4.431000,3.271875,0.009208,0
1264,0.379125,4.599834,2.683375,0.008459,0
1265,0.404792,5.057291,2.683625,0.007834,0
1266,0.390833,4.488459,2.867250,0.007708,0
1267,0.399083,4.493833,2.551875,0.008208,0
1268,0.398459,4.316584,2.655833,0.008417,0
1269,0.407125,6.172708,2.783917,0.006833,0
1270,0.417875,4.371708,3.016792,0.006458,0
1271,0.379917,5.732708,3.221000,0.007958,0
1272,0.420083,4.353792,2.525708,0.014000,0
1273,0.379375,5.745875,3.658542,0.006416,0
1274,1.927375,4.782625,2.592083,0.007834,0
1275,0.431750,5.631833,2.714750,0.008250,0
1276,0.387084,4.490792,2.545417,0.007625,0
1277,0.412875,4.467875,2.512625,0.006666,0
1278,0.404375,4.374333,2.620416,0.008083,0
1279,0.382459,4.442000,2.658083,0.009125,0
1280,0.398041,4.520125,2.453250,0.004833,0
1281,0.364292,4.524416,2.564334,0.006833,0
1282,0.396583,4.316333,2.590334,0.008417,0
1283,0.392917,4.460000,2.564541,0.008250,0
1284,0.362625,4.467459,3.105000,0.008000,0
1285,0.387417,4.274458,2.602459,0.008500,0
1286,0.385500,4.506166,2.598292,0.006500,0
1287,0.415750,4.560125,2.499250,0.011583,0
1288,0.361333,4.502667,2.576375,0.008292,0
1289,0.391542,4.352667,2.554667,0.007416,0
1290,0.392792,4.477250,2.595083,0.008083,0
1291,0.384542,4.508000,2.621208,0.008375,0
1292,0.814625,4.859416,2.607792,0.008458,0
1293,0.423375,4.360458,2.612375,0.006750,0
1294,0.384625,4.427916,2.520167,0.007750,0
1295,0.377125,4.386042,2.550292,0.006417,0
1296,0.393042,4.460542,2.685834,0.008000,0
1297,0.417750,4.564459,2.694833,0.008291,0
1298,0.399667,4.317333,3.303416,0.007709,0
1299,0.375875,4.431334,2.683625,0.007750,0
1300,0.385541,4.285250,2.623542,0.007333,0
1301,0.387125,4.317875,2.642000,0.008500,0
1302,0.417709,4.253833,4.370250,0.006167,0
1303,0.383541,4.401292,2.608709,0.008250,0
1304,0.412750,4.334875,2.589084,0.007416,0
1305,0.389208,4.483916,2.566042,0.007666,0
1306,0.391958,4.407791,2.539375,0.006375,0
1307,0.397750,4.344917,2.672208,0.007791,0
1308,0.392500,4.547500,2.651625,0.010542,0
1309,0.394500,4.495500,2.675750,0.007250,0
1310,0.400542,4.411625,2.639917,0.008333,0
1311,0.408708,4.321417,2.665666,0.008083,0
1312,0.375667,4.426625,2.603584,0.007791,0
1313,0.394209,4.336083,2.613959,0.006667,0
1314,0.401500,4.400959,2.656375,0.007958,0
1315,0.396000,4.377833,2.548500,0.006125,0
1316,0.382542,4.377792,2.583417,0.007541,0
1317,0.368709,4.423375,2.653208,0.008333,0
1318,0.405042,4.353708,3.820750,0.007916,0
1319,0.412209,4.538625,2.603042,0.008917,0
1320,0.375791,4.434458,2.595292,0.008125,0
1321,0.385792,4.348625,2.696625,0.007917,0
1322,0.396500,4.331583,2.542250,0.006084,0
1323,0.400042,4.462958,2.576041,0.008458,0
1324,0.331667,4.346875,2.552917,0.007500,0
1325,1.143708,4.405083,2.930209,0.008000,0
1326,0.389667,4.507542,2.927916,0.007416,0
1327,0.403291,4.509083,2.490583,0.006500,0
1328,0.384666,4.551209,2.690208,0.008084,0
1329,0.395333,5.080167,2.654500,0.007833,0
1330,0.398709,4.531833,2.427000,0.007916,0
1331,0.362667,4.296625,2.566334,0.007583,0
1332,0.387292,5.175209,2.699041,0.008125,0
1333,0.416958,4.331458,2.611417,0.006625,0
1334,0.420417,4.466833,2.675791,0.008000,0
1335,0.389417,5.466375,2.610333,0.008042,0
1336,1.611459,4.728667,2.682458,0.007792,0
1337,0.393500,5.331625,2.672500,0.007625,0
1338,0.396333,4.681458,4.219792,0.008042,0
1339,0.417375,4.509125,3.356458,0.007625,0
1340,0.394709,4.444542,2.649416,0.007583,0
1341,1.205709,4.643917,2.589375,0.006750,0
1342,0.408334,4.310667,2.611458,0.007791,0
1343,0.379667,4.481625,2.676541,0.006708,0
1344,0.398000,4.446000,2.504625,0.007917,0
1345,0.401875,4.306584,2.658875,0.007875,0
1346,0.406291,4.401084,2.599375,0.008250,0
1347,0.388709,4.483875,2.568209,0.006250,0
1348,0.385750,4.383792,2.555209,0.006166,0
1349,0.382292,4.369125,2.578625,0.007333,0
1350,0.393292,4.488916,2.608583,0.011833,0
1351,0.428417,4.914541,2.593125,0.008209,0
1352,0.401458,4.363958,2.652792,0.007958,0
1353,0.398583,4.500833,2.583625,0.007875,0
1354,0.415416,4.436458,2.507500,0.012958,0
1355,0.390500,4.469375,2.713959,0.008250,0
1356,0.403667,4.466584,2.619250,0.007042,0
1357,0.393125,4.493792,2.597042,0.008208,0
1358,0.396958,4.334541,2.599917,0.008542,0
1359,0.439750,4.297750,2.635250,0.008042,0
1360,0.389666,4.497958,3.772084,0.007292,0
1361,0.386708,4.465125,2.775417,0.007875,0
1362,0.425833,5.971667,2.646084,0.006708,0
1363,0.420833,4.536334,2.687084,0.008333,0
1364,0.388875,4.409042,2.606666,0.007500,0
1365,0.387166,4.369917,2.565375,0.008125,0
1366,0.393541,4.432792,2.665584,0.008125,0
1367,0.386208,4.284000,2.519250,0.006541,0
1368,0.399375,4.405084,2.634375,0.007208,0
1369,0.392875,4.483333,2.653500,0.008333,0
1370,0.377750,4.379292,2.631000,0.007542,0
1371,0.391125,4.325042,2.673166,0.008500,0
1372,0.404208,4.450459,2.665334,0.007208,0
1373,0.416459,4.490292,2.642125,0.014625,0
1374,0.418500,4.236417,2.530500,0.006333,0
1375,0.445958,4.517500,2.707000,0.007541,0
1376,0.400541,4.476875,2.575875,0.007792,0
1377,0.400500,4.634959,2.850167,0.007750,0
1378,0.426666,4.401459,2.654166,0.006750,0
1379,0.420958,6.037208,2.694084,0.008792,0
1380,0.390958,4.391375,2.584792,0.007917,0
1381,0.387375,4.472750,2.525750,0.006709,0
1382,0.384625,4.210000,2.676959,0.008250,0
1383,0.403042,4.331500,2.681333,0.007792,0
1384,0.384250,4.418542,2.552375,0.006458,0
1385,0.386958,4.424375,2.543000,0.008125,0
1386,0.404167,4.181500,2.717208,0.008333,0
1387,0.387708,4.487959,2.580500,0.008125,0
1388,0.373959,4.448000,2.509000,0.006334,0
1389,0.396167,4.191792,2.585375,0.008208,0
1390,0.407584,4.334000,2.657209,0.008166,0
1391,0.376000,4.472500,2.577166,0.007792,0
1392,0.389708,4.448125,2.734417,0.015667,0
1393,0.393167,4.437042,2.615666,0.008125,0
1394,0.397625,4.847000,2.652416,0.008250,0
1395,0.406666,4.373292,2.988084,0.005083,0
1396,0.382250,4.429000,2.808584,0.008208,0
1397,0.389375,5.229791,2.757209,0.008125,0
1398,0.413042,4.646458,2.639625,0.006375,0
1399,0.387875,4.592500,2.652125,0.007375,0
1400,0.362958,4.453500,2.635792,0.007792,0
1401,0.390375,4.836542,2.620042,0.007875,0
1402,0.412917,5.799250,2.606792,0.007500,0
1403,0.360708,4.806375,3.334292,0.006583,0
1404,1.591208,4.575875,3.249167,0.004875,0
1405,0.353041,5.877292,2.699833,0.005709,0
1406,0.424125,6.177916,2.681666,0.007917,0
1407,0.399125,4.929458,2.716375,0.007875,0
1408,0.394459,5.115917,3.107500,0.004750,0
1409,0.405792,4.454208,2.584667,0.008166,0
1410,0.428291,4.468542,2.757500,0.007750,0
1411,0.432333,4.499667,2.554833,0.007750,0
1412,0.362208,4.422083,2.603333,0.008125,0
1413,1.000833,4.280750,2.694250,0.007334,0
1414,0.393166,4.614583,2.625458,0.007500,0
1415,0.396209,4.456291,2.465625,0.010042,0
1416,0.389916,4.394542,2.597083,0.008250,0
1417,0.407041,4.436458,2.675042,0.008042,0
1418,0.383542,4.451250,2.578084,0.007459,0
1419,0.394458,4.518042,2.618125,0.007958,0
1420,0.418500,4.300750,2.579792,0.007417,0
1421,0.399250,4.479375,2.632500,0.007750,0
1422,0.420667,4.462000,2.600791,0.007959,0
1423,0.377083,4.568667,2.562208,0.007792,0
1424,0.385667,8.994208,2.704583,0.009084,0
1425,0.396542,4.554250,2.555208,0.007417,0
1426,0.349125,4.411917,2.618208,0.008166,0
1427,0.419959,4.319958,2.566750,0.008084,0
1428,0.386792,4.389583,2.622084,0.007916,0
1429,0.387625,4.329333,2.497542,0.007375,0
1430,0.395209,4.477958,2.639083,0.008334,0
1431,0.393208,5.677375,3.797541,0.008208,0
1432,0.406167,4.369750,2.568708,0.006667,0
1433,0.393292,4.413625,2.537708,0.008000,0
1434,0.371375,4.318416,2.623750,0.007834,0
1435,0.391875,4.284958,2.573500,0.006833,0
1436,0.383750,4.513334,2.629666,0.008250,0
1437,0.403417,4.398625,2.552666,0.006000,0
1438,0.382625,4.356334,2.582625,0.008083,0
1439,0.418917,4.370000,2.592750,0.006416,0
1440,0.383125,4.347958,2.612000,0.008042,0
1441,0.379541,4.533166,2.644416,0.008167,0
1442,0.435791,4.280708,2.538166,0.005875,0
1443,0.376667,4.497083,2.600125,0.008250,0
1444,0.412791,4.294334,2.496708,0.006000,0
1445,0.406250,4.423458,2.548292,0.008166,0
1446,0.403209,4.354958,2.604291,0.010583,0
1447,0.384125,4.398958,2.528125,0.008084,0
1448,0.398583,4.351000,2.621667,0.008125,0
1449,0.399000,4.321375,2.552917,0.006333,0
1450,0.362959,6.257875,2.594333,0.008250,0
1451,0.411083,4.362791,2.446917,0.008042,0
1452,0.373750,4.487542,2.584958,0.008042,0
1453,0.417375,4.398583,2.538375,0.005500,0
1454,0.371250,4.408375,2.590084,0.007500,0
1455,0.397083,4.410667,2.495000,0.013625,0
1456,0.358125,4.483000,2.520500,0.008416,0
1457,0.387083,4.391500,2.611125,0.007958,0
1458,0.392125,4.363834,2.513917,0.006917,0
1459,0.397334,4.775000,2.756959,0.008208,0
1460,0.412583,4.919875,2.937291,0.007792,0
1461,0.396208,4.520375,2.697000,0.008125,0
1462,0.370417,4.451458,2.702458,0.007792,0
1463,0.416167,4.553125,2.509666,0.006791,0
1464,0.400375,4.357209,2.628084,0.008125,0
1465,0.538250,4.758917,2.874792,0.007500,0
1466,0.491000,4.739958,2.799209,0.008125,0
1467,0.400250,5.011542,2.739667,0.006125,0
1468,0.356750,4.501042,2.659584,0.008458,0
1469,0.405125,4.432750,2.724625,0.008542,0
1470,0.392209,4.561834,4.218708,0.007833,0
1471,0.398916,4.874708,2.603750,0.007333,0
1472,0.406667,4.513291,2.609833,0.006500,0
1473,0.413084,4.435958,2.615792,0.008334,0
1474,0.413375,4.743250,3.013083,0.006041,0
1475,0.391208,5.129584,2.669000,0.007750,0
1476,0.404875,4.506541,2.581959,0.006500,0
1477,0.409125,4.254459,2.581333,0.008542,0
1478,0.382917,4.434416,2.647334,0.007750,0
1479,0.407000,4.391667,2.490750,0.014000,0
1480,0.384875,4.279292,2.582583,0.008375,0
1481,0.408417,4.386750,3.530208,0.004834,0
1482,0.429833,4.660125,3.935875,0.007750,0
1483,0.404584,4.427000,2.661333,0.007750,0
1484,0.412250,4.110250,2.687666,0.007750,0
1485,0.389208,4.312125,2.650375,0.006416,0
1486,0.406542,4.594125,2.772000,0.007166,0
1487,0.418542,5.723125,2.614291,0.007833,0
1488,0.412833,4.332083,2.650208,0.008209,0
1489,0.378542,5.648041,4.066959,0.008000,0
1490,0.406166,4.526042,2.547750,0.007792,0
1491,0.390250,4.518333,2.592792,0.010000,0
1492,0.395583,4.360792,2.621000,0.008458,0
1493,0.386875,4.508334,2.558917,0.006416,0
1494,0.387458,4.424458,2.593625,0.007584,0
1495,0.386459,4.523417,2.549166,0.008250,0
1496,0.395500,4.385375,2.676375,0.008291,0
1497,0.407208,4.410875,2.642209,0.008167,0
1498,0.398500,4.401667,2.564208,0.007959,0
1499,0.412208,4.449542,2.602750,0.007959,0
1500,0.380875,4.504000,2.631667,0.007625,0
1501,0.362875,4.422500,2.529250,0.007625,0
1502,0.399417,4.576500,2.659000,0.008041,0
1503,0.425791,4.441333,2.695375,0.007333,0
1504,0.363333,4.413083,2.603958,0.008750,0
1505,0.404958,4.422458,2.549792,0.006459,0
1506,0.400208,4.528041,2.560041,0.007708,0
1507,0.390791,4.425625,2.646875,0.007708,0
1508,0.396291,4.394375,2.679625,0.008000,0
1509,0.405875,4.513791,2.568958,0.008291,0
1510,0.411791,4.371750,2.630583,0.017291,0
1511,0.394334,4.571250,2.574500,0.016541,0
1512,0.370666,4.460208,2.637375,0.007250,0
1513,0.384833,4.551375,2.572625,0.009875,0
1514,0.396333,4.408792,2.683583,0.008125,0
1515,0.412833,4.365000,2.716542,0.008417,0
1516,0.398833,4.323292,2.575792,0.013583,0
1517,0.397625,4.625375,2.675875,0.007459,0
1518,0.402292,4.516333,2.595250,0.007916,0
1519,0.379000,4.373250,2.654916,0.007709,0
1520,0.394459,4.524709,2.665000,0.008125,0
1521,0.404709,4.257167,2.539917,0.009833,0
1522,0.389708,4.425583,2.713709,0.008042,0
1523,0.371083,4.469292,2.685375,0.007167,0
1524,0.403458,4.470042,2.656667,0.007917,0
1525,0.413375,4.412625,2.702750,0.008333,0
1526,0.378291,4.872584,2.763792,0.009083,0
1527,0.399250,4.397875,4.370500,0.006375,0
1528,1.610958,4.783500,2.664166,0.007959,0
1529,0.409625,6.094000,3.519542,0.008125,0
1530,0.441084,4.383875,2.684208,0.008000,0
1531,0.402125,5.461625,2.607541,0.007875,0
1532,0.415333,4.288375,2.741833,0.008083,0
1533,0.419833,4.487708,2.663708,0.008250,0
1534,0.432875,6.099166,2.592125,0.007833,0
1535,0.404000,4.321791,2.615333,0.008250,0
1536,0.433292,5.763084,2.643125,0.014000,0
1537,0.382708,4.390542,2.596042,0.006459,0
1538,1.881250,5.357250,2.632459,0.006584,0
1539,0.395750,7.658875,3.364875,0.008583,0
1540,0.358542,4.512166,4.022500,0.006208,0
1541,0.386459,4.443792,2.584041,0.008833,0
1542,0.371584,4.371708,2.635375,0.008166,0
1543,0.398083,4.488500,2.693000,0.007167,0
1544,0.429625,4.249500,2.594917,0.008000,0
1545,0.396958,4.367833,2.518917,0.016750,0
1546,0.402542,4.437875,2.672333,0.007833,0
1547,0.429833,4.785417,2.607750,0.008083,0
1548,0.388209,4.486750,2.532084,0.007750,0
1549,0.393291,4.444375,2.641666,0.007250,0
1550,0.411750,4.251250,2.683333,0.007916,0
1551,0.383084,4.392000,2.660000,0.007917,0
1552,0.400375,4.505292,2.604917,0.007333,0
1553,0.371834,4.410041,2.667209,0.007958,0
1554,0.387459,4.307750,3.184208,0.007333,0
1555,0.395875,4.465208,2.585000,0.006958,0
1556,0.403416,4.315166,2.590000,0.008209,0
1557,0.381875,4.377917,2.710208,0.007875,0
1558,0.401625,4.571167,2.575500,0.008333,0
1559,0.384917,4.479500,2.512833,0.007834,0
1560,0.384917,4.338625,2.740167,0.008000,0
1561,0.380583,4.409792,2.655459,0.008375,0
1562,0.393083,4.428959,2.578458,0.008250,0
1563,0.447666,4.292750,2.581459,0.006667,0
1564,0.394250,4.460917,2.707166,0.008417,0
1565,0.403417,4.450792,2.637541,0.007375,0
1566,0.392125,4.442042,2.671333,0.008667,0
1567,0.414167,4.204625,2.666334,0.008083,0
1568,0.383292,4.244584,2.712875,0.008125,0
1569,0.377250,4.511166,2.651750,0.016542,0
1570,0.395625,4.477750,2.667958,0.008416,0
1571,0.388542,4.432500,2.639417,0.008584,0
1572,0.401583,4.272500,2.640333,0.008292,0
1573,0.371375,4.526042,2.546292,0.007625,0
1574,0.390542,4.383042,2.714958,0.007583,0
1575,0.385917,4.290208,2.705208,0.008167,0
1576,0.413875,4.485417,2.601416,0.007084,0
1577,0.370417,4.531625,2.532125,0.007416,0
1578,0.349292,4.314667,2.609875,0.008208,0
1579,0.399125,4.406083,2.646500,0.008208,0
1580,0.388291,4.360875,2.661625,0.008083,0
1581,0.379583,4.297500,2.609917,0.007833,0
1582,0.395250,4.448458,2.671333,0.008250,0
1583,0.404625,4.451125,2.581792,0.007084,0
1584,0.371584,4.417666,2.556167,0.008041,0
1585,0.366000,4.279125,2.729833,0.007375,0
1586,0.389625,4.223333,2.730041,0.008417,0
1587,0.372542,4.551125,2.658416,0.006041,0
1588,0.391792,4.437583,2.480208,0.025708,0
1589,0.391667,4.475583,2.540459,0.008542,0
1590,0.405958,4.331208,2.561292,0.007500,0
1591,0.384083,4.453708,2.479459,0.007709,0
1592,0.376833,4.227083,2.622333,0.009250,0
1593,0.409041,4.464416,2.769833,0.007584,0
1594,0.372708,5.924209,2.632250,0.008167,0
1595,0.348459,4.598792,3.114167,0.008667,0
1596,0.423459,4.341708,3.800583,0.006625,0
1597,0.393208,4.416209,2.648875,0.008208,0
1598,0.395042,5.095500,2.813250,0.008375,0
1599,0.391458,4.938625,2.618375,0.007583,0
1600,0.416042,4.426917,2.628750,0.006875,0
1601,0.403458,5.355708,2.669458,0.008291,0
1602,0.413916,4.531167,2.584958,0.008250,0
1603,2.258833,4.998834,2.710125,0.007958,0
1604,0.348625,4.407583,2.643625,0.008208,0
1605,0.392792,6.376417,2.567250,0.008250,0
1606,0.407750,4.561875,4.967875,0.006000,0
1607,0.365708,4.414334,2.626458,0.007750,0
1608,0.417291,4.506584,2.633875,0.006625,0
1609,0.367334,4.469833,2.639667,0.007833,0
1610,0.397125,4.403791,2.611583,0.007750,0
1611,0.407125,4.413959,2.589792,0.007709,0
1612,0.372917,4.436833,2.680708,0.007708,0
1613,0.388000,4.246125,2.592583,0.015792,0
1614,0.377375,4.568875,2.646333,0.007792,0
1615,0.394417,4.424833,2.580541,0.007708,0
1616,0.395834,4.485458,2.677917,0.007875,0
1617,0.376000,4.352667,5.267875,0.005917,0
1618,0.393375,4.529209,2.559708,0.019834,0
1619,0.365958,4.585541,2.660375,0.008125,0
1620,0.418500,4.456625,2.746709,0.008250,0
1621,0.377584,4.646458,3.643875,0.008000,0
1622,0.397667,4.429958,4.046041,0.005333,0
1623,0.390917,4.602791,2.594584,0.007708,0
1624,0.395125,4.580167,2.567750,0.007834,0
1625,0.390417,4.394708,2.663333,0.008625,0
1626,0.374458,4.457708,2.671750,0.008000,0
1627,0.403250,4.401166,2.476417,0.010792,0
1628,0.390500,4.485750,2.587125,0.007167,0
1629,0.404084,4.443667,2.627750,0.007500,0
1630,0.373500,4.391333,2.677917,0.007666,0
1631,0.405875,4.581167,2.603833,0.008000,0
1632,0.398084,4.276875,2.588833,0.007250,0
1633,0.367750,4.354166,2.670542,0.007375,0
1634,0.396750,4.435333,2.594625,0.007750,0
1635,0.402208,4.437667,2.567208,0.008334,0
1636,0.380917,4.455667,2.605667,0.007750,0
1637,0.397333,4.416375,2.719334,0.008292,0
1638,0.399708,4.348792,2.563459,0.008209,0
1639,0.389375,4.361375,2.663625,0.008167,0
1640,0.389500,4.529125,2.664709,0.008792,0
1641,0.374500,4.462625,2.624625,0.008167,0
1642,0.385458,4.537167,2.609625,0.009542,0
1643,0.385958,4.397083,2.576083,0.007916,0
1644,0.403041,4.354209,2.733167,0.007708,0
1645,0.395125,4.460833,2.515208,0.011083,0
1646,0.405917,4.430542,2.530333,0.006583,0
1647,0.377875,4.361500,2.647041,0.008167,0
1648,0.407417,4.378041,2.840125,0.006708,0
1649,0.323541,4.641917,2.965166,0.007583,0
1650,0.458625,4.363750,2.605666,0.008042,0
1651,0.411083,4.300334,2.680458,0.007416,0
1652,0.336083,4.565458,2.550750,0.008125,0
1653,0.401500,4.478292,2.632167,0.007084,0
1654,0.406458,4.324958,2.642542,0.007125,0
1655,0.385167,4.412958,2.601500,0.006375,0
1656,0.395875,4.459625,2.574958,0.011750,0
1657,0.351833,4.408916,2.585084,0.008292,0
1658,0.397834,6.136292,2.662625,0.007750,0
1659,0.396208,4.424250,5.018791,0.008209,0
1660,0.401750,5.459958,3.332208,0.006125,0
1661,0.404958,4.468250,2.527333,0.007916,0
1662,0.398584,4.460292,3.867583,0.006667,0
1663,0.418042,4.519792,2.626875,0.008125,0
1664,0.402959,4.544833,2.606083,0.007959,0
1665,0.393041,4.390417,2.503416,0.008208,0
1666,0.363875,4.398334,4.065458,0.005292,0
1667,0.388209,4.546167,2.635958,0.007834,0
1668,0.429792,5.987125,2.663334,0.007833,0
1669,0.355542,4.709583,2.611625,0.007542,0
1670,0.378375,4.398708,2.609500,0.007416,0
1671,0.381500,4.550875,3.233458,0.008084,0
1672,0.404417,4.316042,2.653958,0.008000,0
1673,0.371917,5.286292,2.740458,0.008209,0
1674,0.409125,5.497583,2.834125,0.007834,0
