iteration,temps_border_ms,temps_move_ms,temps_migrate_ms,temps_evap_ms,food_quantity
1216,0.014041,0.182458,0.155125,0.031458,0
1217,0.011667,0.144417,0.112375,0.040458,0
1218,0.010917,0.143750,0.111250,0.031208,0
1219,0.011833,0.139958,0.108042,0.031791,0
1220,0.011916,0.140083,0.106959,0.031958,0
1221,0.010583,0.142833,0.110167,0.031167,0
1222,0.011166,0.194625,0.164208,0.030417,0
1223,0.024083,0.179333,0.156250,0.030500,0
1224,0.015625,0.190458,0.161542,0.031333,0
1225,0.012083,0.142667,0.110750,0.031500,0
1226,0.011500,0.140833,0.108291,0.031208,0
1227,0.011542,0.138708,0.105917,0.031417,0
1228,0.012334,0.138417,0.105500,0.031167,0
1229,0.012125,0.138833,0.105084,0.035000,0
1230,0.012166,0.141916,0.109333,0.032291,0
1231,0.011875,0.141500,0.107500,0.031250,0
1232,0.011541,0.140916,0.109083,0.031042,0
1233,0.011584,0.137792,0.103750,0.030833,0
1234,0.012500,0.138416,0.103958,0.031625,0
1235,0.011959,0.139166,0.106584,0.031500,0
1236,0.011917,0.139000,0.105958,0.032000,0
1237,0.011625,0.140375,0.107375,0.031417,0
1238,0.011459,0.140625,0.364875,0.019583,0
1239,0.012167,0.143041,0.109666,0.031042,0
1240,0.011542,0.140917,0.106875,0.031792,0
1241,0.012125,0.139875,0.107166,0.031208,0
1242,0.011792,0.141584,0.108208,0.031250,0
1243,0.011583,0.141500,0.108542,0.031500,0
1244,0.011333,0.151917,0.124667,0.030542,0
1245,0.012416,0.141417,0.108042,0.031750,0
1246,0.011541,0.140458,0.107084,0.031667,0
1247,0.011417,0.140083,0.106833,0.030667,0
1248,0.011708,0.139875,0.108166,0.022709,0
1249,0.012333,0.141458,0.106458,0.031959,0
1250,0.012625,0.139125,0.105375,0.031292,0
1251,0.012208,0.141750,0.110791,0.031250,0
1252,0.011583,0.139292,0.105333,0.031916,0
1253,0.011375,0.139917,0.108084,0.030667,0
1254,0.011166,0.140709,0.108750,0.031958,0
1255,0.011625,0.141375,0.108083,0.031791,0
1256,0.011458,0.396041,0.372000,0.031459,0
1257,0.012958,0.148875,0.116791,0.032792,0
1258,0.011542,0.142250,0.110083,0.031958,0
1259,0.011542,0.140000,0.107708,0.031541,0
1260,0.012416,0.139750,0.105875,0.166875,0
1261,0.014792,0.198667,0.172917,0.030584,0
1262,0.011583,0.148875,0.119542,0.030750,0
1263,0.011792,0.141625,0.111542,0.031583,0
1264,0.062209,0.140166,0.114084,0.030917,0
1265,0.011791,0.144208,0.198084,0.024042,0
1266,0.015833,0.223792,0.192833,0.032625,0
1267,0.012542,0.161208,0.139417,0.030666,0
1268,0.013166,0.196708,0.535208,0.021667,0
1269,0.013208,0.151250,0.119667,0.031125,0
1270,0.012167,0.146458,0.113916,0.031084,0
1271,0.012833,0.235792,0.209333,0.031792,0
1272,0.013833,0.148083,0.119834,0.031834,0
1273,0.012041,0.169584,0.143375,0.031583,0
1274,0.020583,0.270125,0.240167,0.031542,0
1275,0.013167,0.145250,0.113625,0.030916,0
1276,0.012167,0.171042,0.141542,0.031583,0
1277,0.013041,0.173125,0.143000,0.031875,0
1278,0.013084,0.142417,0.112167,0.029208,0
1279,0.012375,0.140750,0.145958,0.028125,0
1280,0.013750,0.142167,0.108875,0.032083,0
1281,0.013542,0.157459,0.128000,0.030583,0
1282,0.012000,0.140459,0.108583,0.031625,0
1283,0.011834,0.140875,0.110500,0.031125,0
1284,0.012125,0.141375,0.109625,0.030917,0
1285,0.017500,0.140958,0.110084,0.031459,0
1286,0.011917,0.166042,0.136875,0.031708,0
1287,0.013666,0.140375,0.108166,0.031125,0
1288,0.012417,0.162500,0.133500,0.030625,0
1289,0.012542,0.143667,0.112792,0.031084,0
1290,0.011875,0.163959,0.135041,0.031292,0
1291,0.012875,0.142125,0.109000,0.031166,0
1292,0.012459,0.139500,0.105667,0.029125,0
1293,0.012667,0.139125,0.105250,0.031625,0
1294,0.012375,0.140792,0.109667,0.030792,0
1295,0.012083,0.140375,0.108208,0.032041,0
1296,0.012292,0.140209,0.108166,0.031417,0
1297,0.011584,0.139709,0.109875,0.030750,0
1298,0.012292,0.141417,0.110416,0.030584,0
1299,0.012000,0.137916,0.106708,0.030333,0
1300,0.012709,0.138875,0.107541,0.030958,0
1301,0.012083,0.138542,0.106042,0.031042,0
1302,0.012083,0.140542,0.108666,0.031750,0
1303,0.013375,0.210709,0.188291,0.030708,0
1304,0.012750,0.150334,0.121000,0.030500,0
1305,0.011708,0.140000,0.108084,0.030708,0
1306,0.012083,0.138375,0.105916,0.029167,0
1307,0.012500,0.139167,0.107333,0.055542,0
1308,0.012000,0.140334,0.109792,0.031042,0
1309,0.011792,0.139042,0.108708,0.031416,0
1310,0.012000,0.139709,0.107334,0.030333,0
1311,0.011625,0.227792,0.288292,0.015667,0
1312,0.019459,0.155166,0.132375,0.029417,0
1313,0.011291,0.139959,0.107958,0.031416,0
1314,0.011792,0.138958,0.106666,0.030500,0
1315,0.018209,0.191208,0.169959,0.030833,0
1316,0.012042,0.135333,0.106250,0.032542,0
1317,0.011875,0.134375,0.105041,0.032000,0
1318,0.012667,0.133750,0.100500,0.031583,0
1319,0.012083,0.131792,0.102084,0.031208,0
1320,0.012500,0.133708,0.100750,0.031042,0
1321,0.011334,0.130958,0.099792,0.031292,0
1322,0.012292,0.130583,0.100166,0.030958,0
1323,0.011750,0.131417,0.098334,0.031541,0
1324,0.011834,0.133625,0.103250,0.032041,0
1325,0.012750,0.133250,0.100417,0.031125,0
1326,0.012875,0.135166,0.104667,0.031250,0
1327,0.096584,0.129125,0.183208,0.032584,0
1328,0.012083,0.131333,0.100417,0.031709,0
1329,0.012250,0.816792,0.795791,0.020375,0
1330,0.013500,0.171584,0.138875,0.032000,0
1331,0.012459,0.144041,0.111834,0.032125,0
1332,0.012084,0.143291,0.110083,0.031916,0
1333,0.012334,0.144250,0.111750,0.032125,0
1334,0.012584,0.140125,0.106250,0.031916,0
1335,0.012625,0.141333,0.108125,0.032333,0
1336,0.011958,0.141584,1.480708,0.026125,0
1337,0.014583,0.162791,0.130208,0.032584,0
1338,0.012417,0.144625,0.110500,0.031000,0
1339,0.011958,0.143125,0.111375,0.031459,0
1340,0.012167,0.144292,0.111292,0.030833,0
1341,0.012167,0.141875,0.109208,0.031667,0
1342,0.012500,0.880000,0.851375,0.031875,0
1343,0.016416,0.151916,0.121625,0.031167,0
1344,0.013250,0.143375,0.110583,0.031625,0
1345,0.012917,0.144625,0.112250,0.030875,0
1346,0.011875,0.145416,0.112875,0.031708,0
1347,0.067875,0.141542,0.173084,0.027959,0
1348,0.023916,0.145083,0.126625,0.030208,0
1349,0.011375,0.143500,0.112042,0.031250,0
1350,0.022458,0.140917,0.109834,0.029500,0
1351,0.013000,0.169584,0.177042,0.021459,0
1352,0.011375,0.146958,0.116791,0.030958,0
1353,0.011167,0.142583,0.111250,0.030709,0
1354,0.011208,0.142458,0.110916,0.031334,0
1355,0.011166,0.142875,0.112000,0.030459,0
1356,0.011417,0.141667,0.109375,0.031333,0
1357,0.011583,0.140458,0.108334,0.031042,0
1358,0.011083,0.141125,0.109542,0.031166,0
1359,0.026833,0.137125,0.103917,0.031458,0
1360,0.011417,0.140500,0.109209,0.031166,0
1361,0.011500,0.143291,0.133708,0.022459,0
1362,0.011208,0.145500,0.114250,0.031375,0
1363,0.011334,0.142667,0.110959,0.030416,0
1364,0.011375,0.142375,0.110792,0.030833,0
1365,0.011250,0.142875,0.110875,0.031458,0
1366,0.011125,0.142583,0.110250,0.030792,0
1367,0.012083,0.142958,0.111292,0.030708,0
1368,0.012042,0.143083,0.111292,0.031250,0
1369,0.011666,0.142083,0.111000,0.031125,0
1370,0.011041,0.141250,0.108625,0.030750,0
1371,0.011375,0.230458,0.200541,0.030334,0
1372,0.011458,0.144875,0.113125,0.030917,0
1373,0.011875,0.143834,0.112167,0.030708,0
1374,0.011042,0.142083,0.109500,0.031083,0
1375,0.011458,0.142125,0.109125,0.030917,0
1376,0.011083,0.141625,0.109959,0.027125,0
1377,0.011542,0.140459,0.108792,0.030583,0
1378,0.011000,0.143958,0.112458,0.030750,0
1379,0.011625,0.142667,0.112000,0.030583,0
1380,0.010917,0.142917,0.111333,0.031041,0
1381,0.010958,0.162042,0.133042,0.029708,0
1382,0.011166,0.142375,0.120541,0.027750,0
1383,0.013333,0.152375,0.128792,0.029375,0
1384,0.010708,0.144333,0.117292,0.031250,0
1385,0.011209,0.143292,0.117042,0.030709,0
1386,0.011291,0.141541,0.114666,0.030708,0
1387,0.011042,0.140125,0.113417,0.718208,0
1388,1.016917,0.762583,1.752708,0.022833,0
1389,0.018084,0.187459,0.154542,0.030625,0
1390,0.012250,0.138583,0.106416,0.030459,0
1391,0.017250,0.138375,0.106667,0.031375,0
1392,0.011083,0.136791,0.106125,0.031833,0
1393,0.011209,0.134709,0.103667,0.031416,0
1394,0.011292,0.133750,0.104291,0.031625,0
1395,0.010958,0.133083,0.100667,0.030875,0
1396,0.010792,0.133750,0.101125,0.032000,0
1397,0.011375,0.141083,0.122583,0.026291,0
1398,0.011333,0.165625,0.135042,0.031541,0
1399,0.011084,0.133625,0.101875,0.031208,0
1400,0.011291,0.132167,0.102250,0.031708,0
1401,0.011042,0.133292,0.102084,0.030958,0
1402,0.011500,0.130416,0.098875,0.031333,0
1403,0.011459,0.131334,0.099875,0.030833,0
1404,0.011542,0.129125,0.096583,0.031292,0
1405,0.011292,0.131083,0.099041,0.030917,0
1406,0.011208,0.131917,0.098292,0.031542,0
1407,0.011834,0.132292,0.103625,0.031584,0
1408,0.011083,0.127084,0.095334,0.027167,0
1409,0.011375,0.135375,0.105250,0.031125,0
1410,0.011417,0.129791,0.099791,0.032125,0
1411,0.011167,0.130333,0.099709,0.030750,0
1412,0.010958,0.129375,0.097958,0.030667,0
1413,0.010833,0.129875,0.097750,0.031750,0
1414,0.011459,0.129833,0.097125,0.030834,0
1415,0.011459,0.128084,0.097833,0.031291,0
1416,0.011291,0.131250,0.099417,0.031709,0
1417,0.011500,0.130417,0.099209,0.031584,0
1418,0.011375,0.133250,0.100959,0.031917,0
1419,0.011291,0.130750,0.098875,0.106208,0
1420,0.012416,0.136459,0.103083,0.031167,0
1421,0.011417,0.137792,0.106750,0.032458,0
1422,0.018833,0.156500,0.134250,0.029000,0
1423,0.011625,0.134625,0.103459,0.030958,0
1424,0.011000,0.134000,0.103916,0.031375,0
1425,0.011334,0.132500,0.102791,0.030958,0
1426,0.011292,0.132833,0.720125,0.017959,0
1427,0.013959,0.194709,0.167750,0.030792,0
1428,0.012417,0.161500,0.135250,0.030208,0
1429,0.011708,0.151375,0.120375,0.031417,0
1430,0.012291,0.149334,0.118625,0.031375,0
1431,0.011667,0.148208,0.116625,0.030417,0
1432,0.011375,0.147583,0.116709,0.031833,0
1433,0.011209,0.146584,0.115084,0.030541,0
1434,0.011750,0.145500,0.115000,0.030584,0
1435,0.011125,0.147417,0.117666,0.031125,0
1436,0.011958,0.185208,0.156833,0.031458,0
1437,0.012542,0.143708,0.114750,0.031083,0
1438,0.011750,0.143500,0.112792,0.030917,0
1439,0.011375,0.146125,0.115333,0.031167,0
1440,0.011042,0.144875,0.114750,0.031542,0
1441,0.011333,0.146875,0.115292,0.031125,0
1442,0.011459,0.142875,0.112625,0.031292,0
1443,0.011750,0.144083,0.113375,0.030542,0
1444,0.011125,0.144167,0.112709,0.030042,0
1445,0.011375,0.145458,0.115833,0.035083,0
1446,0.011667,0.149417,0.119250,0.031417,0
1447,0.011500,0.143875,0.112792,0.031083,0
1448,0.011625,0.144625,0.113917,0.030834,0
1449,0.011958,0.144084,0.113334,0.031000,0
1450,0.011625,0.143625,0.111542,0.031667,0
1451,0.011500,0.146542,0.115333,0.031208,0
1452,0.011584,0.148167,0.118042,0.031042,0
1453,0.012042,0.147417,0.117292,0.031000,0
1454,0.017250,0.145166,0.114583,0.031375,0
1455,0.011583,0.147459,0.118000,0.031334,0
1456,0.011875,0.147834,0.117209,0.030958,0
1457,0.012000,0.146250,0.115167,0.031208,0
1458,0.011875,0.144416,0.114125,0.030750,0
1459,0.011792,0.145000,0.114792,0.030791,0
1460,0.011833,0.144792,0.114792,0.031042,0
1461,0.012083,0.145500,0.115209,0.030958,0
1462,0.012708,0.142667,0.111166,0.030833,0
1463,0.011625,0.145042,0.115542,0.031000,0
1464,0.011292,0.142875,0.112500,0.030541,0
1465,0.011500,0.159708,0.130167,0.031375,0
1466,0.011584,0.234834,1.727000,0.017958,0
1467,0.018167,0.158209,0.418583,0.024292,0
1468,0.012417,0.193959,0.163250,0.031709,0
1469,0.011208,0.148500,0.115708,0.031500,0
1470,0.012417,0.147917,0.114333,0.031750,0
1471,0.011292,0.145583,0.111625,0.031291,0
1472,0.012833,0.146583,0.113542,0.031542,0
1473,0.012875,0.146125,0.113000,0.031875,0
1474,0.012416,0.182583,0.150625,0.032625,0
1475,0.012583,0.150750,0.117542,0.031584,0
1476,0.012167,0.147625,0.113709,0.031917,0
1477,0.012250,0.147000,0.113791,0.030959,0
1478,0.012541,0.145750,0.112708,0.031166,0
1479,0.011708,0.146583,0.114875,0.031833,0
1480,0.012541,0.147125,0.112500,0.030417,0
1481,0.012709,0.145083,0.111958,0.031875,0
1482,0.013000,0.146625,0.112083,0.031333,0
1483,0.018458,0.144083,0.112292,0.031459,0
1484,0.012375,0.152541,0.120083,0.031084,0
1485,0.012167,0.148250,0.116000,0.031500,0
1486,0.012458,0.146042,0.113375,0.031584,0
1487,0.011375,0.146292,0.115208,0.031166,0
1488,0.012750,0.145042,0.110875,0.032166,0
1489,0.012292,0.144833,0.112708,0.031417,0
1490,0.012250,0.144833,0.111166,0.031833,0
1491,0.011167,0.147500,0.114292,0.030916,0
1492,0.012250,0.144875,0.110542,0.031292,0
1493,0.011791,0.143208,0.111250,0.031167,0
1494,0.012584,0.182542,0.148542,0.031667,0
1495,0.011750,0.143500,0.109958,0.031958,0
1496,0.011125,0.145208,0.113417,0.031667,0
1497,0.012291,0.145666,0.114167,0.031792,0
1498,0.012375,0.145791,0.112083,0.031792,0
1499,0.012334,0.142417,0.111083,0.030875,0
1500,0.011750,0.143250,0.109750,0.031709,0
1501,0.012000,0.142333,0.107875,0.031167,0
1502,0.011875,0.143334,0.109958,0.030875,0
1503,0.012792,0.144042,0.110750,0.031833,0
1504,0.033584,0.139459,0.128583,0.032042,0
1505,0.011833,0.143833,0.110667,0.031542,0
1506,0.044042,0.145959,0.083375,0.031666,0
1507,0.012375,0.143000,0.108167,0.031375,0
1508,0.011458,0.145417,0.113708,0.030584,0
1509,0.011583,0.142000,0.108959,0.031834,0
1510,0.011708,0.144625,0.116291,0.029625,0
1511,0.012875,0.156917,0.126917,0.030500,0
1512,0.011458,0.144542,0.111708,0.030875,0
1513,0.011959,0.142625,0.108917,0.053333,0
1514,0.011958,0.237583,0.209667,0.025417,0
1515,0.012708,0.172875,0.146375,0.031417,0
1516,0.013125,0.466000,0.435292,0.035916,0
1517,0.011750,0.138333,0.107166,0.030916,0
1518,0.011834,0.130292,0.100084,0.030542,0
1519,0.011584,0.125583,0.095500,0.031750,0
1520,0.011375,0.128791,0.098917,0.030542,0
1521,0.011292,0.126167,0.160583,0.020292,0
1522,0.011500,0.129084,0.097584,0.031625,0
1523,0.019250,0.124709,0.093166,0.031000,0
1524,0.012084,0.126666,0.097125,0.031375,0
1525,0.018875,0.124958,0.102875,0.032083,0
1526,0.012334,0.141083,0.110625,0.030709,0
1527,0.011959,0.123083,0.093792,0.031125,0
1528,0.012542,0.126458,0.098042,0.030708,0
1529,0.012167,0.125792,0.095458,0.030833,0
1530,0.011375,0.129209,0.099667,0.031000,0
1531,0.014666,0.125000,0.098125,0.030833,0
1532,0.053584,0.125417,0.130416,0.031500,0
1533,0.012625,0.126750,0.097792,0.031417,0
1534,0.011542,0.128500,0.099333,0.031209,0
1535,0.011750,0.130916,0.101042,0.031167,0
1536,0.011917,0.128583,0.098875,0.030875,0
1537,0.012166,0.126875,0.098458,0.030958,0
1538,0.011750,0.127166,0.096209,0.030709,0
1539,0.012167,0.128125,0.097375,0.030833,0
1540,0.012083,0.130208,0.100917,0.030542,0
1541,0.012833,0.128542,0.100375,0.031125,0
1542,0.011541,0.136791,0.107708,0.032209,0
1543,0.011667,0.127750,0.097333,0.031250,0
1544,0.011583,0.127750,0.096917,0.030959,0
1545,0.011459,0.130875,0.100834,0.031166,0
1546,0.011500,0.128042,0.098208,0.031250,0
1547,0.011959,0.127459,0.097084,0.030833,0
1548,0.011667,0.128084,0.097583,0.030500,0
1549,0.017417,0.126916,0.095791,0.031291,0
1550,0.011292,0.126917,0.095750,0.031083,0
1551,0.011709,0.127041,0.097041,0.031542,0
1552,0.011916,0.129459,0.099792,0.031083,0
1553,0.012083,0.152209,0.121667,0.031584,0
1554,0.011833,0.130625,0.101958,0.030750,0
1555,0.011291,0.127209,0.096708,0.167583,0
1556,0.012625,0.138458,0.106958,0.031833,0
1557,0.012000,0.127792,0.097250,0.030458,0
1558,0.012084,0.125792,0.097041,0.031667,0
1559,0.011917,0.125750,0.094042,0.030958,0
1560,0.021833,0.142750,0.123083,0.030708,0
1561,0.012334,0.131334,0.099209,0.031959,0
1562,0.012459,0.126459,0.093958,0.022083,0
1563,0.011917,0.128667,0.098625,0.149625,0
1564,0.902958,0.195584,1.061791,0.031625,0
1565,0.012916,0.160750,0.125541,0.032500,0
1566,0.012125,0.150917,0.116791,0.031458,0
1567,0.012333,0.151000,0.116916,0.031250,0
1568,0.012458,0.149792,0.114667,0.031750,0
1569,0.012459,0.147542,0.115292,0.032041,0
1570,0.012250,0.147166,0.114000,0.031417,0
1571,0.012292,0.145167,0.116291,0.031209,0
1572,0.012083,0.147125,0.115042,0.032417,0
1573,0.012250,0.174375,0.142208,0.031333,0
1574,0.011958,0.149000,0.116167,0.032375,0
1575,0.011625,0.145708,0.114583,0.031125,0
1576,0.012208,0.145458,0.111334,0.031750,0
1577,0.011875,0.143833,0.110500,0.032417,0
1578,0.012500,0.144417,0.110667,0.031709,0
1579,0.011583,0.144541,0.112417,0.032042,0
1580,0.011834,0.143959,0.111750,0.031208,0
1581,0.012250,0.143834,0.111959,0.032208,0
1582,0.012041,0.144458,0.110458,0.031667,0
1583,0.011292,0.145708,0.113541,0.031792,0
1584,0.012250,0.145000,0.110458,0.031833,0
1585,0.011750,0.144917,0.112708,0.032625,0
1586,0.011750,0.144208,0.112209,0.031167,0
1587,0.011500,0.143583,0.110500,0.032166,0
1588,0.012041,0.142584,0.109958,0.031042,0
1589,0.012250,0.142209,0.108458,0.032042,0
1590,0.012041,0.144375,0.111333,0.031459,0
1591,0.011791,0.144250,0.110834,0.031750,0
1592,0.011334,0.144875,0.111334,0.031042,0
1593,0.012416,0.144000,0.109667,0.032209,0
1594,0.012000,0.145875,0.111500,0.031333,0
1595,0.011625,0.144583,0.111584,0.031750,0
1596,0.012125,0.143709,0.110333,0.031542,0
1597,0.756125,0.136792,1.158125,0.019334,0
1598,1.066666,0.210542,1.602666,0.148000,0
1599,0.020667,0.200584,0.161750,0.032292,0
1600,0.011625,0.152166,0.120334,0.030500,0
1601,0.011708,0.148834,0.117125,0.030083,0
1602,0.013083,0.145459,0.113542,0.030167,0
1603,0.013167,0.143875,0.111458,0.031250,0
1604,0.012583,0.148250,0.117708,0.031708,0
1605,0.012417,0.144208,0.112125,0.031375,0
1606,0.014666,0.144500,0.113792,0.031333,0
1607,0.012791,0.143583,0.112375,0.031667,0
1608,0.012875,0.143250,0.112417,0.031375,0
1609,0.012917,0.140333,0.109666,0.031750,0
1610,0.012083,0.142625,0.120709,0.151000,0
1611,0.328209,0.143708,0.414125,0.024750,0
1612,0.025083,0.146417,0.116709,0.031042,0
1613,0.011666,0.144625,0.111583,0.030375,0
1614,0.012708,0.144042,0.109583,0.030750,0
1615,0.012709,0.143833,0.109417,0.031709,0
1616,0.011875,0.142042,0.107916,0.032292,0
1617,0.012625,0.142625,0.109834,0.031917,0
1618,0.011333,0.139833,0.107041,0.031500,0
1619,0.011791,0.142416,0.110334,0.032125,0
1620,0.012625,0.143750,0.110542,0.031375,0
1621,0.011916,0.151333,0.118750,0.033041,0
1622,0.011250,0.140500,0.109375,0.031666,0
1623,0.011250,0.138375,0.106625,0.032042,0
1624,0.012709,0.139292,0.106250,0.031250,0
1625,0.011708,0.140041,0.108791,0.031833,0
1626,0.011334,0.140666,0.109666,0.031375,0
1627,0.012208,0.142292,0.110208,0.030916,0
1628,0.011333,0.140500,0.109417,0.031208,0
1629,0.011458,0.143709,0.109875,0.031292,0
1630,0.012625,0.141875,0.109000,0.031458,0
1631,0.010833,0.236166,0.210667,0.019416,0
1632,0.046458,0.166292,0.137417,0.031000,0
1633,0.013417,0.267458,0.410500,0.025209,0
1634,0.014083,0.186833,0.157667,0.030000,0
1635,0.022083,0.133333,0.112250,0.031000,0
1636,0.011541,0.130500,0.098000,0.031375,0
1637,0.011917,0.130834,0.099500,0.031042,0
1638,0.011500,0.162583,0.132417,0.030958,0
1639,0.011667,0.130125,0.099833,0.031833,0
1640,0.171375,0.117041,0.267291,0.021041,0
1641,0.015750,0.173167,0.150542,0.030000,0
1642,0.011917,0.134667,0.104166,0.030458,0
1643,0.012416,0.132542,0.100250,0.030375,0
1644,0.011875,0.131667,0.099375,0.030959,0
1645,0.027333,0.128708,0.097458,0.030334,0
1646,0.011625,0.130292,0.099292,0.031125,0
1647,0.011291,0.128708,0.098000,0.030000,0
1648,0.011875,0.251958,0.223750,0.032875,0
1649,0.012292,0.175792,0.145583,0.031417,0
1650,0.012625,0.145583,0.114000,0.031333,0
1651,0.012750,0.142667,0.110042,0.030459,0
1652,0.011917,0.145875,0.114041,0.031208,0
1653,0.012916,0.143000,0.110459,0.031333,0
1654,0.012000,0.143083,0.111417,0.031250,0
1655,0.011792,0.143167,0.110625,0.030875,0
1656,0.012375,0.143834,0.111208,0.031167,0
1657,0.012375,0.150375,0.118500,0.031542,0
1658,0.013042,0.141792,0.109667,0.031125,0
1659,0.011917,0.142958,0.110791,0.030875,0
1660,0.011917,0.142834,0.108500,0.031458,0
1661,0.012792,0.142125,0.110208,0.030458,0
1662,0.012417,0.141292,0.108125,0.030583,0
1663,0.012041,0.143834,0.115166,0.031334,0
1664,0.012458,0.140250,0.108250,0.031083,0
1665,0.012041,0.143084,0.112625,0.031083,0
1666,0.012833,0.144291,0.111125,0.030791,0
1667,0.012583,0.203750,0.172500,0.031459,0
1668,0.012459,0.146083,0.113166,0.030375,0
1669,0.013250,0.141916,0.109916,0.031041,0
1670,0.013000,0.142041,0.108750,0.030250,0
1671,0.012334,0.142750,0.110750,0.031417,0
1672,0.012708,0.143083,0.110541,0.030916,0
1673,0.012209,0.143166,0.109917,0.030875,0
1674,0.012333,0.143750,0.111917,0.030500,0
1675,0.012834,0.144084,0.111292,0.031625,0
1676,0.012292,0.143291,0.110667,0.031333,0
1677,0.016542,0.143291,0.117875,0.030750,0
1678,0.012416,0.144625,0.111875,0.031125,0
1679,0.012792,0.142958,0.110666,0.031167,0
1680,0.012209,0.143375,0.110625,0.030625,0
1681,0.012792,0.177750,0.160875,0.029208,0
1682,0.017500,0.147875,0.115250,0.028958,0
1683,0.012584,0.150291,0.120250,0.030416,0
1684,0.013459,0.134083,0.098125,0.031000,0
1685,0.012041,0.131791,0.098792,0.029416,0
1686,0.011167,0.132709,0.099292,0.057375,0
1687,0.012958,0.135750,0.101792,0.031708,0
1688,0.011041,0.135000,0.101291,0.031375,0
1689,0.011791,0.133458,0.099084,0.084958,0
1690,0.020959,0.134000,0.108209,0.030709,0
1691,0.012292,0.125958,0.094125,0.031167,0
1692,0.012333,0.120209,0.087500,0.031792,0
1693,0.012042,0.118542,0.086625,0.031333,0
1694,0.011708,0.117125,0.082834,0.031375,0
1695,0.012291,0.120208,0.088333,0.030959,0
1696,0.011625,0.116500,0.081500,0.031167,0
1697,0.011708,0.116625,0.082917,0.030958,0
1698,0.017959,0.114625,0.075916,0.031292,0
1699,0.011959,0.118125,0.087458,0.030958,0
1700,0.012208,0.117917,0.084958,0.050625,0
1701,0.012542,0.122916,0.090791,0.031583,0
1702,0.011875,0.119958,0.086083,0.031833,0
1703,0.011417,0.121625,0.088833,0.030833,0
1704,0.012000,0.119792,0.086125,0.031333,0
1705,0.012375,0.118166,0.086083,0.031042,0
1706,0.012208,0.119500,0.084125,0.030750,0
1707,0.011917,0.119042,0.086084,0.030834,0
1708,0.012000,0.119292,0.085417,0.030958,0
1709,0.011667,0.120000,0.087958,0.030791,0
1710,0.011500,0.118250,0.085833,0.030625,0
1711,0.011667,0.118417,0.087125,0.031084,0
1712,0.015041,0.122000,0.086208,0.031334,0
1713,0.011792,0.117292,0.086000,0.030500,0
1714,0.011666,0.115292,0.081833,0.030542,0
1715,0.012000,0.118333,0.086833,0.031083,0
1716,0.011792,0.116166,0.082584,0.031042,0
1717,0.011916,0.115042,0.082208,0.030667,0
1718,0.011334,0.115416,0.081625,0.031334,0
1719,0.011875,0.117333,0.084042,0.031125,0
1720,0.011583,0.115875,0.081833,0.031000,0
1721,0.011917,0.116167,0.082417,0.031000,0
1722,0.012083,0.118500,0.085333,0.031000,0
1723,0.011875,0.178666,0.149208,0.030209,0
1724,0.012084,0.121334,0.087250,0.031333,0
1725,0.011916,0.118417,0.084875,0.031041,0
1726,0.011833,0.118041,0.084625,0.030917,0
1727,0.012042,0.118667,0.086125,0.030708,0
1728,0.011375,0.119875,0.092750,0.152042,0
1729,0.017917,0.222125,0.177500,0.032000,0
1730,0.012959,0.156916,0.122917,0.031875,0
1731,0.013667,0.150959,0.118500,0.031792,0
1732,0.012500,1.251958,1.226167,0.029292,0
1733,0.012583,0.153125,0.120083,0.032041,0
1734,0.012500,0.172000,0.142833,0.031667,0
1735,0.011417,0.147375,0.114542,0.031500,0
1736,0.012583,0.145625,0.112792,0.031333,0
1737,0.011875,0.144167,0.112167,0.030792,0
1738,0.011833,0.144125,0.111458,0.030959,0
1739,0.011958,0.144750,0.114125,0.031334,0
1740,0.017083,0.142917,0.110125,0.031375,0
1741,0.012166,0.144792,0.113500,0.031084,0
1742,0.011417,0.145167,0.112166,0.031208,0
1743,0.011792,0.146458,0.113958,0.030833,0
1744,0.012459,0.145083,0.113250,0.031958,0
1745,0.011625,0.144583,0.113583,0.030541,0
1746,0.011750,0.141916,0.110584,0.031500,0
1747,0.012000,0.143625,0.110625,0.030750,0
1748,0.011833,0.143750,0.112750,0.031166,0
1749,0.011709,0.143750,0.111375,0.030791,1
1750,0.012042,0.144875,0.112667,0.031334,1
1751,0.011666,0.144250,0.112292,0.030583,1
1752,0.012333,0.151750,0.120750,0.029625,1
1753,0.011792,0.144875,0.113750,0.029958,1
1754,0.012000,0.142917,0.110917,0.031750,1
1755,0.011417,0.142916,0.112084,0.030709,1
1756,0.012208,0.143917,0.112709,0.031042,1
1757,0.012167,0.144083,0.110750,0.031416,1
1758,0.011625,0.143291,0.111750,0.029750,1
1759,0.012083,0.142709,0.110041,0.030833,1
1760,0.012000,0.143459,0.112250,0.031583,1
1761,0.011458,0.143875,0.112667,0.030792,1
1762,0.011709,0.145542,0.118750,0.029625,1
1763,0.011625,0.145875,0.113875,0.031583,1
1764,0.011792,0.145667,0.114125,0.031167,2
1765,0.011750,0.145833,0.114042,0.030417,2
1766,0.011750,0.145041,0.114625,0.030875,2
1767,0.011542,0.146208,0.114042,0.037417,2
1768,0.013833,0.233000,0.222458,0.623708,2
1769,0.018458,1.989708,1.956958,0.030584,2
1770,0.012000,0.133375,0.106959,0.029167,2
1771,0.012875,0.143875,0.111292,0.030166,2
1772,0.012083,0.127292,0.090167,0.031125,2
1773,0.017500,0.125292,0.097167,0.031208,2
