iteration,temps_border_ms,temps_move_ms,temps_migrate_ms,temps_evap_ms,food_quantity
2539,0.011125,0.121750,0.090833,0.031041,34
2540,0.010916,0.119667,0.088458,0.031666,34
2541,0.011334,0.121791,0.089875,0.031208,34
2542,0.011208,0.122083,0.090083,0.095958,34
2543,0.021709,0.167792,0.136000,0.026459,34
2544,0.011500,0.122958,0.090292,0.031667,34
2545,0.010958,0.119417,0.085334,0.030959,34
2546,0.010958,0.118708,1.298041,0.022041,34
2547,0.011083,0.125041,0.092208,0.031292,34
2548,0.011125,0.119833,0.086292,0.031250,34
2549,0.010875,0.121417,0.087750,0.031333,34
2550,0.011000,0.118541,0.085500,0.031000,34
2551,0.011041,0.120375,0.086667,0.031292,34
2552,0.011417,0.120709,0.087042,0.031834,34
2553,0.011416,0.120583,0.086625,0.031250,34
2554,0.011250,0.122292,0.088083,0.031250,34
2555,0.010958,0.119791,0.086833,0.030417,34
2556,0.010875,0.119958,0.086542,0.031750,34
2557,0.010917,0.120833,0.087375,0.054416,34
2558,0.011375,0.164125,0.140125,0.030125,34
2559,0.013792,0.152750,0.124333,0.031208,34
2560,0.011625,0.121458,0.090417,0.030916,34
2561,0.011583,0.121125,0.088959,0.030917,34
2562,0.011958,0.120000,0.087625,0.031083,34
2563,0.011500,0.120250,0.087459,0.030667,35
2564,0.012084,0.117666,0.085084,0.030792,35
2565,0.011750,0.122875,0.089708,0.030833,35
2566,0.012125,0.119167,0.085709,0.031042,36
2567,0.012000,0.118542,0.084417,0.031292,36
2568,0.012750,0.147167,0.116292,0.032042,36
2569,0.011916,0.124667,0.091875,0.029875,36
2570,0.013375,0.119792,0.085875,0.030500,36
2571,0.012333,0.121250,0.087292,0.030584,37
2572,0.012667,0.118666,0.086125,0.030917,37
2573,0.012042,0.118625,0.085167,0.031000,37
2574,0.012084,0.118792,0.086542,0.031000,37
2575,0.011625,0.131084,0.098250,0.030667,37
2576,0.011750,0.118083,0.085166,0.030709,37
2577,0.011417,0.119375,0.086708,0.030875,37
2578,0.012208,0.119459,0.087667,0.031208,37
2579,0.011792,0.144500,0.112750,0.030625,37
2580,0.013125,0.119083,1.876375,0.020125,37
2581,0.013083,0.122416,0.101959,0.027834,37
2582,0.012833,0.200167,0.171333,0.030709,37
2583,0.011416,0.153625,0.119875,0.031250,37
2584,0.011792,0.152833,0.119333,0.031458,37
2585,0.011334,0.152583,0.118084,0.030750,37
2586,0.012000,0.148625,0.114208,0.031041,37
2587,0.011416,0.147500,0.113000,0.031833,37
2588,0.011291,0.147791,0.113166,0.030875,37
2589,0.047333,0.145250,0.109666,0.031291,37
2590,0.011458,0.186500,2.028542,0.025875,38
2591,0.012250,0.157875,0.123958,0.031708,38
2592,0.017500,0.167625,0.138208,0.019125,38
2593,0.015000,0.202125,0.166708,0.031875,38
2594,0.011000,0.152333,0.117791,0.031709,38
2595,0.010750,0.149083,0.114500,0.031708,38
2596,0.010458,0.148083,0.113708,0.031500,38
2597,0.010708,0.148916,0.114959,0.021084,38
2598,0.011458,0.151500,0.127709,0.023125,38
2599,0.013459,0.172458,0.137875,0.032000,38
2600,0.010917,0.148292,0.112708,0.031625,38
2601,0.010541,0.146917,0.112417,0.031208,38
2602,0.011083,0.147291,0.112167,0.031334,38
2603,0.010917,0.151791,0.117792,0.031959,38
2604,0.010542,0.148667,0.113708,0.031917,38
2605,0.010459,0.148458,0.114375,0.032167,38
2606,0.011791,0.146625,0.112791,0.031208,38
2607,0.010584,0.146541,0.112042,0.031584,38
2608,0.010542,0.146750,0.113125,0.031333,38
2609,0.010375,0.145709,0.110584,0.031417,38
2610,0.010959,0.146333,0.113083,0.030792,38
2611,0.010750,0.145042,0.111167,0.031459,38
2612,0.010375,0.146000,0.110209,0.031250,38
2613,0.010292,0.143833,0.109375,0.031542,38
2614,0.011000,0.144625,0.108958,0.031500,38
2615,0.010458,0.146500,0.111917,0.028958,38
2616,0.015583,0.233625,0.206458,0.034334,38
2617,0.020083,0.147500,0.113458,0.031583,38
2618,0.011917,0.144833,0.109333,0.030791,38
2619,0.012042,0.145667,0.111208,0.031375,38
2620,0.011750,0.143916,0.108667,0.031125,39
2621,0.011708,0.143375,0.108917,0.025000,39
2622,0.011959,0.146625,0.111917,0.031042,39
2623,0.012333,0.145042,0.110416,0.031708,39
2624,0.011375,0.183458,0.149875,0.031792,40
2625,0.011667,0.144250,0.109417,0.030542,40
2626,0.012291,0.145084,0.110792,0.031542,40
2627,0.011708,0.142917,0.108459,0.031583,40
2628,0.011584,0.143833,0.109500,0.032042,40
2629,0.011958,0.143291,0.108792,0.031416,40
2630,0.012167,0.144792,0.110042,0.031709,40
2631,0.011708,0.145583,0.111833,0.031125,40
2632,0.011709,0.145084,0.110250,0.031250,40
2633,0.011416,0.145458,0.113125,0.030625,40
2634,0.012292,0.220916,0.189291,0.031917,40
2635,0.012208,0.137708,0.120208,0.033583,40
2636,0.015709,0.183584,0.320000,0.026208,40
2637,0.012917,0.164250,0.133208,0.031792,40
2638,0.011500,0.142167,0.108042,0.030750,40
2639,0.011625,0.142792,0.110708,0.031292,40
2640,0.011542,0.142750,0.108125,0.031625,41
2641,0.011584,0.142333,0.108667,0.031375,41
2642,0.011334,0.141958,0.128166,0.022958,42
2643,0.011875,0.148375,0.116875,0.030875,43
2644,0.011458,0.143792,0.110792,0.031375,43
2645,0.011500,0.142833,0.110291,0.031292,43
2646,0.012333,0.143167,0.115750,0.027166,43
2647,0.012666,0.160792,0.134792,0.030458,43
2648,0.011375,0.144875,0.117125,0.031125,43
2649,0.011792,0.142041,0.114209,0.030791,43
2650,0.011375,0.142584,0.115292,0.031000,43
2651,0.011833,0.142083,0.114541,0.030250,43
2652,0.011125,0.143709,0.118250,0.029750,43
2653,0.011500,0.143125,0.117084,0.029750,43
2654,0.011292,0.139500,0.113292,0.030458,43
2655,0.011292,0.140959,0.114792,0.030833,43
2656,0.012083,0.140042,0.113000,0.030750,43
2657,0.011333,0.139667,0.113083,0.030750,43
2658,0.011375,0.140666,0.115417,0.030500,44
2659,0.011709,0.140916,0.115458,0.029958,44
2660,0.011500,0.140500,0.113791,0.030542,44
2661,0.011667,0.142292,0.116917,0.030875,44
2662,0.011250,0.149667,0.125208,0.030584,44
2663,0.011958,0.143417,0.116583,0.030833,44
2664,0.011375,0.140708,0.115209,0.031000,44
2665,0.011458,1.634375,1.609458,0.031208,44
2666,0.011875,0.136959,0.110667,0.031209,44
2667,0.015458,0.141666,0.120791,0.031042,44
2668,0.011459,0.138292,0.111917,0.030458,44
2669,0.011583,0.140417,0.114041,0.030708,44
2670,0.011375,0.139584,0.112250,0.030500,44
2671,0.011708,0.140083,0.113458,0.031416,44
2672,0.011917,0.136000,0.109125,0.030875,44
2673,0.012042,0.135541,0.108625,0.031500,44
2674,0.012083,0.135333,0.108166,0.030709,44
2675,0.012334,0.142375,0.116125,0.032125,44
2676,0.012375,0.135208,0.108500,0.031167,44
2677,0.012917,0.137042,0.110166,0.030375,44
2678,0.027792,0.136292,0.129958,0.030875,44
2679,0.013791,0.141167,0.107125,0.038333,44
2680,0.016750,0.142666,0.117958,0.028417,44
2681,0.011417,0.142583,0.110917,0.031000,44
2682,0.013500,0.138750,0.106375,0.032041,44
2683,0.011458,0.139542,0.107417,0.029709,44
2684,0.011375,0.141416,0.110959,0.031291,44
2685,0.011375,0.215042,0.183500,0.031583,44
2686,0.011500,0.136750,0.104500,0.032334,44
2687,0.011334,0.140291,0.110167,0.031333,44
2688,0.011125,0.138916,0.107791,0.032125,45
2689,0.011666,0.140083,0.118000,0.028625,45
2690,0.013209,0.149625,0.122709,0.030667,45
2691,0.011166,0.139333,0.108083,0.031458,45
2692,0.011500,0.138292,0.105500,0.031166,45
2693,0.011834,0.139834,0.107333,0.031375,45
2694,0.018250,0.138291,0.104583,0.031750,45
2695,0.011750,0.142500,0.111708,0.031250,45
2696,0.011375,0.139791,0.108209,0.030209,45
2697,0.011333,0.141125,0.110167,0.031666,45
2698,0.011250,0.139917,0.107708,0.031459,46
2699,0.011500,0.140209,0.108250,0.031083,46
2700,0.011375,0.140208,0.107083,0.031125,46
2701,0.011375,0.139875,0.108209,0.032167,46
2702,0.011500,0.140625,0.108375,0.031625,46
2703,0.011625,0.140042,0.106958,0.031417,46
2704,0.011750,0.138875,0.105750,0.031250,46
2705,0.012042,0.142500,0.108458,0.031500,46
2706,0.011208,0.140417,0.107083,1.637500,46
2707,0.011833,0.141042,0.115042,0.029750,46
2708,0.017792,0.133125,0.107500,0.031792,46
2709,0.011041,0.120792,0.091500,0.031042,47
2710,0.011250,0.116208,0.086125,0.031250,48
2711,0.011042,0.116958,0.088208,0.031375,48
2712,0.011000,0.116208,0.086416,0.031250,48
2713,0.011292,0.117834,0.089334,0.031750,48
2714,0.011500,0.116583,0.087084,0.031542,49
2715,0.011083,0.116125,0.086667,0.031000,49
2716,0.011167,0.116250,0.085709,0.032125,49
2717,0.011792,0.115875,0.085417,0.031208,49
2718,0.012042,0.120917,0.092292,0.031667,49
2719,0.011125,0.118042,0.088000,0.031208,49
2720,0.011208,0.117750,0.090167,0.031083,49
2721,0.011125,0.450666,0.438292,0.020875,49
2722,0.017167,0.153667,0.123583,0.031625,49
2723,0.011833,0.123208,0.090042,0.030917,49
2724,0.012125,0.119958,0.087167,0.032000,49
2725,0.011542,0.118417,0.084500,0.031417,49
2726,0.011459,0.118334,0.085084,0.036833,49
2727,0.011834,0.122292,0.091875,0.031292,49
2728,0.011667,0.115375,0.081042,0.031583,49
2729,0.011666,0.116333,0.082792,0.031167,49
2730,0.020000,0.116625,0.089709,0.031375,49
2731,0.011750,0.116916,0.083042,0.031250,49
2732,0.012250,1.193833,1.163459,0.030958,49
2733,0.012500,0.123042,0.090208,0.031167,49
2734,0.011542,0.152250,0.120166,0.031750,49
2735,0.011750,0.118917,0.087042,0.031250,49
2736,0.012209,0.117375,0.085000,0.031459,49
2737,0.011583,0.117333,0.085416,0.031083,49
2738,0.012042,0.115458,0.081750,0.031542,49
2739,0.011584,0.115583,0.083625,0.031375,49
2740,0.011958,0.117625,0.085792,0.031000,49
2741,0.011541,0.116000,0.084292,0.031000,49
2742,0.011458,0.115834,0.083208,0.031541,49
2743,0.042958,0.113584,0.083917,0.032084,49
2744,0.011416,0.118875,0.085667,0.030750,49
2745,0.011625,0.140042,0.107666,0.031875,49
2746,0.011916,0.117209,0.084625,0.031041,49
2747,0.011916,0.115708,0.081875,0.030958,49
2748,0.012083,0.115416,0.081792,0.031500,49
2749,0.012000,0.117042,0.083583,0.030792,49
2750,0.012750,0.115083,0.083208,0.031000,49
2751,0.011792,0.117041,0.084084,0.031000,49
2752,0.012375,0.115250,0.082708,0.031250,49
2753,0.011333,0.115041,0.081459,0.031208,49
2754,0.011709,0.231792,0.201750,0.031667,49
2755,0.012958,0.122833,0.095292,0.026875,49
2756,0.012542,0.153334,0.122958,0.030417,49
2757,0.011584,0.121292,0.089292,0.031459,49
2758,0.011584,0.118625,0.085750,0.030959,49
2759,0.011875,0.114833,0.081583,0.031375,49
2760,0.011542,0.117708,0.085000,0.031125,49
2761,0.011500,0.117000,0.084417,0.030959,49
2762,0.011583,0.145208,0.113959,0.030959,49
2763,0.011625,0.118625,0.086209,0.031209,49
2764,0.011333,0.153459,0.121209,0.030416,49
2765,0.012166,0.115458,0.082042,0.030750,49
2766,0.011834,0.117917,0.084625,0.031417,50
2767,0.011958,0.116709,0.083667,0.031458,50
2768,0.011625,0.475125,0.739542,0.022209,50
2769,0.014166,0.219125,0.187458,0.031041,50
2770,0.011875,0.154042,0.121959,0.031000,50
2771,0.012125,0.154083,0.122250,0.031417,50
2772,0.011708,0.149250,0.117334,0.031875,50
2773,0.012459,0.143667,0.112125,0.031125,51
2774,0.011875,0.143541,0.112500,0.031833,51
2775,0.013916,0.142583,0.112125,0.031375,51
2776,0.011958,0.141458,0.108417,0.032209,51
2777,0.012459,0.142084,0.109583,0.031792,51
2778,0.011875,0.144583,0.113667,0.031500,52
2779,0.011792,0.142166,0.111292,0.031333,52
2780,0.011542,0.143833,0.111834,0.031625,52
2781,0.012542,0.154541,0.132041,0.031250,52
2782,0.012208,0.145125,0.112625,0.031375,52
2783,0.011750,0.142833,0.111208,0.241416,52
2784,0.014000,0.160750,0.128208,0.031917,52
2785,0.012708,0.142417,0.110750,0.031417,52
2786,0.011958,0.142416,0.111709,0.032125,52
2787,0.011917,0.142250,0.111459,0.031625,52
2788,0.011584,0.142459,0.111041,0.031917,53
2789,0.012042,0.145333,0.115542,0.031250,53
2790,0.011916,0.148292,0.116042,0.031875,53
2791,0.011791,0.143833,0.112417,0.031584,53
2792,0.012083,0.142542,0.110042,0.031584,53
2793,0.012500,0.142959,0.111750,0.031375,53
2794,0.011875,0.142083,0.110833,0.030917,53
2795,0.011875,0.142000,0.110917,0.031125,53
2796,0.011667,0.141208,0.108833,0.031333,54
2797,0.012333,0.142917,0.110042,0.031750,54
2798,0.011792,0.142250,0.108667,0.031541,54
2799,0.011583,0.151875,0.124875,0.031209,54
2800,0.011875,0.146833,0.115041,0.031167,54
2801,0.012542,0.142708,0.129334,0.021916,54
2802,0.018042,0.155833,0.129042,0.032167,55
2803,0.011667,0.145042,0.114750,0.031792,55
2804,0.011125,0.142875,0.113083,0.032834,55
2805,0.012708,0.143584,0.113500,0.031500,55
2806,0.011500,0.143125,0.111000,0.032417,55
2807,0.011208,0.144542,0.114708,0.031500,55
2808,0.011459,0.144125,0.111916,0.031833,55
2809,0.011334,0.145000,0.113417,0.032083,55
2810,0.011375,0.145750,0.114458,0.032084,55
2811,0.012000,0.143709,0.111833,0.031667,55
2812,0.011042,0.142958,0.110583,0.031708,55
2813,0.012333,0.447208,0.424250,0.028292,55
2814,0.013417,0.172584,0.139500,0.029791,55
2815,0.568291,0.113458,0.634250,0.032500,56
2816,0.011958,0.129583,0.096750,0.030291,56
2817,0.012250,0.120625,0.086875,0.031125,56
2818,0.012500,0.122375,0.088667,0.031333,56
2819,0.012292,0.118125,0.087667,0.031333,56
2820,0.012000,0.119709,0.085792,0.030750,56
2821,0.011667,0.120125,0.086584,0.030792,56
2822,0.012083,0.117625,0.083833,0.031083,56
2823,0.012042,0.118500,0.087000,0.030833,56
2824,0.012459,0.120083,0.086375,0.031084,56
2825,0.011125,0.119167,0.087292,0.031083,56
2826,0.011708,0.120125,0.087042,0.031042,56
2827,0.012458,0.119792,0.088167,0.031208,56
2828,0.012375,0.118333,0.084625,0.031458,56
2829,0.013958,0.118875,0.085667,0.031291,56
2830,0.012458,0.118125,0.085375,1.212750,56
2831,0.011958,0.123208,0.092125,0.031166,57
2832,0.012000,0.119459,0.085416,0.031375,57
2833,0.012459,0.118625,0.087708,0.030333,57
2834,0.012417,0.116667,0.082834,0.030916,57
2835,0.011875,0.119000,0.086083,0.031000,57
2836,0.012458,0.117875,0.083875,0.031209,57
2837,0.011666,0.118500,0.085666,0.031083,57
2838,0.012375,0.119625,0.086958,0.030875,57
2839,0.011792,0.118250,0.085709,0.030708,57
2840,0.012166,0.119291,0.086417,0.031209,57
2841,0.011583,0.117125,0.083916,0.030917,57
2842,0.011167,0.180917,0.148125,0.030833,58
2843,0.012667,0.122375,0.090208,0.030000,58
2844,0.012375,0.529334,0.502042,0.030750,58
2845,0.013958,0.147375,0.120750,0.030542,58
2846,0.011750,0.118583,0.087459,0.031333,58
2847,0.011583,0.117083,0.086541,0.030291,60
2848,0.011375,0.116166,0.085416,0.030292,60
2849,0.011417,0.116833,0.086083,0.030458,60
2850,0.011583,0.152666,0.122292,0.031250,60
2851,0.011791,0.116084,0.086125,0.030375,60
2852,0.011667,0.118459,0.087542,0.029958,60
2853,0.011625,0.118458,0.086917,0.031250,60
2854,0.012125,0.118125,0.086833,0.030500,60
2855,0.012042,0.424500,0.393584,0.023208,60
2856,0.014958,0.173167,0.142625,0.031750,60
2857,0.012167,0.146917,0.114917,0.031875,60
2858,0.012500,0.147625,0.115542,0.031208,60
2859,0.012250,0.155958,2.041041,0.026125,60
2860,0.012208,0.152042,0.119791,0.031667,60
2861,0.012458,0.143500,0.110417,0.030583,61
2862,0.012916,0.143916,0.111292,0.031458,61
2863,0.012375,0.145750,0.113250,0.031375,61
2864,0.012333,0.143125,0.110833,0.031167,61
2865,0.012500,0.142667,0.110250,0.030417,61
2866,0.011916,0.143334,0.111167,0.030708,61
2867,0.012667,0.143917,0.112917,0.031083,61
2868,0.012459,0.143584,0.110333,0.031042,62
2869,0.012459,0.145250,0.131833,0.021333,62
2870,0.011959,0.663459,0.645667,0.025833,62
2871,0.012708,0.146417,0.114875,0.031375,62
2872,0.011709,0.143958,0.111708,0.030541,62
2873,0.012041,0.143166,0.110875,0.030834,63
2874,0.011833,0.141917,0.110083,0.030792,63
2875,0.012333,0.141125,0.109708,0.030959,63
2876,0.012167,0.141833,0.109625,0.030875,63
2877,0.011792,0.144875,0.114459,0.030500,63
2878,0.012709,0.141333,0.110042,0.030500,63
2879,0.011875,0.141542,0.110458,0.030916,63
2880,0.011875,0.564209,0.545625,0.031250,63
2881,0.015834,0.146458,0.114792,0.031666,63
2882,0.012042,0.141458,0.107833,0.031500,63
2883,0.012250,0.141500,0.108750,0.031750,63
2884,0.012291,0.141167,0.108875,0.031708,63
2885,0.012500,0.174042,0.144583,0.030500,63
2886,0.012250,0.142833,0.112083,0.031291,63
2887,0.012333,0.139041,0.106791,0.031625,63
2888,0.011875,0.141375,0.109417,0.031500,63
2889,0.012209,0.140500,0.109084,0.030833,63
2890,0.011917,0.141875,0.108875,0.031875,63
2891,0.011583,0.160708,0.140791,0.045625,64
2892,0.012458,0.140333,0.109583,0.029541,65
2893,0.011875,0.117958,0.087250,0.031209,65
2894,0.011917,0.115916,0.082625,0.030792,66
2895,0.012250,0.121000,0.090083,0.031541,66
2896,0.013042,0.116292,0.084208,0.031042,66
2897,0.012500,0.117625,0.085917,0.030917,67
2898,0.012083,0.116042,0.084167,0.031292,67
2899,0.011792,0.116542,0.084875,0.030584,67
2900,0.011709,0.117625,0.085959,0.031333,67
2901,0.012375,0.116458,0.085666,0.030792,67
2902,0.012875,0.115500,0.084625,0.031125,67
2903,0.011917,0.115125,0.086083,0.030416,68
2904,0.012000,0.116708,0.084708,0.031167,68
2905,0.011750,0.117625,0.086416,0.030875,68
2906,0.011584,0.124333,1.957625,0.016916,68
2907,0.012125,0.125625,0.094875,0.030875,68
2908,0.012250,0.118666,0.089125,0.016625,69
2909,0.013000,0.120334,0.090417,0.031250,69
2910,0.012000,0.117750,0.086459,0.030959,69
2911,0.011916,0.118375,0.086500,0.031542,69
2912,0.012041,0.118291,0.087000,0.030875,69
2913,0.012250,0.117583,0.085625,0.030958,69
2914,0.011833,0.119208,0.087584,0.030792,69
2915,0.011584,0.119209,0.087791,0.031084,69
2916,0.011541,0.119334,0.087750,0.030625,69
2917,0.012250,0.118625,0.087000,0.047958,69
2918,0.011916,0.120417,0.088750,0.031042,69
2919,0.012000,0.117875,0.085417,0.031084,69
2920,0.012833,0.117292,0.085958,0.030625,69
2921,0.012000,0.117459,0.086334,0.030916,70
2922,0.012500,0.115583,0.083917,0.031125,71
2923,0.012084,0.119083,0.087042,0.031167,71
2924,0.124166,0.133542,0.215125,0.033625,71
2925,0.012292,0.121708,0.090875,0.031625,71
2926,0.012875,0.119416,0.090625,0.031042,72
2927,0.011875,0.118250,0.088458,0.031041,72
2928,0.011792,0.133041,0.105375,0.030666,72
2929,0.011916,0.117709,0.087542,0.030666,72
2930,0.011584,0.117875,0.087584,0.031042,72
2931,0.012459,0.117125,0.086750,0.031041,72
2932,0.011792,0.117334,0.088500,0.031625,72
2933,0.012791,0.117583,0.089375,0.031375,72
2934,0.012000,0.117333,0.087875,0.031250,72
2935,0.011542,0.118417,0.087792,0.031833,72
2936,0.011541,0.113208,0.084625,0.033041,72
2937,0.013000,0.183417,0.153542,0.030917,73
2938,0.012542,0.148708,0.117708,0.030417,73
2939,0.019584,0.145750,0.125333,0.031583,73
2940,0.011958,0.146250,0.113792,0.030583,73
2941,0.012291,0.145250,0.115000,0.031333,74
2942,0.012000,0.144208,0.110709,0.030958,74
2943,0.014042,0.145625,0.113375,0.030959,74
2944,0.012208,0.144167,0.113083,0.031625,75
2945,0.012792,0.144042,0.111792,0.030583,75
2946,0.012000,0.144500,0.112666,0.030709,75
2947,0.012250,0.143833,0.112334,0.031458,75
2948,0.012292,0.143875,0.112875,0.030875,75
2949,0.092542,0.140833,0.189583,0.031834,75
2950,0.012458,0.139542,0.107583,0.031042,75
2951,0.012750,0.144875,0.112916,0.030500,75
2952,0.012250,0.142375,0.110791,0.030292,75
2953,0.012542,0.141542,0.109042,0.031125,75
2954,0.012417,0.141625,0.109416,0.030625,75
2955,0.012708,0.140417,0.107583,0.030416,75
2956,0.011542,0.143625,0.110167,0.031250,75
2957,0.012292,0.143208,0.110250,0.030416,75
2958,0.012084,0.145542,0.143541,0.028125,75
2959,0.011917,0.146083,0.113625,0.031166,75
2960,0.012041,0.143250,0.111875,0.030875,75
2961,0.012375,0.141958,0.109667,0.030166,75
2962,0.012042,0.141875,0.110292,0.030791,76
2963,0.012375,0.142541,0.110792,0.030875,76
2964,0.012334,0.141542,0.111042,0.030833,76
2965,0.012250,0.141875,0.110333,0.030959,76
2966,0.012417,0.141667,0.109916,0.030042,76
2967,0.012166,0.142209,0.109792,0.030917,76
2968,0.012625,0.141708,0.110416,0.060542,76
2969,0.012625,0.144000,0.114084,0.030416,76
2970,0.012041,0.140583,0.109000,0.031250,76
2971,0.011459,0.140792,0.108834,0.031292,77
2972,0.011583,0.142541,0.111625,0.030708,77
2973,0.012042,0.141417,0.109500,0.027167,78
2974,0.011958,0.143458,0.113083,0.030916,78
2975,0.011958,0.140542,0.115791,0.028458,79
2976,0.017541,0.142750,0.110958,0.032375,79
2977,0.012791,0.142125,0.108292,0.031000,79
2978,0.012250,0.141042,0.107458,0.050167,79
2979,0.012500,0.145292,0.113083,0.031041,79
2980,0.011875,0.141208,0.107708,0.031625,79
2981,0.011833,0.141709,0.108875,0.031416,80
2982,0.012250,0.141708,0.107584,0.031208,80
2983,0.011542,0.140875,0.107166,0.031541,80
2984,0.012500,0.139708,0.106000,0.030292,80
2985,0.012125,0.140791,0.108416,0.032000,80
2986,0.012209,0.141333,0.119542,0.028250,80
2987,0.013125,0.187541,0.156625,0.034667,80
2988,0.012667,0.157375,0.129667,0.032000,80
2989,0.012875,0.130042,0.098916,0.031625,80
2990,0.011791,0.124792,0.095208,0.031375,80
2991,0.012042,0.125042,0.095291,0.031125,80
2992,0.012958,0.122125,0.092083,0.029500,80
2993,0.012917,0.124541,0.095375,0.030333,80
2994,0.012708,0.123042,0.092667,0.031333,80
2995,0.012541,0.123583,0.092500,0.031500,80
2996,0.012791,0.122125,0.091916,0.030916,80
2997,0.011792,0.123375,0.093250,0.031250,80
2998,0.012416,0.123250,0.093167,0.031334,80
2999,0.012125,0.130166,0.100750,0.031583,80
3000,0.012291,0.121209,0.095250,0.031375,80
3001,0.011958,0.120458,0.089792,0.030917,80
3002,0.011708,0.121458,0.091958,0.030875,80
3003,0.011792,0.121084,0.090042,0.031125,80
3004,0.011792,0.121792,0.092042,0.030875,80
3005,0.011833,0.121791,0.090584,0.031417,81
3006,0.012084,0.120708,0.090375,0.030833,81
3007,0.012500,0.119917,0.088541,0.030667,81
3008,0.012042,0.119708,0.088375,0.030542,81
3009,0.011875,0.118291,0.086250,0.030834,81
3010,0.011750,0.153625,0.142958,0.017792,81
3011,0.012459,0.131958,0.100792,0.030625,82
3012,0.011750,0.120542,0.089292,0.030708,82
3013,0.011625,0.122500,0.091167,0.030875,82
3014,0.012167,0.121500,0.089583,0.030334,82
3015,0.012334,0.119167,0.086875,0.030750,82
3016,0.011208,0.119209,0.088000,0.030917,82
3017,0.010833,0.117833,0.087500,0.031375,82
3018,0.010959,0.118833,0.087958,0.030584,82
3019,0.011334,0.120083,0.089375,0.031041,83
3020,0.011125,0.166916,0.136833,0.030667,83
3021,0.011125,0.127333,0.098459,0.031000,83
3022,0.011375,0.121208,0.090167,0.030541,83
3023,0.011666,0.119666,0.088708,0.030375,83
3024,0.011375,0.120125,0.089500,0.030458,83
3025,0.011291,0.119625,0.088208,0.031125,84
3026,0.011917,0.119125,0.086541,0.030666,84
3027,0.011250,0.119584,0.088333,0.030459,84
3028,0.011042,0.122791,0.090958,0.033125,84
3029,0.015125,0.150750,0.125208,0.030041,84
3030,0.012083,0.122792,0.091875,0.030875,84
3031,0.011625,0.123416,0.092750,0.031125,84
3032,0.046500,0.117834,0.096208,0.030625,84
3033,0.011542,0.124667,0.094041,0.030875,84
3034,0.011208,0.121083,0.089875,0.030583,84
3035,0.012208,0.121750,0.089834,0.031167,84
3036,0.011875,0.123333,0.092166,0.030666,84
3037,0.011458,0.121333,0.090208,0.031458,84
3038,0.011667,0.121500,0.090666,0.031166,84
3039,0.011542,0.121167,0.089334,0.030834,84
3040,0.011833,0.121292,0.098666,0.026625,84
3041,0.012666,0.132875,0.106208,0.029042,84
3042,0.012083,0.194667,0.164208,0.036041,84
3043,0.012709,0.151959,0.120208,0.032125,84
3044,0.011917,0.144208,0.111416,0.030917,85
3045,0.012125,0.157917,0.128541,0.030416,86
3046,0.019958,0.143833,0.109791,0.032125,86
3047,0.012000,0.142541,0.108042,0.030459,87
3048,0.013750,0.143916,0.108834,0.030959,88
3049,0.012334,0.141292,0.107542,0.030375,88
3050,0.011541,0.140708,0.107584,0.031542,88
3051,0.013208,0.142625,0.109875,0.030500,88
3052,0.012875,0.147375,0.115875,0.031834,88
3053,0.011625,0.141375,0.109209,0.030791,89
3054,0.012958,0.141458,0.109542,0.031584,89
3055,0.011875,0.140208,0.106375,0.031333,89
3056,0.011708,0.140584,0.108083,0.030833,89
3057,0.012417,0.140292,0.107166,0.030208,89
3058,0.012708,0.140500,0.108625,0.030791,89
3059,0.012333,0.140417,0.107208,0.030792,89
3060,0.011500,0.141000,0.108333,0.031083,89
3061,0.011958,0.139417,0.106500,0.030958,89
3062,0.011834,0.141334,0.117583,0.028333,89
3063,0.011834,0.143542,0.110584,0.035375,90
3064,0.011500,0.142750,0.109917,0.031334,90
3065,0.012417,0.138625,0.114459,0.036208,91
3066,0.011959,0.143125,0.110625,0.031000,91
3067,0.011750,0.139291,0.106083,0.041167,91
3068,0.012041,0.143125,0.111042,0.031375,91
3069,0.011709,0.138500,0.106083,0.030916,91
3070,0.011750,0.140542,0.106250,0.030500,91
3071,0.011875,0.138708,0.105875,0.030833,91
3072,0.011792,0.214291,0.182583,0.031250,91
3073,0.012000,0.140583,0.107125,0.031333,91
3074,0.011959,0.137958,0.104625,0.030166,91
3075,0.012084,0.144625,0.112875,0.031292,91
3076,0.012083,0.138917,0.104750,0.031083,91
3077,0.011583,0.137875,0.104209,0.030416,91
3078,0.012042,0.138292,0.103417,0.030500,91
3079,0.016375,0.138584,0.103125,0.031000,91
3080,0.017542,0.181458,0.154667,0.030667,91
3081,0.012167,0.146375,0.112875,0.031292,91
3082,0.011666,0.139708,0.106959,0.031625,91
3083,0.011209,0.138875,0.106416,0.031583,92
3084,0.011583,0.139333,0.107500,0.031583,93
3085,0.012209,0.137917,0.104875,0.031083,94
3086,0.011750,0.138834,0.105584,0.031708,94
3087,0.011250,0.138625,0.104625,0.031667,94
3088,0.012917,0.138208,0.104417,0.031125,94
3089,0.011917,0.139292,0.149875,0.014750,94
3090,0.012708,0.172666,0.143542,0.031375,94
3091,0.011208,0.142000,0.109375,0.031208,94
3092,0.011209,0.138791,0.105708,0.031750,94
3093,0.010750,0.138750,0.105500,0.030917,94
3094,0.011083,0.137458,0.105125,0.031542,94
3095,0.011500,0.137292,0.104375,0.031500,94
3096,0.010875,0.136917,0.102042,0.030750,94
