iteration,temps_fourmis_ms,temps_sync_ms,temps_evap_ms,temps_update_ms,food_quantity
372,1.203000,4.561000,2.685000,0.009000,0
373,0.650000,4.416000,2.833000,0.009000,0
374,0.675000,4.497000,3.018000,0.007000,0
375,0.620000,4.600000,2.764000,0.008000,0
376,0.659000,4.222000,2.715000,0.008000,0
377,0.626000,4.487000,2.728000,0.008000,0
378,0.656000,4.625000,2.872000,0.006000,0
379,0.634000,4.592000,2.758000,0.009000,0
380,0.679000,4.338000,2.849000,0.009000,0
381,0.642000,4.641000,2.641000,0.009000,0
382,0.666000,4.370000,2.569000,0.006000,0
383,0.649000,5.613000,2.691000,0.008000,0
384,0.654000,4.215000,2.703000,0.006000,0
385,0.635000,4.484000,2.613000,0.008000,0
386,0.607000,4.423000,2.649000,0.010000,0
387,0.625000,4.429000,2.582000,0.008000,0
388,0.643000,4.364000,2.799000,0.007000,0
389,0.671000,4.624000,2.485000,0.009000,0
390,0.583000,4.443000,2.563000,0.008000,0
391,0.868000,4.329000,2.614000,0.009000,0
392,0.625000,4.330000,2.699000,0.007000,0
393,0.671000,4.471000,3.009000,0.007000,0
394,0.590000,4.475000,2.604000,0.009000,0
395,0.645000,4.172000,2.693000,0.008000,0
396,0.627000,4.440000,2.692000,0.009000,0
397,0.602000,4.378000,2.643000,0.009000,0
398,0.638000,4.480000,2.678000,0.008000,0
399,0.632000,4.344000,2.709000,0.008000,0
400,0.667000,4.446000,2.558000,0.008000,0
401,0.575000,4.416000,2.531000,0.008000,0
402,2.124000,4.661000,2.614000,0.008000,0
403,0.665000,4.402000,2.722000,0.008000,0
404,0.612000,4.379000,2.511000,0.007000,0
405,0.573000,4.444000,2.592000,0.008000,0
406,0.657000,4.245000,2.657000,0.009000,0
407,0.626000,4.432000,4.073000,0.008000,0
408,0.671000,4.476000,3.324000,0.008000,0
409,0.720000,4.368000,2.606000,0.009000,0
410,0.625000,4.228000,2.717000,0.008000,0
411,0.626000,4.368000,2.668000,0.007000,0
412,0.590000,4.391000,3.493000,0.007000,0
413,0.604000,4.392000,2.579000,0.008000,0
414,0.638000,4.256000,2.730000,0.008000,0
415,0.593000,4.381000,2.516000,0.008000,0
416,0.585000,4.513000,3.583000,0.007000,0
417,0.594000,4.527000,2.647000,0.008000,0
418,0.640000,4.323000,2.777000,0.008000,0
419,0.597000,4.429000,2.724000,0.008000,0
420,0.607000,4.449000,2.563000,0.010000,0
421,0.628000,4.361000,2.619000,0.009000,0
422,0.615000,4.384000,2.810000,0.007000,0
423,0.434000,4.291000,3.413000,0.009000,0
424,0.648000,4.373000,2.590000,0.007000,0
425,0.657000,4.308000,2.705000,0.008000,0
426,0.634000,4.316000,2.751000,0.008000,0
427,0.603000,4.434000,2.560000,0.006000,0
428,0.597000,4.576000,2.690000,0.008000,0
429,0.650000,5.426000,2.731000,0.009000,0
430,0.651000,4.383000,2.777000,0.009000,0
431,0.609000,4.512000,2.548000,0.008000,0
432,0.594000,4.362000,2.640000,0.008000,0
433,0.642000,4.303000,2.629000,0.008000,0
434,0.649000,4.434000,2.741000,0.008000,0
435,0.652000,4.471000,2.522000,0.007000,0
436,0.596000,4.685000,2.741000,0.008000,0
437,0.628000,4.251000,2.726000,0.007000,0
438,0.639000,4.499000,2.699000,0.008000,0
439,0.642000,4.547000,3.051000,0.007000,0
440,1.528000,4.286000,2.612000,0.009000,0
441,0.648000,4.348000,2.763000,0.008000,0
442,0.613000,4.487000,2.557000,0.006000,0
443,0.656000,4.565000,2.691000,0.008000,0
444,0.696000,4.292000,2.644000,0.009000,0
445,0.672000,4.375000,3.408000,0.008000,0
446,0.621000,4.490000,2.528000,0.006000,0
447,0.612000,4.470000,2.717000,0.008000,0
448,0.635000,4.830000,2.921000,0.014000,0
449,0.644000,5.356000,2.656000,0.009000,0
450,0.630000,4.633000,2.879000,0.009000,0
451,0.612000,4.719000,2.605000,0.008000,0
452,0.713000,4.605000,2.698000,0.009000,0
453,0.657000,4.444000,4.282000,0.005000,0
454,0.642000,5.113000,4.409000,0.007000,0
455,0.577000,4.571000,2.810000,0.009000,0
456,0.608000,4.427000,2.590000,0.009000,0
457,0.610000,4.453000,2.853000,0.007000,0
458,0.678000,5.151000,2.539000,0.012000,0
459,0.613000,4.451000,2.539000,0.007000,0
460,0.614000,4.555000,2.704000,0.009000,0
461,0.675000,4.289000,2.716000,0.008000,0
462,0.604000,4.410000,2.631000,0.006000,0
463,0.574000,4.566000,2.557000,0.005000,0
464,0.608000,4.439000,2.602000,0.008000,0
465,0.630000,4.409000,2.654000,0.008000,0
466,0.636000,4.477000,2.506000,0.009000,0
467,0.591000,4.454000,2.567000,0.008000,0
468,0.659000,4.514000,2.596000,0.009000,0
469,0.648000,4.453000,2.675000,0.008000,0
470,0.595000,4.361000,2.556000,0.016000,0
471,0.593000,4.348000,2.573000,0.007000,0
472,0.606000,4.326000,2.648000,0.008000,0
473,0.606000,5.959000,2.600000,0.008000,0
474,0.645000,4.405000,2.713000,0.009000,0
475,0.631000,4.568000,3.268000,0.007000,0
476,0.649000,4.293000,2.612000,0.008000,0
477,0.627000,4.435000,2.690000,0.008000,0
478,0.601000,4.366000,2.559000,0.008000,0
479,0.576000,4.440000,2.569000,0.009000,0
480,0.640000,4.223000,2.711000,0.009000,0
481,0.629000,4.366000,2.597000,0.008000,0
482,0.675000,4.482000,2.710000,0.008000,0
483,0.647000,4.771000,2.460000,0.021000,0
484,0.592000,4.478000,2.632000,0.009000,0
485,0.649000,4.318000,2.707000,0.008000,0
486,0.616000,4.434000,2.604000,0.008000,0
487,0.601000,4.442000,2.633000,0.009000,0
488,0.636000,4.263000,2.580000,0.008000,0
489,0.672000,4.475000,2.782000,0.012000,0
490,0.634000,4.525000,2.562000,0.007000,0
491,0.620000,4.609000,2.573000,0.008000,0
492,0.637000,4.350000,2.721000,0.008000,0
493,0.607000,4.483000,2.633000,0.008000,0
494,0.607000,4.654000,2.675000,0.008000,0
495,0.688000,4.432000,2.702000,0.009000,0
496,0.675000,4.497000,2.683000,0.008000,0
497,0.658000,4.715000,2.676000,0.008000,0
498,0.627000,4.259000,2.705000,0.008000,0
499,0.653000,4.498000,2.740000,0.009000,0
500,0.664000,4.507000,2.668000,0.006000,0
501,0.609000,4.730000,2.782000,0.007000,0
502,0.652000,4.550000,2.840000,0.008000,0
503,0.639000,4.541000,2.752000,0.008000,0
504,0.652000,4.410000,2.632000,0.008000,0
505,0.664000,4.420000,2.747000,0.008000,0
506,0.661000,5.527000,2.737000,0.008000,0
507,0.641000,5.157000,2.730000,0.009000,0
508,0.694000,4.606000,2.692000,0.008000,0
509,0.665000,4.375000,2.820000,0.007000,0
510,0.967000,4.977000,3.166000,0.007000,0
511,0.673000,6.242000,2.943000,0.008000,0
512,0.647000,4.914000,3.275000,0.010000,0
513,0.983000,5.946000,3.751000,0.009000,0
514,1.029000,5.010000,4.267000,0.010000,0
515,0.671000,4.795000,2.863000,0.011000,0
516,0.625000,6.065000,3.161000,0.011000,0
517,0.721000,4.792000,3.030000,0.008000,0
518,0.631000,5.559000,3.345000,0.010000,0
519,0.643000,4.844000,3.251000,0.013000,0
520,0.747000,5.796000,3.346000,0.006000,0
521,0.714000,5.581000,3.009000,0.008000,0
522,0.805000,5.380000,3.291000,0.007000,0
523,0.769000,5.166000,3.096000,0.008000,0
