iteration,temps_total_ms,temps_fourmis_ms,temps_evap_ms,temps_update_ms,temps_render_ms,food_quantity
1202,16.675,2.286,0.253,0.002,14.124,0
1203,16.642,2.285,0.253,0.001,14.094,0
1204,16.676,2.309,0.253,0.002,14.103,0
1205,16.648,2.283,0.253,0.002,14.100,0
1206,16.655,2.298,0.254,0.001,14.092,0
1207,16.671,2.301,0.254,0.001,14.107,0
1208,16.686,2.109,0.279,0.002,14.276,0
1209,16.641,1.644,0.216,0.001,14.761,0
1210,16.684,1.792,0.221,0.002,14.640,0
1211,16.640,1.945,0.235,0.001,14.447,0
1212,16.656,1.976,0.258,0.001,14.410,0
1213,16.628,1.964,0.247,0.001,14.407,0
1214,16.742,2.233,0.242,0.002,14.246,0
1215,16.631,1.981,0.260,0.002,14.379,0
1216,16.602,2.292,0.293,0.002,14.005,0
1217,16.640,2.279,0.283,0.002,14.067,0
1218,16.690,2.259,0.242,0.001,14.180,0
1219,16.686,2.285,0.268,0.002,14.121,0
1220,16.623,2.292,0.261,0.002,14.058,0
1221,16.668,2.271,0.267,0.001,14.121,0
1222,16.665,2.269,0.261,0.001,14.126,0
1223,16.702,2.271,0.264,0.002,14.157,0
1224,16.679,2.290,0.266,0.001,14.112,0
1225,16.644,2.323,0.246,0.002,14.063,0
1226,16.732,2.257,0.270,0.002,14.194,0
1227,16.606,2.288,0.256,0.002,14.051,0
1228,16.656,2.293,0.265,0.001,14.088,0
1229,16.650,2.318,0.263,0.002,14.057,0
1230,16.649,2.288,0.257,0.001,14.093,0
1231,16.733,2.304,0.227,0.001,14.190,0
1232,16.586,2.298,0.255,0.002,14.022,0
1233,16.687,2.168,0.236,0.002,14.274,0
1234,16.637,2.002,0.229,0.002,14.396,0
1235,16.659,2.310,0.255,0.001,14.085,0
1236,16.690,2.321,0.258,0.001,14.101,0
1237,16.654,2.297,0.260,0.002,14.087,0
1238,16.679,2.278,0.230,0.001,14.160,0
1239,16.618,2.277,0.259,0.001,14.073,0
1240,16.649,2.117,0.257,0.002,14.266,0
1241,16.673,2.267,0.229,0.001,14.168,0
1242,16.624,2.323,0.256,0.002,14.035,0
1243,16.715,2.321,0.292,0.001,14.091,0
1244,16.645,2.025,0.281,0.002,14.324,0
1245,16.702,2.289,0.252,0.001,14.150,0
1246,16.641,2.305,0.270,0.002,14.055,0
1247,16.667,2.316,0.236,0.002,14.101,0
1248,16.655,2.327,0.265,0.002,14.052,0
1249,16.659,2.324,0.273,0.001,14.051,0
1250,16.659,2.345,0.261,0.002,14.042,0
1251,16.652,2.317,0.258,0.002,14.065,0
1252,16.669,2.314,0.258,0.002,14.087,0
1253,16.662,2.314,0.232,0.002,14.105,0
1254,16.655,2.346,0.256,0.002,14.042,0
1255,16.676,2.333,0.260,0.001,14.074,0
1256,16.647,2.345,0.257,0.002,14.034,0
1257,16.668,2.316,0.230,0.001,14.112,0
1258,16.678,2.320,0.255,0.002,14.092,0
1259,16.769,2.201,0.228,0.002,14.331,0
1260,16.598,2.007,0.243,0.002,14.339,0
1261,16.651,2.320,0.231,0.002,14.087,0
1262,16.641,2.309,0.261,0.001,14.062,0
1263,16.668,2.324,0.264,0.002,14.070,0
1264,16.675,2.324,0.257,0.001,14.084,0
1265,16.613,2.328,0.260,0.002,14.014,0
1266,16.660,2.316,0.228,0.001,14.107,0
1267,16.659,2.341,0.258,0.002,14.049,0
1268,16.665,2.343,0.258,0.001,14.054,0
1269,16.683,2.021,0.232,0.002,14.420,0
1270,16.672,2.012,0.231,0.001,14.421,0
1271,16.636,2.331,0.231,0.002,14.063,0
1272,16.709,2.326,0.257,0.002,14.115,0
1273,16.659,2.215,0.232,0.001,14.203,0
1274,16.649,2.335,0.264,0.002,14.039,0
1275,16.738,2.311,0.266,0.002,14.150,0
1276,16.597,2.307,0.229,0.001,14.050,0
1277,16.643,2.329,0.257,0.002,14.045,0
1278,16.671,2.334,0.269,0.002,14.058,0
1279,16.656,2.339,0.271,0.002,14.034,0
1280,16.665,2.321,0.266,0.002,14.066,0
1281,16.661,2.337,0.261,0.002,14.052,0
1282,16.888,2.307,0.258,0.001,14.314,0
1283,16.501,2.284,0.231,0.002,13.976,0
1284,16.677,2.322,0.263,0.002,14.080,0
1285,16.635,2.320,0.266,0.001,14.040,0
1286,16.617,2.315,0.269,0.002,14.022,0
1287,16.687,2.311,0.259,0.001,14.107,0
1288,16.654,2.360,0.258,0.002,14.023,0
1289,16.645,2.315,0.262,0.002,14.058,0
1290,16.668,2.260,0.231,0.002,14.166,0
1291,16.664,2.342,0.256,0.002,14.054,0
1292,16.602,2.330,0.259,0.002,14.003,0
1293,16.690,2.334,0.259,0.002,14.087,0
1294,16.647,2.326,0.258,0.001,14.053,0
1295,16.822,2.018,0.231,0.001,14.565,0
1296,16.557,2.304,0.260,0.001,13.983,0
1297,16.645,2.332,0.262,0.001,14.040,0
1298,16.670,2.337,0.239,0.002,14.084,0
1299,16.644,2.343,0.259,0.001,14.031,0
1300,16.657,2.353,0.245,0.002,14.047,0
1301,16.675,2.027,0.238,0.002,14.400,0
1302,16.663,2.356,0.262,0.002,14.034,0
1303,16.655,2.366,0.259,0.002,14.020,0
1304,16.697,2.359,0.261,0.002,14.067,0
1305,16.770,2.337,0.257,0.001,14.167,0
1306,16.572,2.316,0.235,0.002,14.010,0
1307,16.632,2.349,0.261,0.002,14.013,0
1308,16.683,2.351,0.243,0.001,14.079,0
1309,16.645,2.346,0.260,0.002,14.029,0
1310,16.707,2.380,0.261,0.002,14.055,0
1311,16.774,2.320,0.265,0.002,14.176,0
1312,16.651,2.332,0.261,0.002,14.048,0
1313,16.589,2.350,0.260,0.002,13.969,0
1314,16.608,2.357,0.258,0.002,13.983,0
1315,16.662,2.359,0.259,0.002,14.034,0
1316,16.643,2.140,0.258,0.002,14.235,0
1317,16.770,2.378,0.236,0.002,14.146,0
1318,16.604,2.365,0.258,0.002,13.970,0
1319,16.634,2.354,0.261,0.002,14.009,0
1320,16.736,2.357,0.259,0.002,14.109,0
1321,16.597,2.351,0.258,0.002,13.976,0
1322,16.636,2.368,0.234,0.002,14.024,0
1323,16.645,2.411,0.264,0.002,13.956,0
1324,16.664,2.174,0.264,0.002,14.216,0
1325,16.662,2.057,0.232,0.001,14.363,0
1326,16.656,2.332,0.228,0.002,14.085,0
1327,16.668,2.358,0.259,0.002,14.040,0
1328,16.626,2.250,0.237,0.002,14.130,0
1329,16.704,2.059,0.239,0.002,14.396,0
1330,16.680,2.343,0.232,0.002,14.093,0
1331,16.664,2.344,0.258,0.002,14.051,0
1332,16.647,2.043,0.233,0.001,14.362,0
1333,16.653,2.364,0.259,0.002,14.018,0
1334,16.683,2.365,0.266,0.001,14.040,0
1335,16.480,2.262,0.260,0.002,13.948,0
1336,16.855,1.802,0.205,0.001,14.825,0
1337,16.671,1.629,0.207,0.000,14.822,0
1338,16.630,1.815,0.222,0.001,14.584,0
1339,16.692,1.950,0.230,0.001,14.500,0
1340,16.653,2.040,0.255,0.002,14.345,0
1341,16.670,2.022,0.234,0.002,14.394,0
1342,16.668,2.017,0.280,0.001,14.362,0
1343,16.662,2.062,0.252,0.002,14.325,0
1344,16.586,2.070,0.277,0.002,14.227,0
1345,16.737,2.246,0.259,0.001,14.222,0
1346,16.604,2.363,0.276,0.002,13.953,0
1347,16.669,2.350,0.247,0.001,14.061,0
1348,16.670,2.087,0.277,0.001,14.296,0
1349,16.626,2.366,0.266,0.002,13.983,0
1350,16.662,2.344,0.240,0.001,14.069,0
1351,16.669,2.097,0.264,0.002,14.299,0
1352,16.703,2.359,0.264,0.001,14.071,0
1353,16.637,2.352,0.263,0.002,14.011,0
1354,16.690,2.393,0.262,0.002,14.019,0
1355,17.533,2.349,0.259,0.002,14.915,0
1356,15.770,2.311,0.295,0.002,13.153,0
1357,16.649,2.051,0.236,0.002,14.353,0
1358,16.650,2.330,0.233,0.002,14.076,0
1359,16.670,2.376,0.271,0.001,14.013,0
1360,16.687,2.377,0.264,0.001,14.035,0
1361,16.634,2.345,0.239,0.001,14.041,0
1362,16.680,2.399,0.264,0.001,14.008,0
1363,16.628,2.413,0.259,0.001,13.945,0
1364,16.683,2.366,0.259,0.001,14.049,0
1365,16.659,2.377,0.261,0.002,14.010,0
1366,16.666,2.373,0.261,0.001,14.022,0
1367,16.667,2.365,0.229,0.001,14.063,0
1368,16.664,2.374,0.262,0.002,14.018,0
1369,16.658,2.373,0.259,0.001,14.017,0
1370,16.674,2.355,0.233,0.001,14.076,0
1371,16.655,2.113,0.267,0.002,14.264,0
1372,16.897,2.329,0.274,0.001,14.284,0
1373,16.480,2.344,0.270,0.002,13.855,0
1374,16.581,2.331,0.264,0.002,13.974,0
1375,16.803,2.367,0.241,0.001,14.183,0
1376,16.611,2.372,0.274,0.002,13.954,0
1377,16.676,2.390,0.262,0.001,14.014,0
1378,16.747,2.306,0.247,0.002,14.183,0
1379,16.740,2.309,0.265,0.002,14.156,0
1380,16.548,2.326,0.299,0.002,13.912,0
1381,16.723,2.244,0.235,0.002,14.233,0
1382,16.550,2.341,0.264,0.001,13.935,0
1383,16.640,2.312,0.236,0.001,14.082,0
1384,16.637,2.369,0.265,0.002,13.992,0
1385,16.653,2.363,0.243,0.001,14.037,0
1386,16.654,2.390,0.266,0.002,13.987,0
1387,16.667,2.385,0.252,0.002,14.020,0
1388,16.652,2.327,0.232,0.002,14.082,0
1389,16.660,2.383,0.263,0.002,14.003,0
1390,16.667,2.378,0.234,0.002,14.044,0
1391,16.683,2.377,0.261,0.002,14.033,0
1392,16.645,2.070,0.240,0.002,14.325,0
1393,16.671,2.112,0.233,0.002,14.314,0
1394,16.728,2.071,0.238,0.002,14.409,0
1395,16.671,2.091,0.239,0.002,14.331,0
1396,16.598,2.076,0.246,0.002,14.266,0
1397,16.668,2.093,0.243,0.001,14.323,0
1398,16.575,2.059,0.253,0.001,14.252,0
1399,16.692,2.068,0.238,0.002,14.377,0
1400,16.667,2.071,0.236,0.001,14.351,0
1401,16.640,2.082,0.238,0.002,14.311,0
1402,16.822,2.058,0.238,0.002,14.516,0
1403,16.619,2.382,0.259,0.001,13.968,0
1404,16.609,2.068,0.245,0.002,14.287,0
1405,16.687,2.372,0.270,0.001,14.036,0
1406,16.634,2.347,0.269,0.001,14.009,0
1407,16.650,2.364,0.271,0.002,14.005,0
1408,16.674,2.336,0.254,0.002,14.072,0
1409,16.640,2.377,0.274,0.002,13.978,0
1410,16.658,2.371,0.268,0.002,14.007,0
1411,16.665,2.256,0.242,0.001,14.156,0
1412,16.670,2.085,0.239,0.001,14.336,0
1413,16.649,2.394,0.272,0.001,13.973,0
1414,16.674,2.205,0.267,0.001,14.193,0
1415,16.673,2.053,0.239,0.001,14.372,0
1416,16.640,2.407,0.264,0.002,13.956,0
1417,16.718,2.246,0.243,0.001,14.220,0
1418,16.648,2.074,0.245,0.001,14.321,0
1419,16.650,2.392,0.260,0.001,13.989,0
1420,16.648,2.319,0.245,0.002,14.074,0
1421,16.700,2.084,0.252,0.002,14.354,0
1422,16.642,2.064,0.255,0.001,14.315,0
1423,16.629,2.077,0.243,0.001,14.299,0
1424,16.667,2.079,0.246,0.002,14.331,0
1425,16.657,2.065,0.246,0.002,14.336,0
1426,16.658,2.064,0.242,0.002,14.343,0
1427,16.647,2.071,0.239,0.001,14.328,0
1428,16.690,2.071,0.244,0.001,14.366,0
1429,16.680,2.119,0.250,0.002,14.300,0
1430,16.643,2.090,0.252,0.002,14.290,0
1431,16.657,2.422,0.260,0.001,13.964,0
1432,16.671,2.338,0.246,0.002,14.075,0
1433,16.666,2.103,0.249,0.001,14.305,0
1434,16.650,2.110,0.255,0.002,14.274,0
1435,16.674,2.104,0.244,0.001,14.318,0
1436,16.651,2.417,0.258,0.001,13.964,0
1437,16.661,2.315,0.239,0.002,14.097,0
1438,19.864,2.090,0.240,0.001,17.525,0
1439,21.967,2.343,0.397,0.008,19.211,0
1440,16.547,2.554,0.310,0.001,13.672,0
1441,16.636,2.371,0.234,0.001,14.021,0
1442,16.643,2.397,0.266,0.002,13.968,0
1443,16.669,2.088,0.238,0.001,14.334,0
1444,16.654,2.082,0.242,0.001,14.322,0
1445,16.744,2.109,0.243,0.002,14.382,0
1446,16.594,2.141,0.274,0.002,14.167,0
1447,16.655,2.085,0.246,0.001,14.316,0
1448,16.666,2.113,0.241,0.002,14.302,0
1449,16.658,2.374,0.267,0.001,14.007,0
1450,16.647,2.093,0.242,0.002,14.302,0
1451,16.699,2.397,0.268,0.002,14.024,0
1452,16.639,2.267,0.245,0.001,14.118,0
1453,16.675,2.065,0.241,0.002,14.359,0
1454,16.670,2.086,0.239,0.001,14.336,0
1455,16.928,2.047,0.241,0.002,14.630,0
1456,16.525,2.341,0.276,0.002,13.897,0
1457,16.882,2.053,0.269,0.002,14.550,0
1458,16.361,2.037,0.264,0.002,14.049,0
1459,16.879,2.144,0.280,0.001,14.445,0
1460,16.577,2.051,0.246,0.002,14.269,0
1461,16.515,2.362,0.272,0.001,13.870,0
1462,16.716,2.080,0.279,0.002,14.348,0
1463,16.608,1.758,0.220,0.001,14.610,0
1464,16.681,1.807,0.232,0.001,14.621,0
1465,16.598,1.838,0.230,0.001,14.518,0
1466,16.712,1.866,0.226,0.001,14.610,0
1467,16.704,1.819,0.250,0.001,14.617,0
1468,16.614,1.854,0.264,0.001,14.487,0
1469,16.647,1.877,0.306,0.001,14.446,0
1470,16.642,1.897,0.269,0.001,14.461,0
1471,16.645,1.902,0.255,0.001,14.476,0
1472,16.671,1.876,0.260,0.001,14.526,0
1473,16.657,1.872,0.250,0.002,14.525,0
1474,16.662,1.874,0.236,0.001,14.544,0
1475,16.674,1.863,0.252,0.001,14.551,0
1476,16.641,2.096,0.254,0.002,14.281,0
1477,16.696,2.068,0.252,0.001,14.368,0
1478,16.620,2.122,0.237,0.002,14.247,0
1479,16.779,2.051,0.250,0.002,14.468,0
1480,16.608,2.067,0.250,0.002,14.282,0
1481,16.626,2.066,0.258,0.002,14.293,0
1482,16.687,1.997,0.257,0.002,14.425,0
1483,16.631,2.106,0.256,0.001,14.258,0
1484,16.663,2.072,0.251,0.001,14.332,0
1485,17.000,2.091,0.233,0.001,14.666,0
1486,16.651,2.060,0.291,0.001,14.290,0
1487,16.487,2.067,0.234,0.001,14.175,0
1488,16.601,2.035,0.254,0.002,14.302,0
1489,16.761,2.066,0.278,0.001,14.407,0
1490,16.556,2.071,0.285,0.001,14.189,0
1491,16.617,2.039,0.249,0.001,14.319,0
1492,16.700,2.040,0.252,0.002,14.399,0
1493,16.600,2.107,0.278,0.002,14.203,0
1494,16.782,2.035,0.246,0.001,14.490,0
1495,16.589,2.051,0.261,0.002,14.266,0
1496,16.696,2.354,0.282,0.002,14.049,0
1497,16.590,2.063,0.256,0.002,14.260,0
1498,16.954,2.358,0.274,0.002,14.309,0
1499,16.548,2.154,0.274,0.002,14.110,0
1500,16.604,2.066,0.262,0.002,14.266,0
1501,16.579,2.068,0.260,0.002,14.242,0
1502,16.457,2.080,0.245,0.002,14.123,0
1503,16.848,2.106,0.250,0.002,14.482,0
1504,16.607,2.072,0.244,0.001,14.283,0
1505,16.660,2.085,0.246,0.001,14.319,0
1506,16.798,2.094,0.257,0.001,14.439,0
1507,16.565,2.062,0.263,0.001,14.232,0
1508,16.640,2.089,0.251,0.002,14.290,0
1509,16.659,2.136,0.273,0.001,14.240,0
1510,16.685,2.119,0.247,0.001,14.308,0
1511,16.649,2.078,0.248,0.001,14.314,0
1512,16.642,2.073,0.245,0.001,14.315,0
1513,16.681,2.077,0.241,0.002,14.353,0
1514,16.654,2.100,0.247,0.002,14.296,0
1515,16.658,2.082,0.252,0.002,14.313,0
1516,16.685,2.077,0.248,0.001,14.352,0
1517,16.618,2.083,0.248,0.001,14.278,0
1518,16.740,2.082,0.253,0.002,14.393,0
1519,16.611,2.085,0.259,0.001,14.256,0
1520,16.682,2.096,0.252,0.002,14.324,0
1521,16.650,2.097,0.250,0.001,14.294,0
1522,16.663,2.089,0.246,0.002,14.319,0
1523,16.665,2.100,0.248,0.002,14.308,0
1524,16.667,2.094,0.253,0.001,14.312,0
1525,16.662,2.085,0.247,0.001,14.322,0
1526,16.675,2.083,0.248,0.002,14.334,0
1527,16.799,2.074,0.250,0.002,14.464,0
1528,16.574,2.069,0.259,0.001,14.238,0
1529,16.643,2.113,0.246,0.001,14.274,0
1530,16.613,2.085,0.253,0.002,14.266,0
1531,16.649,2.111,0.245,0.001,14.282,0
1532,16.651,2.136,0.255,0.001,14.249,0
1533,16.688,2.097,0.249,0.002,14.332,0
1534,16.716,2.076,0.241,0.001,14.389,0
1535,16.638,2.104,0.253,0.002,14.271,0
1536,16.638,2.076,0.250,0.001,14.302,0
1537,16.670,2.089,0.251,0.002,14.320,0
1538,16.654,2.106,0.248,0.002,14.290,0
1539,16.658,2.095,0.249,0.002,14.305,0
1540,16.712,2.100,0.245,0.001,14.358,0
1541,16.634,2.071,0.289,0.002,14.263,0
1542,16.677,2.101,0.245,0.001,14.321,0
1543,16.630,2.105,0.252,0.002,14.262,0
1544,16.659,2.101,0.260,0.002,14.287,0
1545,16.683,2.090,0.250,0.002,14.332,0
1546,16.693,2.100,0.246,0.001,14.337,0
1547,16.620,2.101,0.247,0.002,14.261,0
1548,16.747,2.109,0.250,0.001,14.378,0
1549,16.626,2.106,0.251,0.001,14.259,0
1550,16.622,2.099,0.256,0.001,14.258,0
1551,16.649,2.099,0.251,0.002,14.289,0
1552,16.676,2.118,0.250,0.002,14.298,0
1553,16.652,2.112,0.252,0.001,14.279,0
1554,16.686,2.125,0.249,0.001,14.303,0
1555,16.646,2.096,0.252,0.002,14.287,0
1556,16.740,2.109,0.255,0.002,14.366,0
1557,16.614,2.092,0.254,0.002,14.258,0
1558,16.636,2.110,0.249,0.002,14.266,0
1559,16.646,1.873,0.241,0.002,14.522,0
1560,16.701,2.014,0.244,0.001,14.435,0
1561,16.601,1.885,0.245,0.002,14.461,0
1562,16.706,2.114,0.252,0.001,14.330,0
1563,16.661,2.104,0.256,0.001,14.291,0
1564,16.656,2.076,0.233,0.001,14.338,0
1565,16.636,2.116,0.250,0.002,14.259,0
1566,16.682,2.127,0.257,0.001,14.288,0
1567,16.682,2.117,0.257,0.002,14.299,0
1568,16.678,2.111,0.258,0.001,14.299,0
1569,16.641,2.124,0.250,0.002,14.254,0
1570,16.664,2.033,0.254,0.001,14.367,0
1571,16.663,2.115,0.251,0.001,14.287,0
1572,16.698,1.996,0.252,0.002,14.440,0
1573,16.638,1.873,0.250,0.002,14.504,0
1574,16.659,2.119,0.257,0.001,14.274,0
1575,16.719,2.105,0.261,0.001,14.344,0
1576,16.628,2.103,0.253,0.002,14.260,0
1577,16.659,2.099,0.248,0.002,14.301,0
1578,16.674,2.105,0.272,0.001,14.287,0
1579,16.673,2.112,0.257,0.002,14.292,0
1580,16.636,2.095,0.243,0.001,14.285,0
1581,16.640,2.115,0.268,0.001,14.246,0
1582,16.637,2.103,0.240,0.002,14.281,0
1583,16.671,2.104,0.256,0.001,14.301,0
1584,16.691,2.104,0.254,0.001,14.322,0
1585,16.640,2.095,0.254,0.002,14.280,0
1586,16.671,2.052,0.236,0.001,14.374,0
1587,16.650,1.904,0.254,0.002,14.482,0
1588,16.732,1.892,0.235,0.002,14.595,0
1589,16.569,1.912,0.263,0.001,14.384,0
1590,16.770,1.683,0.214,0.001,14.861,0
1591,16.660,1.683,0.223,0.001,14.736,0
1592,16.634,1.694,0.224,0.001,14.705,0
1593,16.643,1.837,0.217,0.002,14.565,0
1594,16.647,1.843,0.223,0.001,14.558,0
1595,16.654,1.876,0.227,0.002,14.535,0
1596,16.712,1.829,0.236,0.002,14.628,0
1597,16.627,1.864,0.244,0.001,14.509,0
1598,16.656,2.117,0.270,0.002,14.256,0
1599,16.682,2.068,0.268,0.001,14.337,0
1600,16.770,2.103,0.261,0.001,14.397,0
1601,16.768,2.065,0.273,0.001,14.421,0
1602,16.660,2.069,0.263,0.002,14.318,0
1603,16.602,2.069,0.266,0.002,14.255,0
1604,16.766,2.067,0.267,0.001,14.421,0
1605,16.498,2.084,0.284,0.002,14.119,0
1606,16.626,2.085,0.261,0.001,14.271,0
1607,16.608,2.016,0.252,0.002,14.331,0
1608,16.658,1.881,0.256,0.002,14.511,0
1609,16.788,1.860,0.249,0.002,14.668,0
1610,16.723,1.876,0.257,0.001,14.579,0
1611,16.456,2.074,0.267,0.001,14.105,0
1612,16.640,2.089,0.259,0.001,14.283,0
1613,16.668,2.095,0.254,0.001,14.309,0
1614,16.723,2.083,0.252,0.002,14.379,0
1615,16.370,2.073,0.250,0.002,14.035,0
1616,16.950,2.081,0.252,0.001,14.606,0
1617,16.674,2.098,0.258,0.002,14.307,0
1618,16.606,2.105,0.257,0.001,14.235,0
1619,16.760,2.096,0.248,0.001,14.406,0
1620,16.905,2.060,0.260,0.001,14.577,0
1621,16.396,1.990,0.256,0.002,14.140,0
1622,16.716,1.885,0.258,0.002,14.564,0
1623,16.570,1.875,0.243,0.002,14.442,0
1624,16.658,2.084,0.256,0.001,14.308,0
1625,16.677,2.103,0.244,0.002,14.318,0
1626,16.627,2.090,0.253,0.002,14.272,0
1627,16.624,2.097,0.252,0.002,14.264,0
1628,16.778,2.080,0.254,0.002,14.434,0
1629,16.598,2.085,0.260,0.002,14.244,0
1630,16.635,2.079,0.253,0.002,14.291,0
1631,16.824,2.101,0.259,0.003,14.452,0
1632,16.763,2.054,0.258,0.001,14.441,0
1633,16.595,2.060,0.260,0.001,14.265,0
1634,16.596,2.075,0.262,0.002,14.250,0
1635,16.602,2.087,0.274,0.002,14.230,0
1636,16.858,2.116,0.257,0.001,14.473,0
1637,16.478,2.091,0.269,0.001,14.109,0
1638,16.600,2.023,0.269,0.001,14.300,0
1639,16.677,2.089,0.258,0.002,14.320,0
1640,16.655,1.889,0.251,0.001,14.507,0
1641,16.656,1.880,0.259,0.002,14.508,0
1642,16.670,2.105,0.257,0.002,14.296,0
1643,16.643,2.100,0.248,0.002,14.285,0
1644,16.727,2.108,0.255,0.001,14.355,0
1645,16.774,1.880,0.240,0.002,14.642,0
1646,16.547,1.945,0.278,0.002,14.311,0
1647,16.590,1.927,0.308,0.001,14.330,0
1648,16.703,1.580,0.273,0.001,14.834,0
1649,25.105,1.636,0.243,0.002,23.202,0
1650,16.597,2.403,0.336,0.002,13.837,0
1651,16.647,2.165,0.261,0.001,14.207,0
1652,16.716,2.126,0.268,0.001,14.310,0
1653,16.629,2.132,0.275,0.001,14.208,0
1654,16.872,2.123,0.298,0.001,14.440,0
1655,16.567,2.099,0.349,0.002,14.107,0
1656,16.444,2.066,0.293,0.001,14.074,0
1657,16.912,2.074,0.311,0.003,14.514,0
1658,16.817,2.075,0.280,0.001,14.451,0
1659,16.438,2.054,0.303,0.002,14.070,0
1660,16.695,2.058,0.298,0.001,14.329,0
1661,16.641,2.066,0.298,0.002,14.266,0
1662,16.664,2.054,0.283,0.001,14.316,0
1663,16.629,2.056,0.301,0.004,14.258,0
1664,16.546,1.916,0.312,0.002,14.308,0
1665,16.715,1.887,0.261,0.002,14.557,0
1666,16.578,2.070,0.259,0.001,14.239,0
1667,16.688,1.844,0.246,0.001,14.589,0
1668,16.672,1.852,0.273,0.001,14.538,0
1669,16.738,2.085,0.270,0.002,14.371,0
1670,16.669,2.061,0.259,0.001,14.338,0
1671,16.611,2.077,0.263,0.002,14.260,0
1672,16.643,1.867,0.248,0.001,14.519,0
1673,16.703,1.876,0.250,0.002,14.567,0
1674,16.703,2.073,0.266,0.001,14.353,0
1675,16.655,2.080,0.274,0.001,14.292,0
1676,16.628,2.034,0.247,0.001,14.337,0
1677,16.681,2.097,0.281,0.002,14.293,0
1678,16.644,2.093,0.283,0.001,14.258,0
1679,16.645,2.073,0.263,0.002,14.298,0
1680,16.692,2.076,0.276,0.002,14.331,0
1681,16.799,2.074,0.260,0.002,14.455,0
1682,16.695,2.049,0.289,0.002,14.346,0
1683,16.658,2.055,0.285,0.001,14.308,0
1684,16.517,1.896,0.275,0.002,14.338,0
1685,16.602,1.849,0.266,0.002,14.476,0
1686,16.635,2.059,0.281,0.002,14.284,0
1687,16.756,2.081,0.278,0.001,14.387,0
1688,16.661,2.052,0.312,0.003,14.285,0
1689,16.589,2.045,0.288,0.002,14.246,0
1690,16.697,2.064,0.286,0.001,14.336,0
1691,16.652,2.048,0.285,0.002,14.309,0
1692,16.659,2.027,0.266,0.002,14.355,0
1693,16.711,2.056,0.278,0.002,14.368,0
1694,16.581,2.035,0.269,0.002,14.266,0
1695,16.716,2.067,0.282,0.001,14.357,0
1696,16.628,2.002,0.275,0.001,14.343,0
1697,16.711,2.058,0.282,0.001,14.361,0
1698,16.726,2.070,0.288,0.001,14.357,0
1699,16.586,2.060,0.292,0.002,14.223,0
1700,16.680,1.931,0.289,0.002,14.450,0
1701,16.639,1.862,0.290,0.001,14.478,0
1702,16.679,2.062,0.281,0.002,14.325,0
1703,16.651,2.033,0.265,0.002,14.343,0
1704,16.699,2.054,0.297,0.001,14.337,0
1705,16.639,1.869,0.296,0.001,14.465,0
1706,16.658,2.070,0.299,0.002,14.271,0
1707,16.689,2.056,0.283,0.001,14.339,0
1708,16.609,2.049,0.292,0.002,14.257,0
1709,16.684,2.052,0.285,0.001,14.337,0
1710,16.666,2.042,0.282,0.002,14.332,0
1711,16.514,2.068,0.279,0.002,14.157,0
1712,16.802,2.050,0.250,0.002,14.488,0
1713,14.781,1.892,0.269,0.001,12.598,0
1714,16.624,1.859,0.282,0.002,14.473,0
1715,16.642,2.057,0.285,0.002,14.289,0
1716,16.684,2.036,0.324,0.001,14.312,0
1717,16.662,1.925,0.271,0.001,14.441,0
1718,16.743,1.721,0.325,0.001,14.682,0
1719,16.687,1.805,0.331,0.003,14.536,0
1720,16.738,1.797,0.293,0.002,14.637,0
1721,16.807,1.752,0.301,0.002,14.744,0
1722,16.446,1.934,0.282,0.002,14.216,0
1723,16.672,1.932,0.331,0.002,14.395,0
1724,16.640,1.860,0.293,0.002,14.474,0
1725,16.646,1.870,0.288,0.002,14.477,0
1726,16.658,1.880,0.274,0.002,14.492,0
1727,24.956,1.856,0.296,0.002,22.793,0
1728,16.654,2.058,0.245,0.001,14.339,0
1729,16.757,2.033,0.250,0.002,14.463,0
1730,16.794,2.109,0.281,0.002,14.390,0
1731,16.649,2.070,0.292,0.002,14.275,0
1732,16.684,2.125,0.281,0.002,14.266,0
1733,16.551,1.940,0.410,0.002,14.190,0
1734,16.726,1.884,0.363,0.002,14.468,0
1735,16.598,2.082,0.336,0.003,14.167,0
1736,16.617,2.060,0.287,0.002,14.259,0
1737,16.584,2.036,0.272,0.002,14.266,0
1738,16.716,1.850,0.266,0.002,14.590,0
1739,16.657,1.868,0.280,0.002,14.497,0
1740,16.590,2.061,0.282,0.001,14.236,0
1741,16.690,2.037,0.277,0.001,14.365,0
1742,16.632,1.868,0.294,0.002,14.459,0
1743,16.649,1.876,0.256,0.001,14.505,0
1744,16.792,1.859,0.261,0.002,14.662,0
1745,16.586,2.070,0.282,0.002,14.224,0
1746,16.659,2.061,0.253,0.002,14.334,0
1747,16.628,1.854,0.258,0.001,14.508,0
1748,16.768,1.868,0.264,0.002,14.625,0
1749,16.593,1.857,0.273,0.002,14.453,0
1750,16.686,1.845,0.251,0.002,14.579,0
1751,16.643,1.877,0.294,0.002,14.460,0
1752,16.661,1.857,0.261,0.001,14.534,0
1753,16.684,1.849,0.257,0.002,14.567,0
1754,16.948,1.856,0.258,0.002,14.823,0
1755,16.439,1.869,0.316,0.003,14.242,0
1756,16.740,1.888,0.303,0.002,14.539,0
1757,16.760,2.002,0.314,0.002,14.434,0
1758,16.566,2.074,0.378,0.003,14.103,0
