iteration,temps_total_ms,temps_fourmis_ms,temps_evap_ms,temps_update_ms,temps_render_ms,food_quantity
2534,16.658,1.567,0.236,0.001,14.847,0
2535,16.672,1.579,0.234,0.001,14.850,0
2536,16.598,1.592,0.236,0.001,14.761,0
2537,16.634,1.586,0.234,0.001,14.804,0
2538,16.685,1.583,0.227,0.001,14.865,0
2539,16.741,1.514,0.228,0.001,14.990,0
2540,16.655,1.570,0.246,0.001,14.830,0
2541,16.611,1.583,0.237,0.001,14.782,0
2542,16.742,1.587,0.238,0.002,14.907,0
2543,16.650,1.576,0.232,0.001,14.833,0
2544,16.663,1.573,0.249,0.001,14.833,0
2545,16.603,1.580,0.242,0.001,14.769,0
2546,16.692,1.582,0.235,0.001,14.865,0
2547,16.650,1.499,0.227,0.001,14.916,0
2548,16.582,1.576,0.237,0.001,14.758,0
2549,16.700,1.552,0.238,0.001,14.898,0
2550,16.693,1.494,0.229,0.001,14.961,0
2551,16.653,1.617,0.235,0.001,14.792,0
2552,16.709,1.535,0.234,0.002,14.929,0
2553,16.574,1.584,0.234,0.001,14.743,0
2554,16.636,1.592,0.239,0.002,14.791,0
2555,16.784,1.495,0.241,0.001,15.036,0
2556,16.571,1.488,0.243,0.001,14.831,0
2557,16.682,1.538,0.238,0.001,14.896,0
2558,16.605,1.501,0.232,0.001,14.864,0
2559,16.751,1.486,0.238,0.002,15.017,0
2560,16.565,1.497,0.240,0.001,14.815,0
2561,16.720,1.495,0.233,0.001,14.984,0
2562,16.662,1.587,0.253,0.001,14.812,0
2563,16.634,1.486,0.246,0.001,14.895,0
2564,16.721,1.508,0.230,0.001,14.975,0
2565,16.643,1.587,0.238,0.001,14.807,0
2566,16.655,1.489,0.241,0.001,14.916,0
2567,16.656,1.597,0.236,0.001,14.811,0
2568,16.707,1.594,0.241,0.001,14.862,0
2569,16.622,1.518,0.228,0.001,14.866,0
2570,16.605,1.599,0.234,0.002,14.761,0
2571,16.705,1.591,0.247,0.001,14.858,0
2572,16.744,1.493,0.250,0.001,14.992,0
2573,16.639,1.516,0.240,0.002,14.873,0
2574,16.590,1.484,0.242,0.001,14.856,0
2575,16.723,1.490,0.237,0.001,14.987,0
2576,16.710,1.488,0.240,0.001,14.970,0
2577,16.611,1.602,0.236,0.001,14.764,0
2578,16.676,1.489,0.239,0.001,14.941,0
2579,16.692,1.500,0.252,0.001,14.932,0
2580,16.583,1.493,0.241,0.001,14.836,0
2581,16.713,1.497,0.230,0.001,14.979,0
2582,16.642,1.587,0.231,0.001,14.816,0
2583,16.624,1.483,0.236,0.001,14.893,0
2584,16.668,1.497,0.238,0.001,14.924,0
2585,16.658,1.610,0.231,0.002,14.806,0
2586,16.588,1.477,0.245,0.001,14.854,0
2587,16.686,1.596,0.249,0.001,14.829,0
2588,16.749,1.548,0.246,0.002,14.945,0
2589,16.569,1.496,0.244,0.001,14.821,0
2590,16.647,1.500,0.240,0.001,14.898,0
2591,16.726,1.486,0.239,0.001,14.992,0
2592,16.610,1.498,0.232,0.001,14.872,0
2593,16.736,1.481,0.241,0.001,15.006,0
2594,16.619,1.507,0.239,0.001,14.865,0
2595,16.708,1.594,0.249,0.001,14.857,0
2596,16.668,1.496,0.232,0.002,14.929,0
2597,16.634,1.503,0.231,0.001,14.888,0
2598,16.659,1.490,0.236,0.001,14.923,0
2599,16.677,1.494,0.239,0.001,14.936,0
2600,16.692,1.490,0.257,0.001,14.934,0
2601,16.646,1.491,0.244,0.001,14.903,0
2602,16.724,1.480,0.237,0.001,14.999,0
2603,16.590,1.487,0.236,0.001,14.858,0
2604,16.711,1.488,0.244,0.001,14.969,0
2605,16.652,1.500,0.250,0.001,14.895,0
2606,16.720,1.524,0.239,0.002,14.947,0
2607,16.616,1.600,0.225,0.001,14.772,0
2608,16.586,1.488,0.266,0.001,14.819,0
2609,16.637,1.494,0.240,0.001,14.891,0
2610,16.635,1.518,0.238,0.001,14.869,0
2611,16.712,1.538,0.246,0.001,14.918,0
2612,16.638,1.530,0.257,0.001,14.841,0
2613,16.730,1.624,0.267,0.002,14.825,0
2614,16.664,1.501,0.264,0.001,14.887,0
2615,16.640,1.530,0.228,0.001,14.867,0
2616,16.579,1.512,0.232,0.002,14.824,0
2617,16.809,1.495,0.245,0.001,15.056,0
2618,16.560,1.502,0.250,0.001,14.798,0
2619,16.730,1.510,0.244,0.001,14.963,0
2620,16.612,1.504,0.241,0.001,14.858,0
2621,16.605,1.509,0.250,0.001,14.830,0
2622,16.671,1.499,0.246,0.001,14.915,0
2623,16.720,1.481,0.238,0.002,14.988,0
2624,16.644,1.515,0.236,0.001,14.880,0
2625,16.735,1.495,0.237,0.007,14.989,0
2626,16.548,1.486,0.242,0.001,14.809,0
2627,16.717,1.501,0.236,0.002,14.970,0
2628,16.777,1.497,0.240,0.001,15.030,0
2629,16.552,1.488,0.240,0.001,14.812,0
2630,16.611,1.497,0.244,0.001,14.860,0
2631,16.662,1.602,0.254,0.001,14.796,0
2632,16.646,1.500,0.245,0.001,14.892,0
2633,16.687,1.511,0.240,0.002,14.924,0
2634,16.646,1.504,0.243,0.001,14.889,0
2635,16.662,1.524,0.252,0.001,14.876,0
2636,16.710,1.511,0.253,0.001,14.933,0
2637,16.607,1.486,0.241,0.002,14.869,0
2638,16.637,1.499,0.249,0.001,14.880,0
2639,16.812,1.512,0.244,0.001,15.046,0
2640,16.494,1.500,0.250,0.001,14.734,0
2641,16.775,1.507,0.241,0.001,15.017,0
2642,16.578,1.508,0.235,0.001,14.823,0
2643,16.737,1.514,0.241,0.002,14.970,0
2644,16.588,1.500,0.231,0.001,14.847,0
2645,16.660,1.508,0.237,0.001,14.903,0
2646,16.768,1.490,0.241,0.001,15.027,0
2647,16.556,1.504,0.243,0.001,14.798,0
2648,16.646,1.501,0.249,0.001,14.884,0
2649,16.687,1.495,0.242,0.001,14.940,0
2650,16.661,1.500,0.245,0.001,14.907,0
2651,16.666,1.503,0.245,0.001,14.910,0
2652,16.673,1.501,0.249,0.001,14.913,0
2653,16.672,1.516,0.241,0.001,14.904,0
2654,16.758,1.488,0.253,0.001,15.007,0
2655,16.562,1.502,0.239,0.001,14.811,0
2656,16.646,1.494,0.244,0.001,14.897,0
2657,16.644,1.527,0.245,0.001,14.863,0
2658,16.663,1.505,0.242,0.001,14.906,0
2659,16.734,1.504,0.236,0.002,14.981,0
2660,16.638,1.483,0.241,0.001,14.905,0
2661,16.607,1.489,0.237,0.001,14.871,0
2662,16.651,1.501,0.265,0.001,14.876,0
2663,16.672,1.503,0.240,0.001,14.920,0
2664,16.694,1.497,0.247,0.002,14.934,0
2665,16.603,1.517,0.242,0.002,14.834,0
2666,16.674,1.491,0.242,0.002,14.931,0
2667,16.661,1.502,0.239,0.001,14.912,0
2668,16.660,1.507,0.236,0.001,14.906,0
2669,16.712,1.516,0.239,0.002,14.943,0
2670,16.616,1.491,0.233,0.001,14.883,0
2671,16.673,1.493,0.234,0.002,14.937,0
2672,16.643,1.503,0.244,0.001,14.886,0
2673,16.709,1.494,0.244,0.002,14.961,0
2674,16.665,1.502,0.239,0.001,14.911,0
2675,16.662,1.512,0.234,0.001,14.908,0
2676,16.652,1.508,0.247,0.001,14.888,0
2677,16.662,1.495,0.248,0.001,14.911,0
2678,16.639,1.517,0.239,0.001,14.874,0
2679,16.658,1.499,0.235,0.001,14.915,0
2680,16.675,1.514,0.242,0.001,14.910,0
2681,16.673,1.507,0.245,0.001,14.913,0
2682,16.659,1.483,0.247,0.002,14.919,0
2683,16.705,1.488,0.240,0.001,14.968,0
2684,16.606,1.502,0.240,0.002,14.853,0
2685,16.815,1.486,0.233,0.001,15.087,0
2686,16.531,1.502,0.242,0.002,14.776,0
2687,16.609,1.508,0.237,0.002,14.854,0
2688,16.667,1.498,0.241,0.002,14.916,0
2689,16.703,1.486,0.242,0.001,14.964,0
2690,16.802,1.500,0.240,0.001,15.053,0
2691,16.609,1.509,0.257,0.001,14.832,0
2692,16.554,1.502,0.248,0.001,14.795,0
2693,16.699,1.487,0.247,0.001,14.956,0
2694,16.621,1.484,0.246,0.001,14.881,0
2695,16.763,1.496,0.240,0.001,15.017,0
2696,16.610,1.533,0.242,0.001,14.826,0
2697,16.681,1.494,0.246,0.002,14.930,0
2698,16.664,1.504,0.250,0.001,14.900,0
2699,16.637,1.515,0.240,0.001,14.873,0
2700,16.621,1.491,0.256,0.001,14.864,0
2701,16.714,1.502,0.243,0.001,14.959,0
2702,16.602,1.497,0.245,0.002,14.850,0
2703,16.664,1.503,0.248,0.001,14.903,0
2704,16.762,1.502,0.234,0.001,15.017,0
2705,16.599,1.502,0.243,0.001,14.846,0
2706,16.649,1.495,0.244,0.001,14.899,0
2707,16.698,1.497,0.241,0.002,14.949,0
2708,16.671,1.479,0.243,0.001,14.939,0
2709,16.708,1.510,0.261,0.001,14.927,0
2710,16.614,1.500,0.261,0.001,14.843,0
2711,16.694,1.486,0.269,0.001,14.929,0
2712,16.586,1.509,0.251,0.001,14.815,0
2713,16.681,1.481,0.257,0.001,14.933,0
2714,16.662,1.517,0.244,0.001,14.892,0
2715,16.637,1.512,0.261,0.001,14.854,0
2716,16.709,1.490,0.250,0.001,14.959,0
2717,16.610,1.501,0.237,0.001,14.858,0
2718,16.652,1.487,0.253,0.001,14.903,0
2719,16.712,1.492,0.243,0.001,14.965,0
2720,16.669,1.504,0.238,0.001,14.918,0
2721,16.659,1.518,0.243,0.001,14.886,0
2722,16.650,1.525,0.252,0.002,14.863,0
2723,16.694,1.496,0.266,0.001,14.922,0
2724,16.624,1.498,0.238,0.002,14.877,0
2725,16.660,1.492,0.262,0.002,14.895,0
2726,16.639,1.505,0.245,0.001,14.880,0
2727,16.718,1.499,0.246,0.001,14.964,0
2728,16.676,1.489,0.262,0.001,14.914,0
2729,16.603,1.478,0.269,0.001,14.846,0
2730,16.653,1.481,0.250,0.001,14.911,0
2731,16.731,1.455,0.249,0.001,15.018,0
2732,16.586,1.427,0.228,0.001,14.921,0
2733,16.514,1.495,0.251,0.001,14.759,0
2734,16.845,1.543,0.170,0.001,15.115,0
2735,16.652,1.400,0.205,0.001,15.034,0
2736,16.723,1.464,0.237,0.002,15.010,0
2737,16.613,1.572,0.234,0.002,14.795,0
2738,16.436,1.469,0.249,0.001,14.707,0
2739,16.729,1.482,0.226,0.001,15.011,0
2740,16.989,1.454,0.250,0.001,15.276,0
2741,16.543,1.459,0.248,0.001,14.826,0
2742,16.630,1.429,0.294,0.002,14.897,0
2743,16.822,1.466,0.249,0.002,15.096,0
2744,16.543,1.454,0.244,0.001,14.834,0
2745,16.640,1.424,0.284,0.001,14.924,0
2746,16.802,1.425,0.270,0.002,15.097,0
2747,16.508,1.467,0.266,0.001,14.765,0
2748,16.709,1.496,0.272,0.001,14.932,0
2749,16.831,1.447,0.274,0.001,15.101,0
2750,16.635,1.487,0.284,0.002,14.853,0
2751,16.774,1.419,0.282,0.001,15.064,0
2752,16.614,1.479,0.275,0.002,14.849,0
2753,16.475,1.473,0.283,0.002,14.707,0
2754,16.673,1.479,0.272,0.002,14.912,0
2755,16.592,1.502,0.277,0.001,14.803,0
2756,16.645,1.496,0.257,0.001,14.883,0
2757,16.713,1.499,0.262,0.002,14.941,0
2758,16.785,1.477,0.264,0.002,15.033,0
2759,16.512,1.445,0.261,0.002,14.795,0
2760,16.656,1.480,0.267,0.001,14.899,0
2761,16.667,1.474,0.231,0.001,14.952,0
2762,16.647,1.416,0.275,0.001,14.945,0
2763,16.640,1.492,0.251,0.001,14.888,0
2764,16.721,1.431,0.247,0.001,15.033,0
2765,16.660,1.424,0.233,0.001,14.994,0
2766,16.581,1.481,0.258,0.001,14.834,0
2767,16.758,1.470,0.234,0.001,15.045,0
2768,16.733,1.404,0.295,0.001,15.024,0
2769,16.725,1.453,0.280,0.002,14.982,0
2770,16.527,1.402,0.265,0.002,14.850,0
2771,16.951,1.421,0.263,0.002,15.257,0
2772,16.363,1.416,0.268,0.002,14.668,0
2773,16.609,1.475,0.293,0.001,14.833,0
2774,16.727,1.390,0.283,0.002,15.043,0
2775,16.604,1.410,0.278,0.003,14.904,0
2776,16.898,1.439,0.269,0.002,15.179,0
2777,16.499,1.417,0.263,0.001,14.810,0
2778,16.650,1.390,0.270,0.002,14.980,0
2779,16.638,1.412,0.278,0.002,14.938,0
2780,16.605,1.429,0.253,0.001,14.912,0
2781,16.677,1.438,0.261,0.001,14.968,0
2782,16.740,1.408,0.257,0.001,15.066,0
2783,16.743,1.436,0.248,0.002,15.047,0
2784,16.519,1.488,0.286,0.001,14.736,0
2785,16.774,1.418,0.261,0.001,15.084,0
2786,16.562,1.414,0.268,0.001,14.870,0
2787,16.850,1.405,0.268,0.001,15.167,0
2788,16.556,1.428,0.260,0.002,14.858,0
2789,16.578,1.441,0.272,0.001,14.856,0
2790,16.628,1.405,0.257,0.001,14.957,0
2791,16.737,1.423,0.246,0.001,15.058,0
2792,16.647,1.475,0.267,0.001,14.896,0
2793,16.731,1.417,0.263,0.001,15.042,0
2794,16.528,1.467,0.247,0.001,14.804,0
2795,16.727,1.403,0.259,0.001,15.055,0
2796,16.677,1.418,0.270,0.001,14.979,0
2797,16.722,1.414,0.278,0.001,15.020,0
2798,16.672,1.492,0.282,0.002,14.888,0
2799,16.582,1.389,0.250,0.001,14.935,0
2800,16.667,1.455,0.257,0.001,14.945,0
2801,16.652,1.407,0.254,0.001,14.979,0
2802,16.632,1.417,0.255,0.001,14.950,0
2803,16.641,1.395,0.252,0.001,14.984,0
2804,16.747,1.404,0.246,0.001,15.087,0
2805,16.616,1.415,0.270,0.001,14.921,0
2806,16.766,1.381,0.253,0.001,15.122,0
2807,16.533,1.408,0.259,0.001,14.857,0
2808,16.845,1.480,0.255,0.001,15.100,0
2809,16.540,1.412,0.273,0.001,14.846,0
2810,16.621,1.467,0.255,0.001,14.890,0
2811,16.708,1.399,0.261,0.001,15.037,0
2812,16.709,1.413,0.260,0.001,15.027,0
2813,16.554,1.415,0.247,0.001,14.881,0
2814,16.799,1.389,0.266,0.004,15.130,0
2815,16.568,1.384,0.266,0.002,14.907,0
2816,16.672,1.399,0.263,0.001,15.001,0
2817,16.605,1.403,0.268,0.002,14.923,0
2818,16.771,1.392,0.246,0.000,15.125,0
2819,16.538,1.430,0.288,0.002,14.808,0
2820,16.675,1.404,0.275,0.002,14.986,0
2821,16.626,1.398,0.258,0.001,14.960,0
2822,16.684,1.403,0.256,0.001,15.016,0
2823,16.703,1.416,0.239,0.001,15.038,0
2824,16.667,1.406,0.274,0.002,14.977,0
2825,16.614,1.426,0.238,0.001,14.942,0
2826,16.664,1.412,0.256,0.001,14.986,0
2827,16.693,1.424,0.260,0.001,14.999,0
2828,16.723,1.416,0.254,0.001,15.044,0
2829,16.560,1.418,0.235,0.001,14.898,0
2830,16.799,1.411,0.240,0.001,15.138,0
2831,16.535,1.415,0.257,0.001,14.852,0
2832,16.704,1.404,0.260,0.001,15.031,0
2833,16.636,1.401,0.256,0.001,14.968,0
2834,16.675,1.381,0.287,0.002,14.996,0
2835,16.622,1.478,0.253,0.001,14.880,0
2836,16.680,1.382,0.239,0.001,15.049,0
2837,16.657,1.472,0.265,0.001,14.910,0
2838,16.728,1.404,0.260,0.002,15.053,0
2839,16.647,1.392,0.253,0.003,14.991,0
2840,16.610,1.384,0.274,0.001,14.941,0
2841,16.707,1.395,0.244,0.001,15.056,0
2842,16.684,1.387,0.252,0.001,15.034,0
2843,16.618,1.418,0.256,0.001,14.932,0
2844,16.674,1.389,0.258,0.002,15.015,0
2845,16.585,1.418,0.256,0.001,14.901,0
2846,16.681,1.391,0.244,0.001,15.035,0
2847,16.657,1.396,0.249,0.001,15.001,0
2848,16.658,1.395,0.250,0.001,15.004,0
2849,16.828,1.403,0.257,0.004,15.153,0
2850,16.581,1.394,0.278,0.003,14.896,0
2851,16.666,1.401,0.265,0.003,14.990,0
2852,16.677,1.385,0.292,0.001,14.989,0
2853,16.636,1.404,0.257,0.001,14.966,0
2854,16.712,1.404,0.264,0.002,15.033,0
2855,16.586,1.408,0.257,0.001,14.911,0
2856,16.658,1.382,0.263,0.001,15.002,0
2857,16.648,1.411,0.253,0.001,14.974,0
2858,16.670,1.420,0.250,0.001,14.988,0
2859,16.735,1.409,0.268,0.001,15.048,0
2860,16.609,1.405,0.268,0.002,14.925,0
2861,16.647,1.645,0.261,0.001,14.719,0
2862,16.741,1.420,0.321,0.001,14.983,0
2863,16.631,1.442,0.245,0.001,14.933,0
2864,16.615,1.447,0.277,0.001,14.882,0
2865,16.687,1.381,0.281,0.003,15.010,0
2866,16.703,1.408,0.239,0.002,15.045,0
2867,16.610,1.427,0.261,0.002,14.911,0
2868,16.642,1.391,0.266,0.001,14.975,0
2869,16.765,1.422,0.250,0.001,15.079,0
2870,16.584,1.408,0.267,0.001,14.900,0
2871,16.636,1.411,0.274,0.002,14.939,0
2872,16.630,1.416,0.244,0.001,14.958,0
2873,16.690,1.404,0.246,0.002,15.030,0
2874,16.751,1.412,0.267,0.003,15.059,0
2875,16.582,1.396,0.262,0.002,14.911,0
2876,16.623,1.403,0.254,0.002,14.956,0
2877,16.663,1.421,0.259,0.002,14.972,0
2878,16.718,1.357,0.235,0.002,15.116,0
2879,16.641,1.414,0.269,0.002,14.946,0
2880,16.637,1.396,0.260,0.001,14.971,0
2881,16.692,1.410,0.237,0.003,15.033,0
2882,16.748,1.415,0.255,0.001,15.069,0
2883,16.551,1.425,0.248,0.002,14.864,0
2884,16.674,1.407,0.250,0.002,15.005,0
2885,16.651,1.400,0.268,0.001,14.975,0
2886,16.725,1.376,0.233,0.001,15.106,0
2887,16.635,1.418,0.245,0.002,14.961,0
2888,16.651,1.377,0.234,0.001,15.029,0
2889,16.721,1.400,0.262,0.002,15.048,0
2890,16.598,1.379,0.278,0.002,14.931,0
2891,16.658,1.386,0.236,0.001,15.027,0
2892,16.665,1.400,0.266,0.001,14.987,0
2893,16.689,1.413,0.247,0.001,15.018,0
2894,16.664,1.403,0.268,0.003,14.981,0
2895,16.698,1.387,0.269,0.002,15.030,0
2896,16.618,1.396,0.243,0.001,14.969,0
2897,16.634,1.404,0.232,0.001,14.988,0
2898,16.629,1.380,0.266,0.001,14.973,0
2899,16.723,1.391,0.236,0.000,15.087,0
2900,16.762,1.384,0.270,0.001,15.098,0
2901,16.521,1.388,0.253,0.002,14.869,0
2902,16.692,1.394,0.238,0.001,15.050,0
2903,16.670,1.382,0.277,0.002,14.999,0
2904,16.625,1.401,0.262,0.004,14.950,0
2905,16.702,1.390,0.238,0.001,15.066,0
2906,16.653,1.416,0.263,0.001,14.963,0
2907,16.662,1.365,0.238,0.001,15.049,0
2908,16.657,1.400,0.251,0.001,14.996,0
2909,16.683,1.394,0.279,0.002,14.999,0
2910,16.763,1.392,0.238,0.001,15.122,0
2911,16.540,1.405,0.250,0.001,14.875,0
2912,16.635,1.364,0.240,0.001,15.022,0
2913,16.812,1.349,0.236,0.001,15.216,0
2914,16.645,1.341,0.261,0.002,15.033,0
2915,16.594,1.403,0.267,0.002,14.913,0
2916,17.090,1.343,0.282,0.001,15.455,0
2917,16.416,1.437,0.254,0.002,14.712,0
2918,16.706,1.395,0.268,0.004,15.031,0
2919,16.516,1.356,0.308,0.002,14.841,0
2920,16.563,1.328,0.289,0.001,14.936,0
2921,16.647,1.387,0.254,0.001,14.996,0
2922,16.754,1.392,0.277,0.001,15.075,0
2923,16.639,1.377,0.245,0.001,15.008,0
2924,16.610,1.377,0.256,0.002,14.966,0
2925,16.618,1.381,0.237,0.001,14.992,0
2926,16.656,1.384,0.281,0.001,14.982,0
2927,16.671,1.384,0.273,0.002,15.004,0
2928,16.645,1.380,0.240,0.001,15.014,0
2929,16.673,1.384,0.273,0.001,15.006,0
2930,16.648,1.375,0.249,0.002,15.011,0
2931,16.687,1.365,0.233,0.001,15.078,0
2932,16.648,1.345,0.264,0.001,15.030,0
2933,16.676,1.348,0.231,0.001,15.086,0
2934,16.668,1.337,0.229,0.002,15.089,0
2935,16.698,1.321,0.278,0.001,15.091,0
2936,16.648,1.338,0.246,0.001,15.054,0
2937,16.618,1.332,0.259,0.002,15.016,0
2938,16.683,1.340,0.283,0.001,15.047,0
2939,16.730,1.364,0.247,0.006,15.103,0
2940,16.650,1.332,0.285,0.002,15.021,0
2941,16.662,1.350,0.239,0.001,15.063,0
2942,16.603,1.403,0.262,0.002,14.926,1
2943,16.689,1.401,0.251,0.002,15.025,1
2944,16.736,1.481,0.268,0.001,14.971,1
2945,16.585,1.449,0.321,0.001,14.802,2
2946,16.743,1.374,0.287,0.002,15.072,2
2947,16.530,1.407,0.249,0.001,14.865,2
2948,16.671,1.402,0.294,0.001,14.964,2
2949,16.778,1.382,0.246,0.001,15.141,2
2950,16.604,1.382,0.256,0.001,14.956,2
2951,16.842,1.346,0.284,0.003,15.198,2
2952,16.650,1.355,0.283,0.002,15.001,2
2953,16.662,1.421,0.290,0.002,14.937,2
2954,16.564,1.519,0.320,0.004,14.708,2
2955,16.681,1.683,0.285,0.003,14.694,2
2956,16.613,1.537,0.291,0.003,14.766,2
2957,16.592,1.365,0.312,0.002,14.901,2
2958,16.658,1.424,0.284,0.001,14.936,2
2959,16.608,1.410,0.273,0.001,14.914,2
2960,16.722,1.388,0.299,0.001,15.026,2
2961,16.668,1.380,0.292,0.004,14.984,2
2962,16.644,1.392,0.281,0.002,14.958,2
2963,16.688,1.399,0.277,0.003,14.997,2
2964,16.603,1.369,0.308,0.002,14.913,2
2965,16.649,1.342,0.222,0.001,15.076,2
2966,16.754,1.347,0.241,0.002,15.155,2
2967,16.599,1.342,0.262,0.001,14.986,2
2968,16.692,1.357,0.244,0.001,15.080,2
2969,16.601,1.337,0.267,0.001,14.988,2
2970,16.679,1.382,0.238,0.001,15.049,2
2971,16.694,1.335,0.222,0.001,15.127,2
2972,16.671,1.334,0.282,0.001,15.045,2
2973,16.626,1.325,0.236,0.001,15.054,2
2974,16.642,1.329,0.228,0.003,15.074,2
2975,16.727,1.388,0.224,0.001,15.104,2
2976,16.873,1.349,0.233,0.002,15.280,2
2977,16.502,1.328,0.291,0.002,14.871,2
2978,16.753,1.335,0.281,0.004,15.125,2
2979,16.492,1.376,0.259,0.002,14.846,2
2980,16.605,1.328,0.256,0.002,15.011,2
2981,16.661,1.326,0.223,0.001,15.100,2
2982,16.730,1.391,0.236,0.001,15.092,2
2983,25.142,1.309,0.239,0.001,23.584,2
2984,16.474,1.377,0.219,0.001,14.867,2
2985,16.650,1.383,0.224,0.001,15.033,2
2986,16.699,1.373,0.253,0.002,15.060,2
2987,16.707,1.388,0.226,0.001,15.082,2
2988,16.585,1.539,0.281,0.001,14.744,2
2989,16.656,1.360,0.355,0.002,14.924,2
2990,16.775,1.341,0.264,0.002,15.157,2
2991,16.747,1.437,0.257,0.002,15.041,2
2992,16.597,1.368,0.300,0.002,14.919,2
2993,16.612,1.378,0.274,0.004,14.946,2
2994,16.595,1.383,0.273,0.001,14.927,2
2995,16.660,1.350,0.244,0.001,15.054,3
2996,16.683,1.345,0.232,0.003,15.092,3
2997,16.648,1.374,0.251,0.001,15.014,3
2998,16.636,1.373,0.246,0.001,15.006,3
2999,16.703,1.353,0.227,0.000,15.112,3
3000,16.657,1.345,0.265,0.002,15.036,3
3001,16.647,1.354,0.261,0.003,15.020,3
3002,16.698,1.331,0.230,0.001,15.127,3
3003,16.605,1.467,0.388,0.003,14.734,3
3004,16.690,1.516,0.331,0.001,14.823,3
3005,16.663,1.451,0.303,0.002,14.884,3
3006,16.606,1.293,0.305,0.002,14.990,3
3007,16.709,1.302,0.265,0.001,15.128,3
3008,16.656,1.329,0.277,0.001,15.040,3
3009,16.672,1.308,0.248,0.001,15.107,3
3010,16.636,1.321,0.260,0.002,15.044,3
3011,16.710,1.299,0.280,0.001,15.121,3
3012,16.664,1.312,0.264,0.001,15.076,3
3013,16.705,1.310,0.287,0.003,15.096,3
3014,16.592,1.310,0.285,0.002,14.986,3
3015,16.643,1.310,0.231,0.001,15.092,3
3016,16.668,1.343,0.238,0.001,15.076,3
3017,16.662,1.341,0.227,0.001,15.083,3
3018,16.672,1.345,0.265,0.002,15.050,3
3019,16.716,1.347,0.240,0.001,15.119,3
3020,16.630,1.329,0.231,0.002,15.059,3
3021,16.648,1.335,0.268,0.003,15.032,3
3022,16.671,1.328,0.226,0.001,15.106,3
3023,16.705,1.337,0.228,0.005,15.125,3
3024,16.624,1.328,0.237,0.002,15.048,3
3025,16.647,1.328,0.229,0.001,15.079,3
3026,16.728,1.333,0.223,0.001,15.161,3
3027,16.734,1.326,0.232,0.001,15.167,3
3028,16.543,1.335,0.238,0.001,14.960,3
3029,16.844,1.351,0.214,0.002,15.267,3
3030,16.624,1.330,0.276,0.002,15.006,3
3031,16.511,1.301,0.237,0.001,14.963,3
3032,16.634,1.322,0.217,0.003,15.083,3
3033,16.757,1.328,0.234,0.001,15.184,3
3034,16.553,1.317,0.238,0.001,14.987,3
3035,16.788,1.328,0.217,0.001,15.232,3
3036,16.574,1.323,0.239,0.003,15.000,3
3037,16.634,1.327,0.222,0.001,15.073,3
3038,16.721,1.319,0.240,0.001,15.150,3
3039,16.624,1.316,0.212,0.005,15.081,3
3040,16.691,1.339,0.237,0.001,15.104,3
3041,16.689,1.323,0.223,0.001,15.133,3
3042,16.609,1.317,0.249,0.001,15.033,3
3043,16.773,1.333,0.221,0.001,15.210,3
3044,16.547,1.320,0.237,0.002,14.979,3
3045,16.700,1.319,0.220,0.001,15.151,3
3046,16.673,1.314,0.252,0.001,15.097,3
3047,16.961,1.311,0.246,0.001,15.394,3
3048,16.495,1.311,0.276,0.001,14.897,3
3049,16.654,1.309,0.224,0.002,15.109,3
3050,16.552,1.311,0.239,0.002,14.989,3
3051,16.776,1.321,0.234,0.001,15.209,3
3052,16.653,1.316,0.230,0.002,15.093,3
3053,16.704,1.320,0.244,0.002,15.129,3
3054,16.618,1.307,0.235,0.001,15.066,3
3055,16.650,1.313,0.234,0.001,15.093,3
3056,16.625,1.321,0.231,0.001,15.063,3
3057,16.701,1.307,0.231,0.003,15.151,3
3058,16.620,1.310,0.233,0.001,15.069,3
3059,16.891,1.319,0.230,0.001,15.332,3
3060,16.456,1.320,0.226,0.001,14.901,3
3061,16.749,1.316,0.214,0.001,15.208,3
3062,16.624,1.299,0.226,0.004,15.088,3
3063,16.659,1.313,0.192,0.001,15.143,3
3064,16.608,1.323,0.226,0.001,15.050,3
3065,16.661,1.335,0.228,0.004,15.084,3
3066,16.686,1.311,0.199,0.001,15.167,3
3067,16.651,1.324,0.223,0.002,15.091,3
3068,16.633,1.309,0.199,0.001,15.114,3
3069,16.640,1.311,0.197,0.001,15.119,3
3070,16.937,1.335,0.238,0.002,15.353,3
3071,16.763,1.521,0.199,0.001,13.983,3
3072,15.867,1.593,0.170,0.001,14.051,3
3073,16.922,1.391,0.211,0.001,15.307,3
3074,16.538,1.344,0.364,0.001,14.815,3
3075,16.808,1.329,0.217,0.001,15.249,3
3076,16.792,1.407,0.242,0.001,15.133,3
3077,16.689,1.375,0.267,0.001,15.036,3
3078,16.616,1.379,0.293,0.001,14.931,3
3079,16.631,1.369,0.297,0.001,14.954,3
3080,16.691,1.327,0.242,0.001,15.111,3
3081,16.642,1.344,0.212,0.001,15.074,3
3082,16.828,1.330,0.236,0.002,15.250,3
3083,16.548,1.344,0.268,0.003,14.925,3
3084,16.572,1.325,0.237,0.002,14.998,3
3085,16.769,1.316,0.223,0.001,15.220,3
3086,16.671,1.316,0.224,0.003,15.118,3
3087,16.549,1.325,0.228,0.001,14.984,3
3088,16.642,1.312,0.203,0.002,15.116,3
3089,16.737,1.334,0.223,0.002,15.166,3
3090,16.703,1.329,0.249,0.001,15.112,3
