iteration,temps_total_ms,temps_fourmis_ms,temps_evap_ms,temps_update_ms,food_quantity
1705,1.0350,0.9380,0.0960,0.0010,0
1706,1.0760,0.9790,0.0960,0.0010,0
1707,1.0380,0.9410,0.0960,0.0010,0
1708,1.0520,0.9550,0.0960,0.0000,0
1709,1.0390,0.9420,0.0960,0.0010,0
1710,1.0460,0.9490,0.0960,0.0010,0
1711,1.0420,0.9450,0.0970,0.0000,0
1712,1.0420,0.9450,0.0970,0.0000,0
1713,1.0390,0.9420,0.0970,0.0000,0
1714,1.0690,0.9720,0.0960,0.0010,0
1715,1.0440,0.9460,0.0970,0.0010,0
1716,1.0410,0.9450,0.0960,0.0000,0
1717,1.0480,0.9510,0.0970,0.0000,0
1718,1.0410,0.9450,0.0960,0.0000,0
1719,1.0590,0.9620,0.0970,0.0000,0
1720,1.0400,0.9430,0.0960,0.0010,0
1721,1.0380,0.9410,0.0970,0.0000,0
1722,1.0490,0.9530,0.0960,0.0000,0
1723,1.0370,0.9400,0.0960,0.0010,0
1724,1.0330,0.9360,0.0960,0.0010,0
1725,1.0340,0.9370,0.0970,0.0000,0
1726,1.0330,0.9370,0.0960,0.0000,0
1727,1.0470,0.9500,0.0970,0.0000,0
1728,1.0540,0.9560,0.0980,0.0000,0
1729,1.0660,0.9670,0.0980,0.0010,0
1730,1.0680,0.9670,0.1010,0.0000,0
1731,1.0520,0.9550,0.0970,0.0000,0
1732,1.0470,0.9420,0.1040,0.0010,0
1733,1.0440,0.9470,0.0960,0.0010,0
1734,1.0780,0.9810,0.0970,0.0000,0
1735,1.0420,0.9390,0.1030,0.0000,0
1736,1.0730,0.9710,0.1010,0.0010,0
1737,1.0850,0.9760,0.1090,0.0000,0
1738,1.0560,0.9520,0.1030,0.0010,0
1739,1.0450,0.9450,0.1000,0.0000,0
1740,1.0480,0.9460,0.1020,0.0000,0
1741,1.0420,0.9450,0.0960,0.0010,0
1742,1.0630,0.9650,0.0970,0.0010,0
1743,1.0960,0.9950,0.1000,0.0010,0
1744,1.0790,0.9810,0.0970,0.0010,0
1745,1.0790,0.9780,0.1000,0.0010,0
1746,1.0590,0.9550,0.1030,0.0010,0
1747,1.0570,0.9530,0.1030,0.0010,0
1748,1.0460,0.9420,0.1040,0.0000,0
1749,1.0360,0.9390,0.0970,0.0000,0
1750,1.0730,0.9750,0.0970,0.0010,0
1751,1.0740,0.9740,0.1000,0.0000,0
1752,1.0870,0.9860,0.1000,0.0010,0
1753,1.0860,0.9870,0.0980,0.0010,0
1754,1.0610,0.9580,0.1030,0.0000,0
1755,1.0730,0.9690,0.1040,0.0000,0
1756,1.0450,0.9460,0.0980,0.0010,0
1757,1.0810,0.9820,0.0980,0.0010,0
1758,1.0770,0.9770,0.0990,0.0010,0
1759,1.0690,0.9660,0.1020,0.0010,0
1760,1.0750,0.9730,0.1010,0.0010,0
1761,1.1090,1.0120,0.0970,0.0000,0
1762,1.0670,0.9700,0.0970,0.0000,0
1763,1.0460,0.9490,0.0960,0.0010,0
1764,1.0440,0.9470,0.0960,0.0010,0
1765,1.0390,0.9430,0.0960,0.0000,0
1766,1.0590,0.9620,0.0960,0.0010,0
1767,1.0550,0.9580,0.0960,0.0010,0
1768,1.0430,0.9460,0.0970,0.0000,0
1769,1.0570,0.9570,0.0990,0.0010,0
1770,1.0460,0.9490,0.0960,0.0010,0
1771,1.0380,0.9410,0.0960,0.0010,0
1772,1.0360,0.9390,0.0960,0.0010,0
1773,1.0450,0.9480,0.0970,0.0000,0
1774,1.0400,0.9430,0.0970,0.0000,0
1775,1.0560,0.9590,0.0960,0.0010,0
1776,1.0360,0.9400,0.0960,0.0000,0
1777,1.0700,0.9730,0.0970,0.0000,0
1778,1.0370,0.9400,0.0970,0.0000,0
1779,1.0410,0.9430,0.0980,0.0000,0
1780,1.0620,0.9650,0.0970,0.0000,0
1781,1.0400,0.9420,0.0970,0.0010,0
1782,1.0410,0.9450,0.0960,0.0000,0
1783,1.0500,0.9540,0.0960,0.0000,0
1784,1.0340,0.9370,0.0960,0.0010,0
1785,1.0490,0.9530,0.0960,0.0000,0
1786,1.0400,0.9410,0.0980,0.0010,0
1787,1.0540,0.9570,0.0970,0.0000,0
1788,1.0680,0.9710,0.0970,0.0000,0
1789,1.0720,0.9640,0.1080,0.0000,0
1790,1.0680,0.9700,0.0980,0.0000,0
1791,1.0580,0.9610,0.0970,0.0000,0
1792,1.0360,0.9390,0.0960,0.0010,0
1793,1.0540,0.9580,0.0960,0.0000,0
1794,1.0390,0.9420,0.0960,0.0010,0
1795,1.0370,0.9400,0.0960,0.0010,0
1796,1.0550,0.9570,0.0970,0.0010,0
1797,1.0490,0.9510,0.0970,0.0010,0
1798,1.0700,0.9710,0.0980,0.0010,0
1799,1.0670,0.9680,0.0990,0.0000,0
1800,1.0720,0.9610,0.1110,0.0000,0
1801,1.0370,0.9400,0.0960,0.0010,0
1802,1.0350,0.9390,0.0960,0.0000,0
1803,1.0400,0.9430,0.0960,0.0010,0
1804,1.0720,0.9750,0.0960,0.0010,0
1805,1.0560,0.9590,0.0970,0.0000,0
1806,1.0660,0.9680,0.0970,0.0010,0
1807,1.0590,0.9600,0.0990,0.0000,0
1808,1.0640,0.9660,0.0970,0.0010,0
1809,1.0440,0.9440,0.1000,0.0000,0
1810,1.0350,0.9380,0.0960,0.0010,0
1811,1.0470,0.9510,0.0960,0.0000,0
1812,1.0310,0.9350,0.0960,0.0000,0
1813,1.0550,0.9580,0.0960,0.0010,0
1814,1.0380,0.9390,0.0990,0.0000,0
1815,1.0680,0.9710,0.0960,0.0010,0
1816,1.0650,0.9650,0.0990,0.0010,0
1817,1.0510,0.9530,0.0980,0.0000,0
1818,1.0600,0.9600,0.0990,0.0010,0
1819,1.0450,0.9450,0.1000,0.0000,0
1820,1.0410,0.9450,0.0960,0.0000,0
1821,1.0450,0.9480,0.0960,0.0010,0
1822,1.0290,0.9320,0.0970,0.0000,0
1823,1.0270,0.9310,0.0960,0.0000,0
1824,1.0960,0.9990,0.0970,0.0000,0
1825,1.0480,0.9360,0.1110,0.0010,0
1826,1.0570,0.9570,0.0990,0.0010,0
1827,1.0650,0.9560,0.1080,0.0010,0
1828,1.0550,0.9560,0.0990,0.0000,0
1829,1.0560,0.9590,0.0960,0.0010,0
1830,1.0320,0.9350,0.0960,0.0010,0
1831,1.0280,0.9310,0.0970,0.0000,0
1832,1.0450,0.9480,0.0970,0.0000,0
1833,1.0310,0.9330,0.0970,0.0010,0
1834,1.0630,0.9660,0.0960,0.0010,0
1835,1.0590,0.9610,0.0980,0.0000,0
1836,1.0560,0.9560,0.0990,0.0010,0
1837,1.0530,0.9550,0.0980,0.0000,0
1838,1.0570,0.9580,0.0990,0.0000,0
1839,1.0490,0.9520,0.0970,0.0000,0
1840,1.0480,0.9510,0.0970,0.0000,0
1841,1.0440,0.9390,0.1040,0.0010,0
1842,1.0280,0.9320,0.0960,0.0000,0
1843,1.1090,1.0120,0.0960,0.0010,0
1844,1.0740,0.9600,0.1120,0.0010,0
1845,1.0840,0.9730,0.1100,0.0010,0
1846,1.2710,1.1430,0.1280,0.0000,0
1847,1.0860,0.9840,0.1010,0.0010,0
1848,1.1500,1.0430,0.1060,0.0000,0
1849,1.1120,1.0100,0.1010,0.0010,0
1850,1.0360,0.9380,0.0970,0.0010,0
1851,1.0320,0.9350,0.0970,0.0000,0
1852,1.0300,0.9320,0.0970,0.0010,0
1853,1.0500,0.9490,0.1010,0.0000,0
1854,1.0580,0.9590,0.0990,0.0000,0
1855,1.0450,0.9470,0.0970,0.0010,0
1856,1.1300,1.0330,0.0960,0.0010,0
1857,1.0550,0.9570,0.0980,0.0000,0
1858,1.0310,0.9340,0.0970,0.0000,0
1859,1.0550,0.9590,0.0960,0.0000,0
1860,1.0310,0.9330,0.0970,0.0010,0
1861,1.0760,0.9790,0.0970,0.0000,0
1862,1.0420,0.9420,0.0990,0.0010,0
1863,1.1080,0.9950,0.1120,0.0010,0
1864,1.0800,0.9800,0.0990,0.0010,0
1865,1.0560,0.9550,0.1000,0.0010,0
1866,1.0720,0.9490,0.1220,0.0010,0
1867,1.0370,0.9390,0.0980,0.0000,0
1868,1.0370,0.9390,0.0970,0.0010,0
1869,1.0790,0.9790,0.0990,0.0010,0
1870,1.0960,0.9970,0.0980,0.0010,0
1871,1.1410,1.0250,0.1150,0.0010,0
1872,1.0600,0.9530,0.1050,0.0010,0
1873,1.0500,0.9430,0.1060,0.0010,0
1874,1.0570,0.9570,0.0990,0.0010,0
1875,1.0620,0.9600,0.1020,0.0000,0
1876,1.0660,0.9610,0.1040,0.0010,0
1877,1.0790,0.9730,0.1050,0.0010,0
1878,1.0570,0.9530,0.1030,0.0010,0
1879,1.1820,1.0640,0.1170,0.0010,0
1880,1.0550,0.9540,0.1000,0.0010,0
1881,1.0590,0.9460,0.1120,0.0010,0
1882,1.0550,0.9560,0.0980,0.0010,0
1883,1.0530,0.9500,0.1020,0.0010,0
1884,1.0410,0.9420,0.0990,0.0000,0
1885,1.0320,0.9340,0.0970,0.0010,0
1886,1.0330,0.9350,0.0970,0.0010,0
1887,1.1140,1.0160,0.0980,0.0000,0
1888,1.0350,0.9360,0.0990,0.0000,0
1889,1.0400,0.9420,0.0970,0.0010,0
1890,1.0390,0.9410,0.0980,0.0000,0
1891,1.0760,0.9760,0.0990,0.0010,0
1892,1.0300,0.9320,0.0970,0.0010,0
1893,1.0280,0.9310,0.0960,0.0010,0
1894,1.0300,0.9300,0.0990,0.0010,0
1895,1.1350,1.0370,0.0980,0.0000,0
1896,1.0310,0.9320,0.0980,0.0010,0
1897,1.0440,0.9450,0.0980,0.0010,0
1898,1.0350,0.9370,0.0970,0.0010,0
1899,1.0510,0.9510,0.0980,0.0010,0
1900,1.0270,0.9300,0.0960,0.0010,0
1901,1.0230,0.9250,0.0970,0.0010,0
1902,1.0240,0.9270,0.0960,0.0010,0
1903,1.1190,1.0200,0.0980,0.0010,0
1904,1.0540,0.9560,0.0970,0.0010,0
1905,1.0460,0.9490,0.0970,0.0000,0
1906,1.0330,0.9350,0.0980,0.0000,0
1907,1.0500,0.9520,0.0980,0.0000,0
1908,1.0300,0.9320,0.0970,0.0010,0
1909,1.0280,0.9280,0.0990,0.0010,0
1910,1.0310,0.9300,0.1000,0.0010,0
1911,1.1060,1.0080,0.0970,0.0010,0
1912,1.0400,0.9390,0.1000,0.0010,0
1913,1.0230,0.9260,0.0960,0.0010,0
1914,1.0300,0.9330,0.0970,0.0000,0
1915,1.0800,0.9820,0.0970,0.0010,0
1916,1.0260,0.9270,0.0980,0.0010,0
1917,1.0500,0.9520,0.0960,0.0010,0
1918,1.0600,0.9400,0.1190,0.0010,0
1919,1.1060,1.0090,0.0960,0.0010,0
1920,1.0450,0.9470,0.0980,0.0000,0
1921,1.0260,0.9290,0.0970,0.0000,0
1922,1.0270,0.9290,0.0970,0.0010,0
1923,1.0460,0.9490,0.0970,0.0000,0
1924,1.0220,0.9250,0.0970,0.0000,0
1925,1.0220,0.9260,0.0960,0.0000,0
1926,1.0350,0.9260,0.1080,0.0010,0
1927,1.0840,0.9860,0.0970,0.0010,0
1928,1.0510,0.9530,0.0970,0.0010,0
1929,1.0300,0.9320,0.0970,0.0010,0
1930,1.0400,0.9420,0.0970,0.0010,0
1931,1.0460,0.9480,0.0970,0.0010,0
1932,1.0270,0.9290,0.0970,0.0010,0
1933,1.0200,0.9230,0.0970,0.0000,0
1934,1.0510,0.9270,0.1230,0.0010,0
1935,1.0730,0.9490,0.1230,0.0010,0
1936,1.1480,1.0480,0.1000,0.0000,0
1937,1.0550,0.9480,0.1070,0.0000,0
1938,1.0460,0.9470,0.0980,0.0010,0
1939,1.0540,0.9560,0.0980,0.0000,0
1940,1.0340,0.9370,0.0970,0.0000,0
1941,1.0290,0.9320,0.0970,0.0000,0
1942,1.0670,0.9690,0.0980,0.0000,0
1943,1.0400,0.9420,0.0980,0.0000,0
1944,1.0310,0.9340,0.0960,0.0010,0
1945,1.0300,0.9260,0.1030,0.0000,0
1946,1.0330,0.9350,0.0970,0.0010,0
1947,1.0220,0.9260,0.0960,0.0000,0
1948,1.0210,0.9240,0.0960,0.0010,0
1949,1.0380,0.9380,0.0990,0.0010,0
1950,1.0600,0.9620,0.0980,0.0000,0
1951,1.0460,0.9480,0.0970,0.0010,0
1952,1.0300,0.9320,0.0980,0.0000,0
1953,1.0270,0.9280,0.0980,0.0010,0
1954,1.0360,0.9390,0.0970,0.0000,0
1955,1.0270,0.9300,0.0960,0.0010,0
1956,1.0210,0.9240,0.0960,0.0010,0
1957,1.0210,0.9240,0.0960,0.0010,0
1958,1.0370,0.9320,0.1050,0.0000,0
1959,1.0350,0.9380,0.0970,0.0000,0
1960,1.0250,0.9280,0.0960,0.0010,0
1961,1.0330,0.9360,0.0970,0.0000,0
1962,1.0160,0.9160,0.0990,0.0010,0
1963,1.0140,0.9170,0.0960,0.0000,0
1964,1.0200,0.9220,0.0970,0.0010,0
1965,1.0210,0.9240,0.0960,0.0010,0
1966,1.0360,0.9270,0.1080,0.0010,0
1967,1.0320,0.9350,0.0970,0.0000,0
1968,1.0200,0.9230,0.0970,0.0000,0
1969,1.0170,0.9200,0.0960,0.0010,0
1970,1.0240,0.9270,0.0970,0.0000,0
1971,1.0180,0.9210,0.0960,0.0010,0
1972,1.0190,0.9230,0.0960,0.0000,0
1973,1.0170,0.9200,0.0960,0.0010,0
1974,1.0470,0.9370,0.1090,0.0010,0
1975,1.0400,0.9430,0.0960,0.0010,0
1976,1.0220,0.9250,0.0960,0.0010,0
1977,1.0150,0.9180,0.0960,0.0000,0
1978,1.0210,0.9240,0.0960,0.0010,0
1979,1.0180,0.9210,0.0960,0.0010,0
1980,1.0190,0.9220,0.0960,0.0010,0
1981,1.0220,0.9250,0.0960,0.0010,0
1982,1.0380,0.9410,0.0970,0.0000,0
1983,1.0380,0.9410,0.0970,0.0000,0
1984,1.0240,0.9270,0.0960,0.0010,0
1985,1.0190,0.9230,0.0960,0.0000,0
1986,1.0380,0.9420,0.0960,0.0000,0
1987,1.0230,0.9230,0.0990,0.0010,0
1988,1.0210,0.9250,0.0960,0.0000,0
1989,1.0200,0.9240,0.0960,0.0000,0
1990,1.0330,0.9330,0.0990,0.0010,0
1991,1.0770,0.9800,0.0970,0.0000,0
1992,1.0250,0.9250,0.1000,0.0000,0
1993,1.0250,0.9280,0.0970,0.0000,0
1994,1.0590,0.9500,0.1080,0.0010,0
1995,1.0200,0.9230,0.0970,0.0000,0
1996,1.0170,0.9200,0.0970,0.0000,0
1997,1.0330,0.9360,0.0960,0.0010,0
1998,1.0310,0.9340,0.0960,0.0010,0
1999,1.0460,0.9490,0.0960,0.0010,0
2000,1.0250,0.9280,0.0960,0.0010,0
2001,1.0140,0.9180,0.0960,0.0000,0
2002,1.0270,0.9300,0.0960,0.0010,0
2003,1.0170,0.9200,0.0970,0.0000,0
2004,1.0200,0.9230,0.0960,0.0010,0
2005,1.0200,0.9230,0.0970,0.0000,0
2006,1.0410,0.9370,0.1040,0.0000,0
2007,1.0420,0.9450,0.0960,0.0010,0
2008,1.0360,0.9390,0.0960,0.0010,0
2009,1.0340,0.9370,0.0970,0.0000,0
2010,1.0150,0.9160,0.0990,0.0000,0
2011,1.0130,0.9160,0.0960,0.0010,0
2012,1.0160,0.9190,0.0960,0.0010,0
2013,1.0130,0.9160,0.0960,0.0010,0
2014,1.0280,0.9310,0.0960,0.0010,0
2015,1.0500,0.9540,0.0960,0.0000,0
2016,1.0170,0.9210,0.0960,0.0000,0
2017,1.0210,0.9240,0.0970,0.0000,0
2018,1.0270,0.9280,0.0990,0.0000,0
2019,1.0130,0.9160,0.0960,0.0010,0
2020,1.0290,0.9320,0.0960,0.0010,0
2021,1.0120,0.9150,0.0960,0.0010,0
2022,1.0250,0.9280,0.0960,0.0000,0
2023,1.0260,0.9290,0.0970,0.0000,0
2024,1.0210,0.9240,0.0960,0.0010,0
2025,1.0150,0.9190,0.0960,0.0000,0
2026,1.0190,0.9220,0.0960,0.0010,0
2027,1.0180,0.9220,0.0960,0.0000,0
2028,1.0150,0.9180,0.0960,0.0010,0
2029,1.0140,0.9170,0.0960,0.0010,0
2030,1.0290,0.9320,0.0960,0.0010,0
2031,1.0670,0.9680,0.0980,0.0010,0
2032,1.0310,0.9340,0.0970,0.0000,0
2033,1.0160,0.9190,0.0960,0.0010,0
2034,1.0140,0.9180,0.0960,0.0000,0
2035,1.0130,0.9160,0.0960,0.0010,0
2036,1.0110,0.9140,0.0960,0.0010,0
2037,1.0200,0.9130,0.1060,0.0010,0
2038,1.0090,0.9130,0.0960,0.0000,0
2039,1.0420,0.9300,0.1110,0.0010,0
2040,1.0080,0.9110,0.0960,0.0010,0
2041,1.0120,0.9140,0.0970,0.0010,0
2042,1.0070,0.9100,0.0960,0.0010,0
2043,1.0330,0.9360,0.0970,0.0000,0
2044,1.0170,0.9200,0.0960,0.0010,0
2045,1.0210,0.9240,0.0960,0.0010,0
2046,1.0110,0.9140,0.0970,0.0000,0
2047,1.0110,0.9140,0.0960,0.0010,0
2048,1.0340,0.9370,0.0960,0.0010,0
2049,1.0160,0.9200,0.0960,0.0000,0
2050,1.0050,0.9080,0.0960,0.0010,0
2051,1.0130,0.9160,0.0960,0.0000,0
2052,1.0150,0.9190,0.0960,0.0000,0
2053,1.0340,0.9320,0.1010,0.0010,0
2054,1.0120,0.9150,0.0970,0.0000,0
2055,1.0150,0.9180,0.0970,0.0000,0
2056,1.0370,0.9400,0.0960,0.0010,0
2057,1.0310,0.9340,0.0960,0.0010,0
2058,1.0260,0.9290,0.0970,0.0000,0
2059,1.0170,0.9200,0.0960,0.0010,0
2060,1.0130,0.9150,0.0970,0.0010,0
2061,1.0280,0.9310,0.0970,0.0000,0
2062,1.0100,0.9120,0.0970,0.0010,0
2063,1.0110,0.9140,0.0970,0.0000,0
2064,1.0280,0.9310,0.0960,0.0010,0
2065,1.0160,0.9190,0.0960,0.0010,0
2066,1.0100,0.9140,0.0960,0.0000,0
2067,1.0130,0.9160,0.0960,0.0010,0
2068,1.0160,0.9150,0.1000,0.0010,0
2069,1.0370,0.9400,0.0960,0.0010,0
2070,1.0100,0.9130,0.0960,0.0010,0
2071,1.0090,0.9120,0.0960,0.0010,0
2072,1.0360,0.9390,0.0970,0.0000,0
2073,1.0180,0.9220,0.0960,0.0000,0
2074,1.0220,0.9250,0.0960,0.0010,0
2075,1.0140,0.9170,0.0970,0.0000,0
2076,1.0220,0.9250,0.0960,0.0010,0
2077,1.0270,0.9300,0.0960,0.0010,0
2078,1.0140,0.9180,0.0960,0.0000,0
2079,1.0090,0.9130,0.0960,0.0000,0
2080,1.0550,0.9510,0.1040,0.0000,0
2081,1.0110,0.9140,0.0970,0.0000,0
2082,1.0150,0.9190,0.0960,0.0000,0
2083,1.0210,0.9240,0.0960,0.0010,0
2084,1.0190,0.9230,0.0960,0.0000,0
2085,1.0330,0.9360,0.0960,0.0010,0
2086,1.0180,0.9220,0.0960,0.0000,0
2087,1.0130,0.9160,0.0960,0.0010,0
2088,1.0170,0.9210,0.0960,0.0000,0
2089,1.0330,0.9360,0.0960,0.0010,0
2090,1.0160,0.9190,0.0960,0.0010,0
2091,1.0170,0.9200,0.0960,0.0010,0
2092,1.0300,0.9330,0.0960,0.0010,0
2093,1.0260,0.9290,0.0970,0.0000,0
2094,1.0100,0.9130,0.0960,0.0010,0
2095,1.0050,0.9080,0.0960,0.0010,0
2096,1.0100,0.9130,0.0960,0.0010,0
2097,1.0330,0.9320,0.1000,0.0010,0
2098,1.0080,0.9110,0.0960,0.0010,0
2099,1.0120,0.9130,0.0990,0.0000,0
2100,1.0140,0.9170,0.0960,0.0010,0
2101,1.0290,0.9320,0.0970,0.0000,0
2102,1.0080,0.9110,0.0970,0.0000,0
2103,1.0270,0.9300,0.0960,0.0010,0
2104,1.0100,0.9130,0.0960,0.0010,0
2105,1.0250,0.9280,0.0960,0.0010,0
2106,1.0100,0.9140,0.0960,0.0000,0
2107,1.0150,0.9180,0.0970,0.0000,0
2108,1.0060,0.9100,0.0960,0.0000,0
2109,1.0240,0.9270,0.0970,0.0000,0
2110,1.0080,0.9110,0.0970,0.0000,0
2111,1.0120,0.9150,0.0960,0.0010,0
2112,1.0090,0.9120,0.0960,0.0010,0
2113,1.0070,0.9110,0.0960,0.0000,0
2114,1.0050,0.9090,0.0960,0.0000,0
2115,1.0260,0.9300,0.0960,0.0000,0
2116,1.0220,0.9160,0.1050,0.0010,0
2117,1.0310,0.9340,0.0960,0.0010,0
2118,1.0150,0.9180,0.0960,0.0010,0
2119,1.0140,0.9170,0.0960,0.0010,0
2120,1.0090,0.9120,0.0960,0.0010,0
2121,1.0130,0.9170,0.0960,0.0000,0
2122,1.0070,0.9100,0.0960,0.0010,0
2123,1.0080,0.9120,0.0960,0.0000,0
2124,1.0050,0.9080,0.0960,0.0010,0
2125,1.0170,0.9210,0.0960,0.0000,0
2126,1.0130,0.9160,0.0960,0.0010,0
2127,1.0210,0.9240,0.0960,0.0010,0
2128,1.0130,0.9140,0.0980,0.0010,0
2129,1.0130,0.9170,0.0960,0.0000,0
2130,1.0020,0.9060,0.0960,0.0000,0
2131,1.0160,0.9190,0.0960,0.0010,0
2132,1.0100,0.9130,0.0960,0.0010,0
2133,1.0230,0.9260,0.0970,0.0000,0
2134,1.0090,0.9100,0.0990,0.0000,0
2135,1.0050,0.9080,0.0960,0.0010,0
2136,1.0190,0.9190,0.0990,0.0010,0
2137,1.0080,0.9100,0.0960,0.0010,0
2138,1.0110,0.9140,0.0970,0.0000,0
2139,1.0080,0.9110,0.0960,0.0010,0
2140,1.0320,0.9360,0.0960,0.0000,0
2141,1.0280,0.9320,0.0960,0.0000,0
2142,1.0120,0.9150,0.0970,0.0000,0
2143,1.0190,0.9220,0.0960,0.0010,0
2144,1.0250,0.9280,0.0960,0.0010,0
2145,1.0220,0.9260,0.0960,0.0000,0
2146,1.0140,0.9160,0.0970,0.0010,0
2147,1.0320,0.9340,0.0980,0.0000,0
2148,1.0280,0.9300,0.0970,0.0010,0
2149,1.0380,0.9390,0.0980,0.0010,0
2150,1.0190,0.9230,0.0960,0.0000,0
2151,1.0110,0.9120,0.0990,0.0000,0
2152,1.0420,0.9450,0.0960,0.0010,0
2153,1.0070,0.9080,0.0980,0.0010,0
2154,1.0220,0.9230,0.0980,0.0010,0
2155,1.0200,0.9230,0.0960,0.0010,0
2156,1.0180,0.9210,0.0970,0.0000,0
2157,1.0250,0.9280,0.0960,0.0010,0
2158,1.0110,0.9150,0.0960,0.0000,0
2159,1.0090,0.9120,0.0970,0.0000,0
2160,1.0090,0.9130,0.0960,0.0000,0
2161,1.0090,0.9110,0.0970,0.0010,0
2162,1.0070,0.9110,0.0960,0.0000,0
2163,1.0130,0.9160,0.0970,0.0000,0
2164,1.0430,0.9330,0.1090,0.0010,0
2165,1.0430,0.9440,0.0980,0.0010,0
2166,1.0180,0.9190,0.0980,0.0010,0
2167,1.0240,0.9270,0.0960,0.0010,0
2168,1.0190,0.9210,0.0970,0.0000,0
2169,1.0230,0.9250,0.0970,0.0010,0
2170,1.0190,0.9220,0.0970,0.0000,0
2171,1.0070,0.9090,0.0980,0.0000,0
2172,1.0310,0.9330,0.0980,0.0000,0
2173,1.0160,0.9170,0.0990,0.0000,0
2174,1.0130,0.9140,0.0990,0.0000,0
2175,1.0290,0.9320,0.0970,0.0000,0
2176,1.0180,0.9210,0.0960,0.0010,0
2177,1.0060,0.9060,0.0990,0.0010,0
2178,1.0130,0.9170,0.0960,0.0000,0
2179,1.0100,0.9100,0.0990,0.0010,0
2180,1.0380,0.9350,0.1020,0.0010,0
2181,1.0140,0.9170,0.0970,0.0000,0
2182,1.0040,0.9070,0.0960,0.0010,0
2183,1.0090,0.9120,0.0960,0.0000,0
2184,1.0020,0.9060,0.0960,0.0000,0
2185,1.0040,0.9080,0.0960,0.0000,0
2186,1.0010,0.9050,0.0960,0.0000,0
2187,1.0140,0.9170,0.0960,0.0010,0
2188,1.0130,0.9140,0.0980,0.0010,0
2189,1.0010,0.9040,0.0970,0.0000,0
2190,1.0090,0.9120,0.0960,0.0010,0
2191,1.0030,0.9060,0.0960,0.0000,0
2192,1.0130,0.9160,0.0960,0.0010,0
2193,1.0010,0.9050,0.0960,0.0000,0
2194,1.0250,0.9280,0.0970,0.0000,0
2195,1.0070,0.9110,0.0960,0.0000,0
2196,1.0190,0.9190,0.0990,0.0010,0
2197,1.0040,0.9070,0.0970,0.0000,0
2198,1.0060,0.9030,0.1030,0.0000,0
2199,1.0160,0.9190,0.0960,0.0010,0
2200,0.9980,0.9010,0.0960,0.0010,0
2201,1.0060,0.9070,0.0990,0.0000,0
2202,1.0320,0.9310,0.1000,0.0010,0
2203,1.0150,0.9170,0.0980,0.0000,0
2204,1.0290,0.9310,0.0980,0.0000,0
2205,1.0220,0.9230,0.0980,0.0010,0
2206,1.0080,0.9080,0.0990,0.0000,0
2207,1.0190,0.9200,0.0990,0.0000,0
2208,1.0140,0.9170,0.0970,0.0000,0
2209,1.0150,0.9160,0.0980,0.0010,0
2210,1.0310,0.9330,0.0970,0.0010,0
2211,1.0210,0.9250,0.0960,0.0000,0
2212,1.0380,0.9390,0.0990,0.0000,0
2213,1.0220,0.9250,0.0960,0.0010,0
2214,1.0220,0.9220,0.0990,0.0010,0
2215,1.0250,0.9250,0.0990,0.0010,0
2216,1.0260,0.9280,0.0970,0.0010,0
2217,1.0050,0.9080,0.0960,0.0010,0
2218,1.0040,0.9070,0.0970,0.0000,0
2219,1.0040,0.9070,0.0960,0.0010,0
2220,1.0170,0.9210,0.0960,0.0000,0
2221,1.0030,0.9060,0.0960,0.0010,0
2222,1.0050,0.9080,0.0960,0.0010,0
2223,1.0000,0.9030,0.0960,0.0010,0
2224,1.0170,0.9200,0.0970,0.0000,0
2225,1.0060,0.9090,0.0960,0.0010,0
2226,1.0190,0.9220,0.0960,0.0010,0
2227,0.9970,0.9000,0.0960,0.0010,0
2228,1.0180,0.9210,0.0970,0.0000,0
2229,1.0080,0.9110,0.0960,0.0010,0
2230,1.0180,0.9190,0.0990,0.0000,0
2231,1.0360,0.9390,0.0960,0.0010,0
2232,1.0200,0.9230,0.0970,0.0000,0
2233,1.0180,0.9190,0.0980,0.0010,0
2234,1.0160,0.9180,0.0970,0.0010,0
2235,1.0340,0.9370,0.0960,0.0010,0
2236,1.0290,0.9330,0.0960,0.0000,0
2237,0.9990,0.9010,0.0970,0.0010,0
2238,1.0140,0.9170,0.0970,0.0000,0
2239,1.0160,0.9170,0.0980,0.0010,0
2240,1.0420,0.9440,0.0980,0.0000,0
2241,1.0090,0.9070,0.1010,0.0010,0
2242,1.0260,0.9260,0.0990,0.0010,0
2243,1.0190,0.9180,0.1000,0.0010,0
2244,1.0340,0.9350,0.0990,0.0000,0
2245,1.0100,0.9090,0.1010,0.0000,0
2246,1.0170,0.9160,0.1010,0.0000,0
2247,1.0270,0.9280,0.0990,0.0000,0
2248,1.0000,0.9030,0.0960,0.0010,0
2249,1.0010,0.9040,0.0960,0.0010,0
2250,0.9990,0.9020,0.0960,0.0010,0
2251,1.0080,0.9060,0.1020,0.0000,0
2252,1.0160,0.9200,0.0960,0.0000,0
2253,0.9980,0.9010,0.0970,0.0000,0
2254,1.0030,0.9060,0.0960,0.0010,0
2255,0.9940,0.8970,0.0970,0.0000,0
2256,0.9990,0.8940,0.1040,0.0010,0
2257,0.9970,0.9000,0.0970,0.0000,0
2258,1.0110,0.9150,0.0960,0.0000,0
2259,1.0130,0.9170,0.0960,0.0000,0
2260,1.0090,0.9120,0.0960,0.0010,0
2261,1.0050,0.9080,0.0970,0.0000,0
2262,1.0290,0.9320,0.0970,0.0000,0
