iteration,temps_total_ms,temps_fourmis_ms,temps_evap_ms,temps_update_ms,food_quantity
572,1.0760,0.9790,0.0970,0.0000,0
573,1.0630,0.9610,0.1010,0.0010,0
574,1.0740,0.9690,0.1040,0.0010,0
575,1.1150,0.9880,0.1260,0.0010,0
576,1.1910,1.0750,0.1150,0.0010,0
577,1.1710,1.0700,0.1010,0.0000,0
578,1.2150,1.0930,0.1210,0.0010,0
579,1.0730,0.9670,0.1050,0.0010,0
580,1.0670,0.9680,0.0980,0.0010,0
581,1.0760,0.9770,0.0980,0.0010,0
582,1.1520,1.0550,0.0960,0.0010,0
583,1.0850,0.9880,0.0970,0.0000,0
584,1.0930,0.9880,0.1050,0.0000,0
585,1.1190,1.0220,0.0970,0.0000,0
586,1.0670,0.9690,0.0970,0.0010,0
587,1.0620,0.9650,0.0970,0.0000,0
588,1.0650,0.9670,0.0970,0.0010,0
589,1.0600,0.9630,0.0960,0.0010,0
590,1.0560,0.9590,0.0960,0.0010,0
591,1.0660,0.9670,0.0980,0.0010,0
592,1.0660,0.9620,0.1040,0.0000,0
593,1.0870,0.9870,0.0990,0.0010,0
594,1.0590,0.9620,0.0970,0.0000,0
595,1.0570,0.9600,0.0970,0.0000,0
596,1.0970,0.9930,0.1040,0.0000,0
597,1.0950,0.9970,0.0980,0.0000,0
598,1.0710,0.9690,0.1020,0.0000,0
599,1.0690,0.9700,0.0990,0.0000,0
600,1.0830,0.9800,0.1020,0.0010,0
601,1.0730,0.9670,0.1050,0.0010,0
602,1.0510,0.9540,0.0960,0.0010,0
603,1.0850,0.9860,0.0980,0.0010,0
604,1.0900,0.9840,0.1050,0.0010,0
605,1.0950,0.9900,0.1040,0.0010,0
606,1.0880,0.9820,0.1060,0.0000,0
607,1.0880,0.9910,0.0960,0.0010,0
608,1.1090,1.0100,0.0980,0.0010,0
609,1.0990,1.0000,0.0980,0.0010,0
610,1.0690,0.9660,0.1030,0.0000,0
611,1.0870,0.9840,0.1020,0.0010,0
612,1.0800,0.9720,0.1070,0.0010,0
613,1.0940,0.9930,0.1010,0.0000,0
614,1.0770,0.9780,0.0990,0.0000,0
615,1.1380,1.0300,0.1070,0.0010,0
616,1.1170,1.0060,0.1100,0.0010,0
617,1.0900,0.9840,0.1060,0.0000,0
618,1.0980,1.0010,0.0970,0.0000,0
619,1.1810,1.0770,0.1040,0.0000,0
620,1.1270,1.0210,0.1050,0.0010,0
621,1.1030,1.0060,0.0960,0.0000,0
622,1.0990,0.9950,0.1040,0.0000,0
623,1.1230,1.0190,0.1030,0.0000,0
624,1.1070,1.0020,0.1040,0.0010,0
625,1.1200,1.0160,0.1040,0.0000,0
626,1.1010,0.9990,0.1010,0.0010,0
627,1.1050,1.0020,0.1030,0.0000,0
628,1.0860,0.9820,0.1040,0.0000,0
629,1.0930,0.9960,0.0960,0.0010,0
630,1.0670,0.9540,0.1120,0.0010,0
631,1.0590,0.9620,0.0970,0.0000,0
632,1.0460,0.9490,0.0960,0.0010,0
633,1.0450,0.9480,0.0970,0.0000,0
634,1.0930,0.9960,0.0960,0.0010,0
635,1.0500,0.9520,0.0970,0.0010,0
636,1.0560,0.9570,0.0980,0.0010,0
637,1.0520,0.9540,0.0980,0.0000,0
638,1.0650,0.9520,0.1110,0.0020,0
639,1.0840,0.9850,0.0990,0.0000,0
640,1.0510,0.9510,0.0990,0.0010,0
641,1.0780,0.9790,0.0980,0.0010,0
642,1.0680,0.9690,0.0990,0.0000,0
643,1.0550,0.9560,0.0980,0.0010,0
644,1.0510,0.9530,0.0980,0.0000,0
645,1.0430,0.9450,0.0980,0.0000,0
646,1.0620,0.9640,0.0970,0.0010,0
647,1.0440,0.9450,0.0980,0.0000,0
648,1.0420,0.9450,0.0970,0.0000,0
649,1.0400,0.9430,0.0960,0.0010,0
650,1.0420,0.9450,0.0970,0.0000,0
651,1.0580,0.9540,0.1040,0.0000,0
652,1.0850,0.9870,0.0970,0.0010,0
653,1.0670,0.9690,0.0980,0.0000,0
654,1.0590,0.9620,0.0970,0.0000,0
655,1.0400,0.9420,0.0970,0.0010,0
656,1.0730,0.9740,0.0990,0.0000,0
657,1.0390,0.9420,0.0960,0.0010,0
658,1.0460,0.9480,0.0980,0.0000,0
659,1.0480,0.9510,0.0960,0.0010,0
660,1.0460,0.9490,0.0960,0.0010,0
661,1.0470,0.9500,0.0960,0.0010,0
662,1.0610,0.9630,0.0980,0.0000,0
663,1.0460,0.9480,0.0970,0.0010,0
664,1.0740,0.9760,0.0980,0.0000,0
665,1.0440,0.9460,0.0980,0.0000,0
666,1.0440,0.9460,0.0970,0.0010,0
667,1.0530,0.9560,0.0970,0.0000,0
668,1.0520,0.9540,0.0970,0.0010,0
669,1.0460,0.9480,0.0970,0.0010,0
670,1.0610,0.9640,0.0970,0.0000,0
671,1.0450,0.9470,0.0970,0.0010,0
672,1.0440,0.9470,0.0960,0.0010,0
673,1.0860,0.9880,0.0980,0.0000,0
674,1.0790,0.9800,0.0980,0.0010,0
675,1.0750,0.9750,0.0990,0.0010,0
676,1.0560,0.9570,0.0990,0.0000,0
677,1.0490,0.9510,0.0980,0.0000,0
678,1.0640,0.9650,0.0980,0.0000,0
679,1.0770,0.9800,0.0970,0.0000,0
680,1.0450,0.9460,0.0990,0.0000,0
681,1.0420,0.9440,0.0980,0.0000,0
682,1.0440,0.9470,0.0960,0.0010,0
683,1.0740,0.9750,0.0970,0.0010,0
684,1.0940,0.9970,0.0970,0.0000,0
685,1.1030,0.9980,0.1040,0.0010,0
686,1.2660,1.1590,0.1060,0.0010,0
687,1.0740,0.9740,0.0990,0.0010,0
688,1.0830,0.9840,0.0990,0.0000,0
689,1.0580,0.9610,0.0970,0.0000,0
690,1.0640,0.9630,0.1000,0.0010,0
691,1.0600,0.9600,0.0990,0.0010,0
692,1.0580,0.9580,0.1000,0.0000,0
693,1.1020,1.0050,0.0970,0.0000,0
694,1.0780,0.9760,0.1010,0.0010,0
695,1.1680,1.0700,0.0970,0.0010,0
696,1.0530,0.9550,0.0980,0.0000,0
697,1.0510,0.9530,0.0970,0.0010,0
698,1.0490,0.9510,0.0970,0.0010,0
699,1.0640,0.9660,0.0970,0.0010,0
700,1.0470,0.9490,0.0970,0.0010,0
701,1.0810,0.9830,0.0970,0.0000,0
702,1.0600,0.9610,0.0980,0.0010,0
703,1.0580,0.9590,0.0970,0.0010,0
704,1.0530,0.9540,0.0980,0.0010,0
705,1.0480,0.9500,0.0970,0.0010,0
706,1.0460,0.9480,0.0970,0.0010,0
707,1.0470,0.9500,0.0970,0.0000,0
708,1.0450,0.9470,0.0980,0.0000,0
709,1.1070,0.9990,0.1080,0.0000,0
710,1.0630,0.9640,0.0990,0.0000,0
711,1.0560,0.9580,0.0980,0.0000,0
712,1.0550,0.9560,0.0990,0.0000,0
713,1.0530,0.9530,0.0990,0.0010,0
714,1.0690,0.9710,0.0970,0.0010,0
715,1.0530,0.9520,0.1000,0.0010,0
716,1.0600,0.9620,0.0980,0.0000,0
717,1.0580,0.9610,0.0960,0.0010,0
718,1.0440,0.9460,0.0970,0.0000,0
719,1.0490,0.9520,0.0970,0.0000,0
720,1.0500,0.9530,0.0970,0.0000,0
721,1.0650,0.9650,0.1000,0.0000,0
722,1.0520,0.9520,0.0990,0.0010,0
723,1.0600,0.9630,0.0960,0.0010,0
724,1.0710,0.9710,0.0990,0.0010,0
725,1.1030,1.0050,0.0970,0.0010,0
726,1.0520,0.9530,0.0980,0.0010,0
727,1.0490,0.9510,0.0980,0.0000,0
728,1.0480,0.9510,0.0960,0.0010,0
729,1.0450,0.9480,0.0970,0.0000,0
730,1.0430,0.9460,0.0970,0.0000,0
731,1.0440,0.9470,0.0970,0.0000,0
732,1.0450,0.9450,0.0990,0.0010,0
733,1.0860,0.9880,0.0970,0.0010,0
734,1.0570,0.9590,0.0970,0.0010,0
735,1.0510,0.9540,0.0960,0.0010,0
736,1.0510,0.9530,0.0970,0.0010,0
737,1.0460,0.9480,0.0970,0.0010,0
738,1.0460,0.9480,0.0970,0.0010,0
739,1.0460,0.9490,0.0970,0.0000,0
740,1.0950,0.9980,0.0970,0.0000,0
741,1.0680,0.9700,0.0970,0.0010,0
742,1.0640,0.9670,0.0960,0.0010,0
743,1.0600,0.9630,0.0970,0.0000,0
744,1.0790,0.9810,0.0980,0.0000,0
745,1.0570,0.9600,0.0970,0.0000,0
746,1.0530,0.9560,0.0960,0.0010,0
747,1.0590,0.9620,0.0970,0.0000,0
748,1.1610,1.0640,0.0970,0.0000,0
749,1.0580,0.9610,0.0970,0.0000,0
750,1.0530,0.9560,0.0970,0.0000,0
751,1.0500,0.9530,0.0960,0.0010,0
752,1.0520,0.9540,0.0970,0.0010,0
753,1.0490,0.9510,0.0970,0.0010,0
754,1.0450,0.9480,0.0970,0.0000,0
755,1.0590,0.9620,0.0970,0.0000,0
756,1.0840,0.9860,0.0970,0.0010,0
757,1.0520,0.9540,0.0970,0.0010,0
758,1.0480,0.9500,0.0970,0.0010,0
759,1.0580,0.9610,0.0970,0.0000,0
760,1.0560,0.9590,0.0960,0.0010,0
761,1.0540,0.9570,0.0970,0.0000,0
762,1.0530,0.9560,0.0960,0.0010,0
763,1.0830,0.9850,0.0980,0.0000,0
764,1.0820,0.9850,0.0970,0.0000,0
765,1.0600,0.9630,0.0970,0.0000,0
766,1.0560,0.9580,0.0970,0.0010,0
767,1.0560,0.9580,0.0970,0.0010,0
768,1.0680,0.9710,0.0960,0.0010,0
769,1.0500,0.9530,0.0960,0.0010,0
770,1.0600,0.9630,0.0970,0.0000,0
771,1.0550,0.9570,0.0970,0.0000,0
772,1.0740,0.9760,0.0970,0.0010,0
773,1.0580,0.9610,0.0970,0.0000,0
774,1.0600,0.9630,0.0960,0.0010,0
775,1.0530,0.9560,0.0960,0.0010,0
776,1.0460,0.9480,0.0970,0.0010,0
777,1.0480,0.9510,0.0960,0.0010,0
778,1.0490,0.9520,0.0960,0.0010,0
779,1.0670,0.9690,0.0970,0.0000,0
780,1.0790,0.9820,0.0960,0.0010,0
781,1.0610,0.9630,0.0970,0.0010,0
782,1.0540,0.9580,0.0960,0.0000,0
783,1.0530,0.9560,0.0960,0.0010,0
784,1.0560,0.9580,0.0970,0.0000,0
785,1.0500,0.9500,0.0990,0.0010,0
786,1.0700,0.9700,0.0990,0.0010,0
787,1.0690,0.9590,0.1080,0.0020,0
788,1.0540,0.9570,0.0960,0.0010,0
789,1.0490,0.9520,0.0960,0.0010,0
790,1.0700,0.9730,0.0960,0.0010,0
791,1.0510,0.9550,0.0960,0.0000,0
792,1.0610,0.9610,0.0990,0.0010,0
793,1.0720,0.9750,0.0960,0.0010,0
794,1.0600,0.9610,0.0980,0.0010,0
795,1.0730,0.9770,0.0960,0.0000,0
796,1.0500,0.9540,0.0960,0.0000,0
797,1.0520,0.9560,0.0960,0.0000,0
798,1.0510,0.9540,0.0960,0.0010,0
799,1.0520,0.9530,0.0990,0.0000,0
800,1.0640,0.9550,0.1080,0.0010,0
801,1.0760,0.9790,0.0970,0.0000,0
802,1.0560,0.9590,0.0960,0.0010,0
803,1.0700,0.9730,0.0960,0.0010,0
804,1.0580,0.9590,0.0990,0.0000,0
805,1.0800,0.9810,0.0980,0.0010,0
806,1.0720,0.9720,0.0990,0.0010,0
807,1.0630,0.9660,0.0970,0.0000,0
808,1.0520,0.9550,0.0960,0.0000,0
809,1.0540,0.9570,0.0960,0.0010,0
810,1.1000,1.0020,0.0970,0.0010,0
811,1.0950,0.9990,0.0960,0.0000,0
812,1.0770,0.9650,0.1110,0.0010,0
813,1.0620,0.9650,0.0960,0.0010,0
814,1.0650,0.9680,0.0960,0.0010,0
815,1.0670,0.9700,0.0960,0.0010,0
816,1.1090,1.0120,0.0970,0.0000,0
817,1.0600,0.9640,0.0960,0.0000,0
818,1.0640,0.9670,0.0970,0.0000,0
819,1.0830,0.9860,0.0970,0.0000,0
820,1.0720,0.9750,0.0960,0.0010,0
821,1.0610,0.9640,0.0960,0.0010,0
822,1.0590,0.9620,0.0970,0.0000,0
823,1.0750,0.9710,0.1030,0.0010,0
824,1.1010,1.0030,0.0970,0.0000,0
825,1.0560,0.9590,0.0970,0.0000,0
826,1.0710,0.9530,0.1170,0.0010,0
827,1.0640,0.9670,0.0960,0.0010,0
828,1.0940,0.9970,0.0960,0.0010,0
829,1.0580,0.9610,0.0970,0.0000,0
830,1.0580,0.9620,0.0960,0.0000,0
831,1.0780,0.9810,0.0960,0.0010,0
832,1.0640,0.9680,0.0950,0.0010,0
833,1.0620,0.9650,0.0970,0.0000,0
834,1.0800,0.9830,0.0960,0.0010,0
835,1.0760,0.9790,0.0960,0.0010,0
836,1.0590,0.9620,0.0960,0.0010,0
837,1.0530,0.9560,0.0960,0.0010,0
838,1.0590,0.9620,0.0960,0.0010,0
839,1.0550,0.9590,0.0960,0.0000,0
840,1.0560,0.9600,0.0960,0.0000,0
841,1.0550,0.9580,0.0960,0.0010,0
842,1.1000,1.0030,0.0960,0.0010,0
843,1.0600,0.9630,0.0970,0.0000,0
844,1.0550,0.9580,0.0960,0.0010,0
845,1.0590,0.9620,0.0960,0.0000,0
846,1.0710,0.9740,0.0960,0.0010,0
847,1.0510,0.9540,0.0960,0.0010,0
848,1.0690,0.9720,0.0960,0.0010,0
849,1.0700,0.9540,0.1150,0.0010,0
850,1.0970,0.9990,0.0970,0.0010,0
851,1.0540,0.9530,0.1000,0.0010,0
852,1.0590,0.9620,0.0960,0.0010,0
853,1.0760,0.9770,0.0990,0.0000,0
854,1.0540,0.9570,0.0960,0.0000,0
855,1.0540,0.9570,0.0960,0.0010,0
856,1.0520,0.9550,0.0960,0.0010,0
857,1.0470,0.9500,0.0960,0.0010,0
858,1.0620,0.9640,0.0970,0.0000,0
859,1.0640,0.9670,0.0970,0.0000,0
860,1.0450,0.9480,0.0960,0.0010,0
861,1.0760,0.9790,0.0960,0.0000,0
862,1.0590,0.9620,0.0960,0.0010,0
863,1.0570,0.9600,0.0960,0.0010,0
864,1.0550,0.9580,0.0960,0.0010,0
865,1.0540,0.9570,0.0960,0.0010,0
866,1.0690,0.9720,0.0960,0.0000,0
867,1.0530,0.9550,0.0980,0.0000,0
868,1.0560,0.9570,0.0990,0.0000,0
869,1.0640,0.9670,0.0970,0.0000,0
870,1.0790,0.9810,0.0970,0.0010,0
871,1.0600,0.9630,0.0960,0.0010,0
872,1.0560,0.9590,0.0960,0.0010,0
873,1.0720,0.9610,0.1110,0.0000,0
874,1.0540,0.9570,0.0970,0.0000,0
875,1.0540,0.9570,0.0960,0.0010,0
876,1.0650,0.9680,0.0970,0.0000,0
877,1.0910,0.9880,0.1020,0.0010,0
878,1.0560,0.9550,0.1010,0.0000,0
879,1.0580,0.9610,0.0960,0.0010,0
880,1.0590,0.9600,0.0980,0.0010,0
881,1.0770,0.9800,0.0970,0.0000,0
882,1.0520,0.9550,0.0970,0.0000,0
883,1.0600,0.9630,0.0960,0.0010,0
884,1.0520,0.9540,0.0980,0.0000,0
885,1.0500,0.9530,0.0960,0.0010,0
886,1.0500,0.9530,0.0960,0.0010,0
887,1.0840,0.9870,0.0960,0.0010,0
888,1.0650,0.9680,0.0970,0.0000,0
889,1.0750,0.9780,0.0960,0.0010,0
890,1.0610,0.9640,0.0970,0.0000,0
891,1.0800,0.9830,0.0960,0.0010,0
892,1.0750,0.9780,0.0960,0.0010,0
893,1.0570,0.9600,0.0960,0.0010,0
894,1.0550,0.9570,0.0970,0.0000,0
895,1.0650,0.9690,0.0960,0.0000,0
896,1.0560,0.9590,0.0960,0.0010,0
897,1.0740,0.9780,0.0960,0.0000,0
898,1.0660,0.9650,0.1000,0.0010,0
899,1.0730,0.9740,0.0990,0.0000,0
900,1.0640,0.9650,0.0990,0.0000,0
901,1.0510,0.9540,0.0970,0.0000,0
902,1.0440,0.9470,0.0970,0.0000,0
903,1.0660,0.9670,0.0980,0.0010,0
904,1.0650,0.9670,0.0970,0.0010,0
905,1.0720,0.9740,0.0980,0.0000,0
906,1.0710,0.9710,0.1000,0.0000,0
907,1.0860,0.9860,0.0990,0.0010,0
908,1.0680,0.9700,0.0970,0.0010,0
909,1.0650,0.9680,0.0970,0.0000,0
910,1.0570,0.9600,0.0960,0.0010,0
911,1.0680,0.9710,0.0970,0.0000,0
912,1.0890,0.9830,0.1060,0.0000,0
913,1.0610,0.9640,0.0970,0.0000,0
914,1.0780,0.9810,0.0960,0.0010,0
915,1.0570,0.9600,0.0960,0.0010,0
916,1.0780,0.9810,0.0970,0.0000,0
917,1.0660,0.9690,0.0970,0.0000,0
918,1.0580,0.9600,0.0970,0.0010,0
919,1.0580,0.9590,0.0990,0.0000,0
920,1.0750,0.9780,0.0960,0.0010,0
921,1.0550,0.9590,0.0960,0.0000,0
922,1.0610,0.9640,0.0970,0.0000,0
923,1.0550,0.9550,0.0990,0.0010,0
924,1.0770,0.9800,0.0960,0.0010,0
925,1.0640,0.9660,0.0980,0.0000,0
926,1.0680,0.9710,0.0970,0.0000,0
927,1.0780,0.9810,0.0960,0.0010,0
928,1.0680,0.9720,0.0960,0.0000,0
929,1.0680,0.9710,0.0960,0.0010,0
930,1.0510,0.9550,0.0960,0.0000,0
931,1.0680,0.9710,0.0960,0.0010,0
932,1.0530,0.9550,0.0970,0.0010,0
933,1.0780,0.9810,0.0960,0.0010,0
934,1.0620,0.9620,0.0990,0.0010,0
935,1.0730,0.9770,0.0960,0.0000,0
936,1.0720,0.9750,0.0970,0.0000,0
937,1.0630,0.9660,0.0960,0.0010,0
938,1.0700,0.9620,0.1070,0.0010,0
939,1.0540,0.9560,0.0980,0.0000,0
940,1.0740,0.9740,0.0990,0.0010,0
941,1.0720,0.9720,0.0990,0.0010,0
942,1.0780,0.9800,0.0970,0.0010,0
943,1.0700,0.9720,0.0980,0.0000,0
944,1.0760,0.9790,0.0970,0.0000,0
945,1.0700,0.9710,0.0980,0.0010,0
946,1.0770,0.9800,0.0970,0.0000,0
947,1.0560,0.9570,0.0980,0.0010,0
948,1.0630,0.9660,0.0970,0.0000,0
949,1.0570,0.9530,0.1040,0.0000,0
950,1.0640,0.9670,0.0960,0.0010,0
951,1.0670,0.9700,0.0970,0.0000,0
952,1.0770,0.9800,0.0960,0.0010,0
953,1.0760,0.9790,0.0960,0.0010,0
954,1.0600,0.9610,0.0980,0.0010,0
955,1.0800,0.9830,0.0970,0.0000,0
956,1.0610,0.9610,0.0990,0.0010,0
957,1.0660,0.9690,0.0960,0.0010,0
958,1.0540,0.9570,0.0960,0.0010,0
959,1.0510,0.9520,0.0980,0.0010,0
960,1.0730,0.9770,0.0960,0.0000,0
961,1.0830,0.9850,0.0970,0.0010,0
962,1.0740,0.9750,0.0990,0.0000,0
963,1.0550,0.9580,0.0960,0.0010,0
964,1.0670,0.9660,0.1000,0.0010,0
965,1.0590,0.9620,0.0970,0.0000,0
966,1.0550,0.9580,0.0960,0.0010,0
967,1.0650,0.9680,0.0960,0.0010,0
968,1.0660,0.9690,0.0960,0.0010,0
969,1.0620,0.9650,0.0970,0.0000,0
970,1.0740,0.9770,0.0970,0.0000,0
971,1.0600,0.9600,0.1000,0.0000,0
972,1.0810,0.9850,0.0960,0.0000,0
973,1.0570,0.9560,0.1010,0.0000,0
974,1.0520,0.9560,0.0960,0.0000,0
975,1.0680,0.9710,0.0960,0.0010,0
976,1.0670,0.9690,0.0970,0.0010,0
977,1.0730,0.9740,0.0980,0.0010,0
978,1.0720,0.9750,0.0960,0.0010,0
979,1.0660,0.9660,0.0990,0.0010,0
980,1.0690,0.9720,0.0970,0.0000,0
981,1.0580,0.9600,0.0970,0.0010,0
982,1.0620,0.9640,0.0970,0.0010,0
983,1.0890,0.9910,0.0970,0.0010,0
984,1.0640,0.9660,0.0980,0.0000,0
985,1.0650,0.9640,0.1000,0.0010,0
986,1.0710,0.9710,0.0990,0.0010,0
987,1.0550,0.9570,0.0970,0.0010,0
988,1.1350,1.0370,0.0970,0.0010,0
989,1.0640,0.9660,0.0980,0.0000,0
990,1.0900,0.9930,0.0960,0.0010,0
991,1.0660,0.9660,0.0990,0.0010,0
992,1.0730,0.9770,0.0960,0.0000,0
993,1.0670,0.9700,0.0960,0.0010,0
994,1.0730,0.9760,0.0960,0.0010,0
995,1.0570,0.9610,0.0960,0.0000,0
996,1.0580,0.9620,0.0960,0.0000,0
997,1.0960,0.9960,0.1000,0.0000,0
998,1.0920,0.9930,0.0980,0.0010,0
999,1.0640,0.9650,0.0980,0.0010,0
1000,1.0660,0.9700,0.0960,0.0000,0
1001,1.0650,0.9640,0.1000,0.0010,0
1002,1.0600,0.9630,0.0960,0.0010,0
1003,1.0560,0.9580,0.0970,0.0010,0
1004,1.0720,0.9750,0.0960,0.0010,0
1005,1.0550,0.9550,0.0990,0.0010,0
1006,1.0900,0.9940,0.0960,0.0000,0
1007,1.1020,1.0050,0.0970,0.0000,0
1008,1.0640,0.9680,0.0960,0.0000,0
1009,1.0580,0.9610,0.0960,0.0010,0
1010,1.0580,0.9610,0.0970,0.0000,0
1011,1.0520,0.9550,0.0960,0.0010,0
1012,1.0700,0.9600,0.1090,0.0010,0
1013,1.0520,0.9550,0.0960,0.0010,0
1014,1.0820,0.9850,0.0970,0.0000,0
1015,1.0630,0.9660,0.0960,0.0010,0
1016,1.0610,0.9650,0.0960,0.0000,0
1017,1.0650,0.9680,0.0970,0.0000,0
1018,1.0780,0.9800,0.0970,0.0010,0
1019,1.0550,0.9580,0.0960,0.0010,0
1020,1.0680,0.9710,0.0960,0.0010,0
1021,1.0570,0.9590,0.0980,0.0000,0
1022,1.0690,0.9710,0.0970,0.0010,0
1023,1.0650,0.9650,0.0990,0.0010,0
1024,1.0710,0.9730,0.0980,0.0000,0
1025,1.0710,0.9730,0.0970,0.0010,0
1026,1.0880,0.9900,0.0970,0.0010,0
1027,1.0760,0.9770,0.0980,0.0010,0
1028,1.0900,0.9910,0.0980,0.0010,0
1029,1.1120,1.0140,0.0970,0.0010,0
1030,1.0590,0.9610,0.0970,0.0010,0
1031,1.0950,0.9970,0.0960,0.0010,0
1032,1.0710,0.9730,0.0970,0.0010,0
1033,1.0900,0.9890,0.1000,0.0010,0
1034,1.0860,0.9860,0.1000,0.0000,0
1035,1.1410,0.9990,0.1410,0.0010,0
1036,1.1740,1.0610,0.1120,0.0010,0
1037,1.2050,1.0850,0.1200,0.0000,0
1038,1.2220,1.1050,0.1160,0.0000,0
1039,1.1620,1.0510,0.1100,0.0010,0
1040,1.1900,1.0820,0.1080,0.0000,0
1041,1.2270,1.1170,0.1090,0.0010,0
1042,1.1920,1.0790,0.1120,0.0010,0
1043,1.2360,1.1210,0.1150,0.0000,0
1044,1.1500,1.0450,0.1040,0.0010,0
1045,1.2110,1.0950,0.1160,0.0000,0
1046,1.2200,1.0970,0.1220,0.0010,0
1047,1.2020,1.0890,0.1120,0.0010,0
1048,1.1960,1.0870,0.1090,0.0000,0
1049,1.2110,1.1010,0.1090,0.0010,0
1050,1.1930,1.0810,0.1110,0.0010,0
1051,1.1960,1.0840,0.1110,0.0010,0
1052,1.2150,1.0940,0.1200,0.0010,0
1053,1.3580,1.2340,0.1230,0.0010,0
1054,1.6970,1.5540,0.1420,0.0010,0
1055,1.3160,1.1590,0.1560,0.0010,0
1056,1.1280,1.0170,0.1110,0.0000,0
1057,1.1390,1.0420,0.0970,0.0000,0
1058,1.0840,0.9860,0.0970,0.0010,0
1059,1.1080,1.0060,0.1010,0.0010,0
1060,1.0820,0.9820,0.1000,0.0000,0
1061,1.0700,0.9680,0.1010,0.0010,0
1062,1.0950,0.9790,0.1150,0.0010,0
1063,1.1000,0.9980,0.1010,0.0010,0
1064,1.0680,0.9700,0.0980,0.0000,0
1065,1.1060,1.0070,0.0980,0.0010,0
1066,1.0740,0.9750,0.0990,0.0000,0
1067,1.0710,0.9720,0.0980,0.0010,0
1068,1.0790,0.9810,0.0980,0.0000,0
1069,1.0840,0.9830,0.1000,0.0010,0
1070,1.0790,0.9810,0.0970,0.0010,0
1071,1.0610,0.9630,0.0970,0.0010,0
1072,1.0720,0.9740,0.0980,0.0000,0
1073,1.1060,1.0070,0.0980,0.0010,0
1074,1.0720,0.9730,0.0990,0.0000,0
1075,1.0940,0.9810,0.1120,0.0010,0
1076,1.0930,0.9920,0.1010,0.0000,0
1077,1.1010,0.9990,0.1010,0.0010,0
1078,1.0760,0.9750,0.1000,0.0010,0
1079,1.0600,0.9630,0.0970,0.0000,0
1080,1.1100,1.0130,0.0960,0.0010,0
1081,1.1010,1.0030,0.0970,0.0010,0
1082,1.1020,1.0050,0.0970,0.0000,0
1083,1.0810,0.9840,0.0970,0.0000,0
1084,1.0950,0.9980,0.0970,0.0000,0
1085,1.0760,0.9790,0.0970,0.0000,0
1086,1.0700,0.9730,0.0970,0.0000,0
1087,1.0730,0.9750,0.0970,0.0010,0
1088,1.0890,0.9920,0.0970,0.0000,0
1089,1.0690,0.9710,0.0970,0.0010,0
1090,1.0680,0.9710,0.0970,0.0000,0
1091,1.0740,0.9770,0.0970,0.0000,0
1092,1.0820,0.9820,0.1000,0.0000,0
1093,1.0830,0.9830,0.0990,0.0010,0
1094,1.0670,0.9680,0.0980,0.0010,0
1095,1.0830,0.9860,0.0970,0.0000,0
1096,1.0930,0.9960,0.0960,0.0010,0
1097,1.0730,0.9760,0.0960,0.0010,0
1098,1.0630,0.9660,0.0970,0.0000,0
1099,1.0780,0.9810,0.0970,0.0000,0
1100,1.0660,0.9680,0.0970,0.0010,0
1101,1.0640,0.9660,0.0980,0.0000,0
1102,1.0610,0.9640,0.0960,0.0010,0
1103,1.0810,0.9840,0.0960,0.0010,0
1104,1.0860,0.9890,0.0970,0.0000,0
1105,1.0770,0.9800,0.0970,0.0000,0
1106,1.0700,0.9730,0.0960,0.0010,0
1107,1.0880,0.9910,0.0960,0.0010,0
1108,1.0720,0.9760,0.0960,0.0000,0
1109,1.0730,0.9730,0.0990,0.0010,0
1110,1.0710,0.9750,0.0960,0.0000,0
1111,1.0920,0.9950,0.0970,0.0000,0
1112,1.0600,0.9630,0.0970,0.0000,0
1113,1.0640,0.9670,0.0970,0.0000,0
1114,1.1120,1.0000,0.1110,0.0010,0
1115,1.1000,1.0030,0.0960,0.0010,0
1116,1.0700,0.9730,0.0960,0.0010,0
1117,1.0680,0.9710,0.0970,0.0000,0
1118,1.0650,0.9680,0.0960,0.0010,0
1119,1.0840,0.9870,0.0970,0.0000,0
1120,1.0720,0.9750,0.0960,0.0010,0
1121,1.0670,0.9700,0.0960,0.0010,0
1122,1.0870,0.9900,0.0970,0.0000,0
1123,1.0700,0.9730,0.0960,0.0010,0
1124,1.0720,0.9760,0.0960,0.0000,0
1125,1.0650,0.9680,0.0960,0.0010,0
1126,1.0810,0.9830,0.0970,0.0010,0
1127,1.0930,0.9960,0.0960,0.0010,0
1128,1.0740,0.9770,0.0970,0.0000,0
1129,1.0810,0.9840,0.0970,0.0000,0
1130,1.0720,0.9750,0.0970,0.0000,0
1131,1.0710,0.9720,0.0990,0.0000,0
1132,1.0720,0.9750,0.0970,0.0000,0
1133,1.0670,0.9700,0.0970,0.0000,0
1134,1.0890,0.9920,0.0960,0.0010,0
1135,1.0670,0.9700,0.0960,0.0010,0
1136,1.0690,0.9720,0.0960,0.0010,0
1137,1.0890,0.9920,0.0960,0.0010,0
1138,1.0580,0.9610,0.0960,0.0010,0
1139,1.0680,0.9710,0.0970,0.0000,0
1140,1.0660,0.9690,0.0970,0.0000,0
1141,1.0690,0.9720,0.0970,0.0000,0
1142,1.1100,1.0110,0.0990,0.0000,0
1143,1.1040,1.0070,0.0960,0.0010,0
1144,1.0850,0.9880,0.0970,0.0000,0
1145,1.0820,0.9850,0.0970,0.0000,0
1146,1.0760,0.9800,0.0960,0.0000,0
