iteration,temps_total_ms,temps_fourmis_ms,temps_evap_ms,temps_update_ms,temps_render_ms,food_quantity
1193,34.483,1.713,0.431,0.005,32.327,0
1194,32.388,2.193,0.629,0.015,29.543,0
1195,33.795,1.812,0.475,0.010,31.492,0
1196,33.355,1.882,0.455,0.006,31.001,0
1197,32.751,1.972,0.463,0.005,30.305,0
1198,34.486,1.847,0.452,0.005,32.175,0
1199,32.936,2.342,0.595,0.006,29.976,0
1200,33.488,2.420,0.501,0.006,30.552,0
1201,33.134,1.988,0.562,0.005,30.571,0
1202,33.344,2.369,0.636,0.009,30.314,0
1203,32.711,1.944,0.465,0.005,30.284,0
1204,33.757,1.880,0.499,0.011,31.360,0
1205,33.329,1.991,0.506,0.012,30.812,0
1206,33.366,2.170,0.582,0.007,30.598,0
1207,32.681,2.070,0.564,0.013,30.026,0
1208,34.084,1.728,0.464,0.005,31.880,0
1209,33.519,1.940,0.471,0.005,31.096,0
1210,32.933,3.086,0.656,0.009,29.172,0
1211,34.590,2.348,0.675,0.016,31.542,0
1212,31.663,2.216,0.673,0.006,28.760,0
1213,33.300,1.785,0.401,0.004,31.105,0
1214,33.879,1.886,0.477,0.008,31.502,0
1215,32.666,2.035,0.507,0.006,25.721,0
1216,33.338,1.926,0.546,0.005,30.629,0
1217,33.347,1.938,0.505,0.006,30.806,0
1218,34.028,2.046,0.529,0.012,31.433,0
1219,33.269,2.179,0.620,0.007,30.430,0
1220,33.259,2.385,0.587,0.010,30.269,0
1221,32.822,1.851,0.489,0.005,30.471,0
1222,34.191,2.038,0.640,0.012,31.489,0
1223,32.300,2.220,0.565,0.007,29.499,0
1224,34.109,1.994,0.556,0.013,31.540,0
1225,32.785,2.128,0.754,0.009,29.860,0
1226,33.549,1.918,0.497,0.006,31.118,0
1227,33.721,2.067,0.532,0.007,31.107,0
1228,33.627,2.202,0.584,0.014,30.819,0
1229,33.193,2.442,0.676,0.009,30.057,0
1230,32.353,2.328,0.608,0.007,29.402,0
1231,33.070,2.169,0.549,0.007,30.050,0
1232,33.776,2.061,0.507,0.006,31.196,0
1233,33.590,2.059,0.542,0.013,30.968,0
1234,32.926,2.465,0.539,0.009,29.904,0
1235,33.571,2.127,0.557,0.013,30.864,0
1236,35.108,2.237,0.585,0.007,32.268,0
1237,31.062,2.707,0.662,0.008,27.665,0
1238,33.631,2.017,0.671,0.007,30.928,0
1239,33.529,2.089,0.548,0.007,30.877,0
1240,33.767,2.310,0.641,0.016,30.790,0
1241,33.740,2.299,0.612,0.009,30.811,0
1242,32.516,2.549,0.764,0.019,29.172,0
1243,33.186,2.256,0.637,0.014,30.269,0
1244,33.107,2.260,0.556,0.008,30.274,0
1245,34.299,2.224,0.604,0.008,31.456,0
1246,32.327,3.056,0.921,0.019,28.320,0
1247,33.640,2.059,0.533,0.006,31.035,0
1248,35.293,2.124,0.609,0.013,32.538,0
1249,31.750,2.612,0.570,0.007,28.552,0
1250,32.022,2.428,0.669,0.007,28.910,0
1251,32.449,3.208,0.573,0.006,28.653,0
1252,33.547,1.795,0.572,0.006,31.167,0
1253,33.321,2.142,0.615,0.012,30.546,0
1254,42.065,1.993,0.597,0.015,39.449,0
1255,28.692,4.626,1.102,0.016,22.931,0
1256,29.519,2.389,0.691,0.017,26.413,0
1257,33.095,2.324,0.666,0.009,30.089,0
1258,33.452,1.930,0.550,0.010,30.956,0
1259,33.300,1.851,0.495,0.011,30.936,0
1260,33.626,1.865,0.600,0.007,31.147,0
1261,33.419,2.041,0.561,0.007,30.802,0
1262,33.285,2.090,0.596,0.013,30.572,0
1263,32.953,2.258,0.641,0.015,30.030,0
1264,33.351,2.072,0.547,0.012,30.712,0
1265,35.264,2.438,0.691,0.010,32.117,0
1266,31.157,2.601,0.775,0.009,27.759,0
1267,33.660,2.545,0.642,0.006,30.459,0
1268,33.728,3.279,1.167,0.018,29.254,0
1269,33.342,2.126,0.630,0.014,30.564,0
1270,32.254,2.353,0.613,0.014,29.264,0
1271,34.270,1.867,0.515,0.010,31.872,0
1272,33.182,2.016,0.551,0.011,30.596,0
1273,33.930,2.178,0.592,0.008,31.144,0
1274,33.214,2.538,0.678,0.007,29.982,0
1275,32.804,2.254,0.645,0.015,29.881,0
1276,34.682,2.214,0.600,0.007,31.852,0
1277,31.856,2.827,0.789,0.018,28.213,0
1278,33.974,2.130,0.562,0.010,31.263,0
1279,33.085,2.320,0.653,0.017,30.085,0
1280,35.231,2.358,0.602,0.010,32.252,0
1281,30.725,2.519,0.599,0.009,27.589,0
1282,33.636,2.000,0.527,0.012,31.090,0
1283,33.030,2.150,0.570,0.007,30.294,0
1284,34.189,2.004,0.492,0.006,31.678,0
1285,33.731,2.314,0.586,0.010,30.812,0
1286,34.131,2.496,0.686,0.008,30.931,0
1287,31.913,2.774,0.749,0.009,28.371,0
1288,33.110,2.335,0.647,0.016,30.102,0
1289,32.625,2.347,0.632,0.016,29.621,0
1290,33.497,2.044,0.543,0.013,30.889,0
1291,34.062,2.109,0.590,0.014,31.341,0
1292,33.348,2.516,0.818,0.010,29.993,0
1293,33.589,2.475,0.628,0.008,30.457,0
1294,33.469,2.332,0.647,0.009,30.471,0
1295,32.145,2.561,0.756,0.020,28.799,0
1296,33.224,2.273,0.537,0.008,30.399,0
1297,33.400,2.148,0.625,0.014,30.605,0
1298,33.285,2.106,0.608,0.013,30.549,0
1299,33.795,2.080,0.588,0.013,31.107,0
1300,34.984,2.268,0.890,0.011,31.808,0
1301,33.015,2.795,0.869,0.020,29.321,0
1302,31.183,2.703,0.753,0.020,27.698,0
1303,33.305,1.923,0.504,0.011,30.859,0
1304,33.351,2.026,0.537,0.012,30.768,0
1305,34.036,2.019,0.505,0.007,31.497,0
1306,34.212,2.208,0.551,0.007,31.431,0
1307,33.757,2.472,0.659,0.008,30.599,0
1308,32.028,2.703,0.701,0.008,28.605,0
1309,33.019,2.348,0.654,0.016,29.991,0
1310,32.809,2.405,0.612,0.008,29.776,0
1311,33.189,1.913,0.500,0.005,30.763,0
1312,34.065,1.977,0.522,0.011,31.547,0
1313,33.211,2.251,0.566,0.007,30.378,0
1314,33.320,2.254,0.608,0.015,30.435,0
1315,32.729,2.332,0.565,0.007,29.818,0
1316,34.118,2.013,0.488,0.006,31.605,0
1317,33.523,2.427,0.649,0.008,30.432,0
1318,34.002,2.422,0.680,0.017,30.873,0
1319,32.783,2.734,0.769,0.019,29.251,0
1320,33.644,2.327,0.675,0.016,30.617,0
1321,31.868,2.614,0.714,0.009,28.521,0
1322,33.728,2.073,0.496,0.006,31.145,0
1323,33.139,2.042,0.598,0.013,30.479,0
1324,33.116,2.279,0.669,0.013,30.147,0
1325,33.331,2.053,0.514,0.007,30.749,0
1326,33.479,1.978,0.528,0.012,30.954,0
1327,33.351,2.145,0.562,0.007,30.629,0
1328,33.479,2.187,0.565,0.008,30.711,0
1329,33.564,2.087,0.561,0.007,30.901,0
1330,33.716,2.184,0.547,0.009,30.967,0
1331,32.782,2.190,0.595,0.008,29.981,0
1332,33.589,2.440,0.694,0.014,30.432,0
1333,33.989,2.401,0.640,0.008,30.930,0
1334,32.334,2.798,0.733,0.010,28.783,0
1335,33.739,2.347,0.597,0.009,30.778,0
1336,33.144,2.393,0.644,0.009,30.089,0
1337,32.781,2.193,0.577,0.013,29.990,0
1338,33.297,2.436,0.696,0.014,30.135,0
1339,32.884,2.173,0.626,0.014,30.064,0
1340,33.247,1.978,0.489,0.010,30.763,0
1341,33.596,1.889,0.508,0.011,31.180,0
1342,34.047,1.965,0.486,0.006,31.584,0
1343,33.081,2.311,0.574,0.007,30.180,0
1344,32.906,2.326,0.661,0.017,29.894,0
1345,33.003,2.298,0.622,0.006,30.068,0
1346,34.048,2.131,0.555,0.013,31.341,0
1347,33.942,2.249,0.561,0.006,31.117,0
1348,31.901,2.527,0.681,0.008,28.674,0
1349,34.494,2.070,0.492,0.007,31.918,0
1350,34.322,2.379,0.632,0.009,31.294,0
1351,31.733,2.698,0.767,0.020,28.238,0
1352,32.691,2.318,0.647,0.017,29.701,0
1353,33.807,1.982,0.500,0.006,31.312,0
1354,34.733,2.128,0.576,0.009,32.013,0
1355,32.075,2.885,0.711,0.008,28.461,0
1356,34.053,2.295,0.540,0.007,31.203,0
1357,33.151,2.379,0.650,0.009,30.104,0
1358,32.168,2.283,0.666,0.016,29.182,0
1359,32.983,2.084,0.550,0.013,30.328,0
1360,33.585,1.897,0.524,0.011,31.145,0
1361,33.370,1.900,0.514,0.012,30.937,0
1362,33.900,1.960,0.521,0.006,31.406,0
1363,33.460,2.225,0.800,0.016,30.410,0
1364,33.336,2.320,0.632,0.015,30.361,0
1365,32.458,2.244,0.633,0.015,29.558,0
1366,35.877,2.026,0.499,0.007,33.338,0
1367,32.251,2.639,0.751,0.009,28.842,0
1368,32.239,2.540,0.775,0.019,28.894,0
1369,33.244,2.247,0.663,0.015,30.303,0
1370,32.988,1.907,0.483,0.007,30.583,0
1371,34.068,2.018,0.469,0.006,31.568,0
1372,33.879,2.276,0.619,0.016,30.959,0
1373,31.849,2.452,0.692,0.008,28.687,0
1374,34.577,1.975,0.528,0.013,32.053,0
1375,33.670,2.318,0.674,0.016,30.652,0
1376,32.340,2.446,0.739,0.018,29.128,0
1377,32.962,1.942,0.530,0.007,30.476,0
1378,33.557,2.213,0.551,0.009,30.776,0
1379,34.722,2.133,0.572,0.008,32.001,0
1380,31.822,2.561,0.676,0.008,28.567,0
1381,33.273,2.271,0.677,0.016,30.301,0
1382,33.804,2.203,0.576,0.008,31.010,0
1383,33.186,2.204,0.610,0.015,30.348,0
1384,33.524,2.435,0.613,0.009,30.457,0
1385,33.062,2.364,0.591,0.008,30.090,0
1386,33.363,2.267,0.605,0.015,30.468,0
1387,33.715,2.270,0.644,0.016,30.776,0
1388,32.056,2.478,0.715,0.033,28.822,0
1389,34.275,2.010,0.520,0.012,31.726,0
1390,32.402,2.335,0.667,0.016,29.374,0
1391,34.054,2.029,0.535,0.015,31.467,0
1392,33.018,2.247,0.567,0.009,30.186,0
1393,33.042,2.072,0.631,0.015,30.315,0
1394,33.145,1.990,0.519,0.012,30.616,0
1395,33.084,1.981,0.528,0.012,30.556,0
1396,33.839,2.034,0.527,0.012,31.259,0
1397,33.936,1.987,0.564,0.012,31.361,0
1398,32.498,2.332,0.706,0.010,29.442,0
1399,33.453,2.109,0.524,0.007,30.805,0
1400,33.693,1.996,0.572,0.012,31.099,0
1401,33.348,2.074,0.562,0.007,30.696,0
1402,33.619,2.248,0.561,0.009,30.792,0
1403,33.232,2.267,0.659,0.016,30.282,0
1404,32.969,2.265,0.760,0.009,29.925,0
1405,32.786,2.251,0.538,0.006,29.982,0
1406,33.793,1.977,0.491,0.007,31.308,0
1407,33.014,2.105,0.563,0.008,30.331,0
1408,32.584,2.098,0.629,0.013,29.836,0
1409,33.587,1.962,0.594,0.012,31.012,0
1410,34.072,1.949,0.476,0.005,31.636,0
1411,33.768,2.218,0.638,0.015,30.889,0
1412,32.965,2.257,0.641,0.015,30.043,0
1413,33.011,2.189,0.639,0.014,30.150,0
1414,33.716,2.140,0.575,0.007,30.987,0
1415,35.067,2.340,0.577,0.008,32.133,0
1416,30.742,2.971,0.930,0.011,26.819,0
1417,33.590,1.956,0.494,0.006,31.125,0
1418,33.805,2.035,0.584,0.006,31.172,0
1419,33.159,2.192,0.568,0.007,30.384,0
1420,33.788,2.187,0.618,0.014,30.960,0
1421,32.520,2.353,0.726,0.010,29.421,0
1422,33.812,2.145,0.622,0.014,31.022,0
1423,33.518,2.425,0.660,0.009,30.402,0
1424,32.533,2.504,0.709,0.014,29.296,0
1425,33.815,2.033,0.541,0.013,31.221,0
1426,33.801,2.205,0.620,0.016,30.952,0
1427,32.240,2.203,0.540,0.007,29.481,0
1428,33.949,1.877,0.508,0.010,31.547,0
1429,33.943,2.180,0.690,0.009,31.055,0
1430,32.106,2.633,0.826,0.007,28.629,0
1431,33.318,1.965,0.526,0.006,30.805,0
1432,33.733,2.086,0.611,0.014,31.015,0
1433,33.205,2.300,0.609,0.015,30.273,0
1434,34.052,2.164,0.572,0.008,31.300,0
1435,32.281,2.343,0.695,0.017,29.218,0
1436,33.547,2.059,0.684,0.007,30.789,0
1437,33.088,2.143,0.595,0.007,30.335,0
1438,34.563,2.143,0.620,0.013,31.779,0
1439,32.320,2.564,0.702,0.009,29.035,0
1440,33.415,2.305,0.620,0.015,30.466,0
1441,33.364,2.284,0.605,0.015,30.452,0
1442,33.212,2.367,0.575,0.009,30.254,0
1443,33.776,2.308,0.632,0.016,30.811,0
1444,32.651,2.325,0.625,0.016,29.676,0
1445,33.276,2.255,0.714,0.015,30.283,0
1446,33.312,2.102,0.598,0.014,30.591,0
1447,33.136,2.141,0.595,0.007,30.386,0
1448,33.123,2.069,0.517,0.042,30.487,0
1449,33.557,2.065,0.499,0.007,30.978,0
1450,33.118,2.378,0.588,0.006,30.138,0
1451,33.457,2.001,0.488,0.007,30.954,0
1452,33.035,1.885,0.483,0.011,30.650,0
1453,33.632,1.923,0.468,0.006,31.228,0
1454,34.405,1.990,0.490,0.006,31.910,0
1455,31.995,2.282,0.818,0.019,28.867,0
1456,33.111,1.982,0.493,0.009,30.620,0
1457,33.717,1.879,0.514,0.006,31.312,0
1458,34.068,2.043,0.520,0.008,31.489,0
1459,32.350,2.232,0.566,0.007,29.537,0
1460,33.239,2.018,0.543,0.009,30.661,0
1461,33.519,2.043,0.548,0.013,30.908,0
1462,33.696,1.986,0.526,0.012,31.159,0
1463,33.305,2.131,0.638,0.014,30.514,0
1464,33.649,2.397,0.608,0.008,30.626,0
1465,34.106,2.334,0.583,0.007,31.173,0
1466,32.574,2.582,0.684,0.010,29.288,0
1467,33.088,2.218,0.553,0.008,30.299,0
1468,32.503,2.315,0.662,0.016,29.501,0
1469,34.452,2.045,0.549,0.013,31.838,0
1470,32.660,2.401,0.630,0.009,29.611,0
1471,33.688,2.218,0.606,0.007,30.849,0
1472,33.531,2.371,0.631,0.017,30.502,0
1473,32.822,2.331,0.692,0.017,29.772,0
1474,32.836,2.363,0.627,0.016,29.821,0
1475,33.844,1.985,0.491,0.006,31.355,0
1476,33.588,2.129,0.596,0.014,30.841,0
1477,33.208,2.315,0.634,0.016,30.233,0
1478,33.320,2.375,0.580,0.009,30.346,0
1479,32.929,2.487,0.627,0.008,29.793,0
1480,33.852,1.940,0.560,0.012,31.332,0
1481,33.224,2.417,0.711,0.015,30.072,0
1482,33.002,2.432,0.676,0.007,29.878,0
1483,33.009,2.205,0.606,0.007,30.183,0
1484,32.914,1.960,0.505,0.011,30.428,0
1485,33.782,2.002,0.524,0.012,31.236,0
1486,32.981,2.102,0.776,0.013,30.081,0
1487,35.001,2.009,0.485,0.007,32.487,0
1488,31.692,2.173,0.643,0.014,28.853,0
1489,34.117,2.108,0.543,0.010,31.449,0
1490,33.272,2.417,0.644,0.008,30.194,0
1491,34.339,2.375,0.673,0.017,31.265,0
1492,31.993,2.599,0.680,0.008,28.693,0
1493,33.580,2.232,0.600,0.007,30.725,0
1494,33.589,2.230,0.552,0.009,30.789,0
1495,33.218,2.493,0.660,0.007,30.047,0
1496,34.176,2.392,0.683,0.017,31.075,0
1497,31.516,2.703,0.763,0.021,28.019,0
1498,33.785,2.042,0.585,0.014,31.136,0
1499,33.018,2.265,0.586,0.007,30.152,0
1500,33.357,2.176,0.647,0.013,30.514,0
1501,33.045,2.015,0.552,0.012,30.459,0
1502,33.842,2.079,0.554,0.013,31.189,0
1503,34.179,2.239,0.565,0.007,31.359,0
1504,33.948,2.480,0.740,0.019,30.698,0
1505,31.358,3.066,0.732,0.010,27.539,0
1506,33.408,2.050,0.504,0.008,30.838,0
1507,33.473,2.220,0.551,0.008,30.686,0
1508,33.636,2.068,0.629,0.013,30.918,0
1509,32.755,2.424,0.746,0.015,29.560,0
1510,33.601,1.969,0.498,0.006,31.118,0
1511,32.872,2.039,0.561,0.007,30.256,0
1512,33.328,2.056,0.536,0.013,30.715,0
1513,33.142,1.932,0.475,0.005,30.723,0
1514,34.072,1.839,0.486,0.006,31.735,0
1515,33.208,2.197,0.591,0.014,30.398,0
1516,33.347,2.197,0.581,0.007,30.555,0
1517,32.901,2.165,0.580,0.006,30.141,0
1518,33.205,2.136,0.603,0.014,30.444,0
1519,33.602,1.959,0.483,0.006,31.147,0
1520,33.736,2.165,0.678,0.010,30.876,0
1521,33.094,2.247,0.553,0.007,30.278,0
1522,33.285,2.047,0.558,0.007,30.665,0
1523,33.029,2.390,0.682,0.019,29.928,0
1524,33.496,2.019,0.495,0.011,30.962,0
1525,33.591,2.036,0.556,0.006,30.986,0
1526,33.697,2.060,0.545,0.007,31.078,0
1527,27.129,2.815,0.669,0.013,9.690,0
1528,69.457,2.022,0.590,0.009,66.711,0
1529,74.065,3.096,0.774,0.006,70.181,0
1530,71.392,2.393,0.577,0.006,68.375,0
1531,70.375,2.179,0.735,0.009,67.435,0
1532,73.831,2.450,0.622,0.006,70.744,0
1533,67.542,1.761,0.410,0.004,65.341,0
1534,67.740,1.898,0.443,0.005,65.385,0
1535,67.671,1.717,0.403,0.004,65.258,0
1536,73.519,2.212,0.604,0.005,70.688,0
1537,75.837,5.102,0.960,0.011,69.742,0
1538,67.457,1.893,0.446,0.005,65.106,0
1539,68.659,1.921,0.433,0.005,66.294,0
1540,71.034,2.050,0.497,0.005,68.473,0
1541,82.546,4.425,1.244,0.013,76.847,0
1542,82.597,4.836,1.505,0.044,76.193,0
1543,67.880,1.941,0.573,0.007,65.351,0
1544,67.478,1.491,0.365,0.007,65.610,0
1545,66.861,1.787,0.397,0.004,64.666,0
1546,66.483,1.742,0.403,0.005,64.328,0
1547,69.880,2.191,0.566,0.010,67.105,0
1548,76.508,3.512,1.083,0.028,71.870,0
1549,79.106,4.889,1.419,0.015,72.764,0
1550,84.392,4.948,1.491,0.042,77.874,0
1551,73.561,3.852,1.055,0.024,68.615,0
1552,80.852,4.838,1.557,0.024,74.415,0
1553,82.230,4.979,1.478,0.021,75.732,0
1554,68.911,1.916,0.457,0.005,66.527,0
1555,68.431,1.777,0.402,0.004,66.241,0
1556,72.405,2.246,0.586,0.005,69.558,0
1557,84.865,5.201,1.767,0.018,77.859,0
1558,78.832,4.093,1.188,0.012,73.525,0
1559,83.761,4.785,1.438,0.014,77.504,0
1560,81.866,4.704,1.546,0.019,75.578,0
1561,78.590,4.758,1.412,0.017,72.385,0
1562,85.090,4.896,1.409,0.016,78.748,0
1563,79.891,4.753,1.407,0.015,73.684,0
1564,77.827,5.014,1.498,0.020,71.244,0
1565,66.652,1.790,0.390,0.004,64.461,0
1566,68.740,1.787,0.402,0.004,66.541,0
1567,80.288,4.629,1.380,0.015,74.246,0
1568,83.893,4.700,1.399,0.015,77.759,0
1569,80.671,5.008,1.408,0.017,74.204,0
1570,80.367,4.695,1.392,0.017,74.243,0
1571,77.810,4.211,1.230,0.013,72.337,0
1572,71.460,2.322,0.642,0.016,68.469,0
1573,80.937,5.068,1.424,0.018,74.354,0
1574,81.742,4.689,1.407,0.018,75.606,0
1575,80.682,4.766,1.500,0.040,74.357,0
1576,67.234,1.857,0.434,0.005,64.927,0
1577,68.410,1.899,0.509,0.006,65.988,0
1578,71.961,2.146,0.598,0.013,69.194,0
1579,83.831,5.362,1.398,0.016,77.035,0
1580,80.874,5.233,1.478,0.019,74.125,0
1581,68.181,1.828,0.425,0.004,65.917,0
1582,67.304,1.724,0.401,0.004,65.169,0
1583,72.572,2.649,0.671,0.007,69.236,0
1584,69.074,1.926,0.719,0.008,66.415,0
1585,70.614,1.992,0.538,0.012,68.064,0
1586,75.605,3.596,0.978,0.012,71.006,0
1587,67.922,1.785,0.435,0.006,65.688,0
1588,66.991,1.659,0.380,0.004,64.942,0
1589,79.254,3.510,1.083,0.028,74.620,0
1590,81.908,4.721,1.552,0.022,75.594,0
1591,82.572,4.929,1.442,0.016,76.147,0
1592,83.281,4.674,1.491,0.041,77.056,0
1593,83.337,4.647,1.585,0.022,77.065,0
1594,74.507,3.447,0.948,0.012,70.088,0
1595,98.436,2.441,0.503,0.006,95.478,0
1596,108.466,4.878,1.393,0.015,102.152,0
1597,107.387,4.748,1.381,0.014,101.225,0
1598,109.643,4.704,1.502,0.043,103.374,0
1599,109.385,4.696,1.446,0.016,103.206,0
1600,107.173,4.673,1.411,0.017,101.054,0
1601,108.460,4.042,1.012,0.011,103.382,0
1602,106.648,5.005,1.466,0.016,100.120,0
1603,78.550,1.926,0.480,0.004,76.130,0
1604,93.543,2.765,0.779,0.009,89.977,0
1605,107.222,4.787,1.412,0.014,100.990,0
1606,109.126,4.726,1.424,0.016,102.925,0
1607,107.543,4.750,1.427,0.015,101.331,0
1608,91.674,5.749,1.420,0.016,84.470,0
1609,78.306,2.265,0.616,0.007,75.410,0
1610,78.078,2.227,0.455,0.005,75.382,0
1611,76.817,3.161,0.808,0.009,72.827,0
1612,78.175,1.640,0.415,0.005,76.108,0
1613,77.904,2.045,0.482,0.006,75.357,0
1614,78.915,1.906,0.494,0.005,76.500,0
1615,107.454,4.328,1.233,0.013,101.864,0
1616,76.729,3.744,0.944,0.011,72.004,0
1617,77.378,1.685,0.359,0.004,75.324,0
1618,93.646,1.639,0.348,0.004,91.650,0
1619,105.977,4.341,1.186,0.030,100.403,0
1620,78.689,2.694,0.750,0.009,75.153,0
1621,78.038,2.239,0.619,0.009,75.163,0
1622,92.843,1.792,0.484,0.005,90.555,0
1623,95.025,4.756,1.555,0.022,88.672,0
1624,107.718,4.786,1.422,0.015,101.476,0
1625,109.727,4.754,1.419,0.017,103.518,0
1626,109.188,4.923,1.441,0.017,102.787,0
1627,91.685,4.819,1.389,0.019,85.356,0
1628,109.825,4.697,1.401,0.015,103.689,0
1629,108.959,4.924,1.396,0.014,102.606,0
1630,109.579,4.777,1.423,0.014,103.344,0
1631,107.027,5.352,1.579,0.018,100.060,0
1632,92.466,5.304,1.028,0.012,86.102,0
1633,79.885,1.794,0.416,0.004,77.664,0
1634,107.872,3.496,1.093,0.017,103.252,0
1635,77.728,2.559,0.631,0.007,74.521,0
1636,79.578,1.806,0.439,0.005,77.321,0
1637,94.971,3.334,0.859,0.009,90.758,0
1638,92.196,4.921,1.380,0.011,85.838,0
1639,92.671,3.894,0.949,0.010,87.660,0
1640,80.553,2.196,0.565,0.006,77.775,0
1641,107.096,4.428,1.263,0.016,101.372,0
1642,93.465,3.235,0.945,0.011,89.261,0
1643,93.219,4.696,1.435,0.016,87.049,0
1644,77.080,3.403,0.916,0.009,72.741,0
1645,94.597,2.901,0.875,0.020,90.789,0
1646,92.509,4.828,1.411,0.015,86.237,0
1647,79.828,2.411,0.664,0.006,76.737,0
1648,107.830,4.661,1.389,0.014,101.742,0
1649,108.769,4.872,1.459,0.015,102.384,0
1650,107.306,7.042,1.766,0.021,98.453,0
1651,77.570,2.299,0.525,0.006,74.733,0
1652,94.341,2.309,0.658,0.015,91.348,0
1653,110.143,5.045,1.451,0.018,103.606,0
1654,108.051,4.779,1.425,0.016,101.808,0
1655,107.717,4.651,1.397,0.014,101.637,0
1656,108.776,5.519,1.489,0.016,101.731,0
1657,93.153,4.650,1.380,0.017,87.086,0
1658,108.623,4.803,1.416,0.102,102.283,0
1659,108.709,4.628,1.379,0.015,102.643,0
1660,93.761,4.772,1.403,0.015,87.552,0
1661,108.376,6.718,1.451,0.018,100.170,0
1662,108.206,4.899,1.401,0.014,101.872,0
1663,107.822,4.705,1.391,0.015,101.691,0
1664,92.574,3.703,0.675,0.007,88.175,0
1665,108.797,3.448,1.005,0.009,104.321,0
1666,108.614,5.664,1.652,0.021,101.255,0
1667,109.540,4.853,1.427,0.017,103.223,0
1668,91.726,4.796,1.405,0.016,85.490,0
1669,77.311,1.630,0.403,0.004,75.264,0
1670,77.507,1.692,0.418,0.004,75.379,0
1671,78.623,2.043,0.471,0.005,76.096,0
1672,108.865,5.518,1.022,0.012,102.297,0
1673,78.007,2.208,0.476,0.005,75.311,0
1674,91.653,1.592,0.375,0.004,89.676,0
1675,88.961,2.029,0.547,0.013,86.365,0
1676,97.733,6.124,3.494,0.015,88.086,0
1677,93.224,1.722,0.441,0.005,91.048,0
1678,76.816,2.340,0.433,0.006,74.028,0
1679,78.451,2.376,0.538,0.006,75.523,0
1680,77.182,2.856,0.626,0.007,73.685,0
1681,91.537,2.279,0.687,0.007,88.551,0
1682,77.841,1.738,0.422,0.004,75.671,0
1683,77.803,2.332,0.641,0.007,74.814,0
1684,108.622,3.276,0.931,0.009,104.393,0
1685,106.912,4.701,1.401,0.017,100.774,0
1686,92.132,3.487,0.974,0.010,87.646,0
1687,108.075,4.867,1.428,0.017,101.743,0
1688,77.110,3.531,0.755,0.007,72.808,0
1689,92.234,1.844,0.473,0.005,89.904,0
1690,91.297,2.143,0.803,0.006,88.336,0
1691,77.462,1.741,0.384,0.004,75.325,0
1692,93.875,2.347,0.659,0.007,90.852,0
1693,109.776,4.869,1.455,0.016,103.397,0
1694,107.647,4.700,1.510,0.044,101.374,0
1695,108.056,4.758,1.399,0.016,101.862,0
1696,92.885,4.720,1.402,0.017,86.725,0
1697,93.892,2.616,0.656,0.007,90.603,0
1698,107.300,4.725,1.450,0.017,101.090,0
1699,107.947,4.763,1.427,0.017,101.720,0
1700,92.168,4.740,1.389,0.014,86.006,0
1701,93.700,3.721,1.085,0.011,88.867,0
1702,92.008,6.013,2.112,0.025,83.838,0
1703,78.593,2.123,0.423,0.005,75.843,0
1704,79.269,1.831,0.444,0.005,76.981,0
1705,108.995,3.459,0.923,0.010,104.591,0
1706,107.706,4.824,1.408,0.015,101.439,0
1707,94.636,5.901,1.010,0.013,87.690,0
1708,106.086,3.509,1.085,0.011,101.466,0
1709,78.829,1.698,0.430,0.004,76.688,0
1710,91.155,3.119,0.877,0.009,87.139,0
1711,95.938,2.518,0.680,0.007,92.722,0
1712,109.190,4.704,1.456,0.019,102.992,0
1713,108.741,4.771,1.408,0.016,102.528,0
1714,77.794,1.596,0.408,0.009,75.766,0
1715,78.675,1.730,0.435,0.004,76.499,0
1716,95.147,2.801,0.858,0.012,91.468,0
1717,108.984,4.815,1.531,0.045,102.575,0
1718,109.114,5.338,1.563,0.015,102.180,0
1719,107.691,4.747,1.395,0.015,101.515,0
1720,92.910,4.700,1.483,0.016,86.691,0
1721,109.050,3.469,1.008,0.010,104.547,0
1722,94.498,4.762,1.545,0.042,88.131,0
1723,108.715,4.585,1.393,0.014,102.703,0
1724,92.756,4.869,1.410,0.017,86.441,0
1725,79.008,1.719,0.467,0.006,76.804,0
1726,77.436,2.638,0.616,0.010,74.164,0
1727,108.922,3.708,0.997,0.011,104.193,0
1728,94.340,6.030,1.442,0.016,86.831,0
1729,109.746,4.709,1.404,0.016,103.600,0
1730,106.676,4.804,1.507,0.045,100.301,0
1731,93.255,3.974,0.999,0.011,88.256,0
1732,109.252,2.799,0.803,0.009,105.629,0
1733,91.919,7.724,2.221,0.023,81.931,0
1734,77.791,1.802,0.535,0.006,75.436,0
1735,77.601,1.746,0.427,0.009,75.412,0
1736,77.177,1.896,0.489,0.005,74.770,0
1737,94.184,2.636,0.724,0.008,90.803,0
1738,94.465,4.712,1.395,0.016,88.321,0
1739,109.217,4.941,1.445,0.015,102.797,0
1740,108.239,4.340,0.928,0.010,102.942,0
1741,94.147,2.045,0.510,0.005,91.579,0
1742,94.353,3.402,0.889,0.011,90.040,0
1743,78.687,2.174,0.566,0.006,75.934,0
1744,92.948,3.558,0.920,0.010,88.448,0
1745,78.519,2.653,0.758,0.009,75.087,0
1746,92.163,2.347,0.631,0.006,89.169,0
1747,77.766,2.293,0.577,0.005,74.876,0
1748,93.297,4.074,0.877,0.011,88.324,0
1749,78.892,2.253,0.524,0.006,76.101,0
